Path,L1Path,L1Prescale(9.5e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(9.5e33),Steam hltPrescale,Wbm Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ,L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,0||0||1||1,L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,0||0||1||1,1,1,23320,23320,4.39000,+/-,0.02875,4.39000,+/-,0.02875,0.00000,0.00%,+/-,0.93%,0.0
HLT_BTagMu_Jet300_Mu5,L1_SingleJet200,1,L1_SingleJet200,1,1,1,17982,17982,3.38000,+/-,0.02521,3.38000,+/-,0.02521,0.00000,0.00%,+/-,1.05%,0.0
HLT_Dimuon13_PsiPrime,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||0||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||0||1,1,1,25053,25053,4.71000,+/-,0.02976,4.71000,+/-,0.02976,0.00000,0.00%,+/-,0.89%,0.0
HLT_QuadPFJet_VBF,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||0||1||0||1||1||0||1||1||0||1||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||0||1||0||1||1||0||1||1||0||1||1,3200,3200,2417,2417,0.45000,+/-,0.00915,0.45000,+/-,0.00915,0.00000,0.00%,+/-,2.88%,0.0
HLT_JetE30_NoBPTX,L1_SingleJetC20_NotBptxOR,100,L1_SingleJetC20_NotBptxOR,100,1,1,9835,9835,1.85000,+/-,0.01865,1.85000,+/-,0.01865,0.00000,0.00%,+/-,1.43%,0.0
HLT_QuadMuon0_Dimuon0_Upsilon,L1_QuadMu0,1,L1_QuadMu0,1,1,1,1355,1355,0.25000,+/-,0.00679,0.25000,+/-,0.00679,0.00000,0.00%,+/-,3.84%,0.0
DST_HT410_BTagScouting,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,1,1,3630439,3630439,683.08000,+/-,0.35850,683.08000,+/-,0.35850,0.00000,0.00%,+/-,0.07%,0.0
HLT_Ele27_eta2p1_WPLoose_Gsf_HT200,L1_EG27er_HTT200||L1_HTT280||L1_HTT300,1||0||1,L1_EG27er_HTT200||L1_HTT280||L1_HTT300,1||0||1,1,1,38920,38920,7.32000,+/-,0.03710,7.32000,+/-,0.03710,0.00000,0.00%,+/-,0.72%,0.0
HLT_AK8DiPFJet280_200_TrimMass30,L1_SingleJet180||L1_SingleJet200,1||1,L1_SingleJet180||L1_SingleJet200,1||1,56,56,5305,5305,1.00000,+/-,0.01373,1.00000,+/-,0.01373,0.00000,0.00%,+/-,1.94%,0.0
HLT_DiPFJetAve60_HFJEC,L1_SingleJet35,5000,L1_SingleJet35,5000,1,1,16255,16255,3.06000,+/-,0.02400,3.06000,+/-,0.02400,0.00000,0.00%,+/-,1.11%,0.0
HLT_PixelTracks_Multiplicity85ForEndOfFill,L1_ETT25_BptxAND,0,L1_ETT25_BptxAND,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele15_IsoVVVL_PFHT600,L1_SingleEG5,80000,L1_SingleEG5,80000,1,1,5592,5592,1.05000,+/-,0.01404,1.05000,+/-,0.01404,0.00000,0.00%,+/-,1.89%,0.0
HLT_PFMETNoMu100_PFMHTNoMu100_IDTight,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_FullTracks_Multiplicity80,L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_OR_BptxAND,1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu14er_PFMET100,L1_Mu10er_ETM30||L1_Mu14er_ETM30,0||0,L1_Mu10er_ETM30||L1_Mu14er_ETM30,0||0,0,0,11569,11569,2.18000,+/-,0.02027,2.18000,+/-,0.02027,0.00000,0.00%,+/-,1.31%,0.0
HLT_DoubleJetsC112_DoubleBTagCSV_p026_DoublePFJetsC172,L1_DoubleJetC112,1,L1_DoubleJetC112,1,1,1,40283,40283,7.58000,+/-,0.03777,7.58000,+/-,0.03777,0.00000,0.00%,+/-,0.70%,0.0
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,1,1,34193,34193,6.43000,+/-,0.03477,6.43000,+/-,0.03477,0.00000,0.00%,+/-,0.76%,0.0
HLT_AK4PFJet50,L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_OR_BptxAND,1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_L1SingleMuOpen,L1_SingleMuOpen,30000,L1_SingleMuOpen,30000,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu7p5_L2Mu2_Upsilon,L1_DoubleMu0,600,L1_DoubleMu0,600,1,1,3935,3935,0.74000,+/-,0.01180,0.74000,+/-,0.01180,0.00000,0.00%,+/-,2.25%,0.0
HLT_Mu12_Photon25_CaloIdL_L1OR,L1_Mu5_EG20||L1_MU20_EG15,0||1,L1_Mu5_EG20||L1_MU20_EG15,0||1,62,62,5158,5158,0.97000,+/-,0.01351,0.97000,+/-,0.01351,0.00000,0.00%,+/-,1.97%,0.0
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40,1,1,1,3192,3192,0.60000,+/-,0.01062,0.60000,+/-,0.01062,0.00000,0.00%,+/-,2.50%,0.0
HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50,L1_SingleEG40,1,L1_SingleEG40,1,1,1,34354,34354,6.46000,+/-,0.03485,6.46000,+/-,0.03485,0.00000,0.00%,+/-,0.76%,0.0
HLT_AK8PFHT700_TrimR0p1PT0p03Mass50,L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,1,1,107849,107849,20.29000,+/-,0.06178,20.29000,+/-,0.06178,0.00000,0.00%,+/-,0.43%,0.0
HLT_DoubleJetsC112_DoubleBTagCSV_p014_DoublePFJetsC112MaxDeta1p6,L1_DoubleJetC112,1,L1_DoubleJetC112,1,1,1,54470,54470,10.25000,+/-,0.04392,10.25000,+/-,0.04392,0.00000,0.00%,+/-,0.61%,0.0
HLT_Ele17_CaloIdL_GsfTrkIdVL,L1_SingleEG15,3000,L1_SingleEG15,3000,5,5,8207,8207,1.54000,+/-,0.01700,1.54000,+/-,0.01700,0.00000,0.00%,+/-,1.56%,0.0
HLT_DiCentralPFJet430,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,0||1||1||1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,0||1||1||1,1,1,24954,24954,4.70000,+/-,0.02975,4.70000,+/-,0.02975,0.00000,0.00%,+/-,0.90%,0.0
HLT_DiPFJet15_NoCaloMatched,L1_SingleJet8_BptxAND,0,L1_SingleJet8_BptxAND,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_HT325,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,2944,2944,4979,4979,0.94000,+/-,0.01332,0.94000,+/-,0.01332,0.00000,0.00%,+/-,2.00%,0.0
HLT_EcalCalibration,,,,,1,1,519552,519552,97.76000,+/-,0.13563,97.76000,+/-,0.13563,0.00000,0.00%,+/-,0.20%,0.0
HLT_Mu30_eta2p1_PFJet150_PFJet50,L1_SingleMu16er||L1_SingleMu20er,200||1,L1_SingleMu16er||L1_SingleMu20er,200||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_AK8PFJet500,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,1,1,40688,40688,7.66000,+/-,0.03797,7.66000,+/-,0.03797,0.00000,0.00%,+/-,0.70%,0.0
HLT_PFHT200,L1_HTT160,20000,L1_HTT160,20000,1,1,7793,7793,1.47000,+/-,0.01665,1.47000,+/-,0.01665,0.00000,0.00%,+/-,1.60%,0.0
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,20000||0||8000||0||0||0||0||1||0||250||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,20000||0||8000||0||0||0||0||1||0||250||0||0||1||1,1,1,15503,15503,2.92000,+/-,0.02345,2.92000,+/-,0.02345,0.00000,0.00%,+/-,1.14%,0.0
HLT_DiCentralPFJet330_CFMax0p5,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,0||1||1||1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,0||1||1||1,1,1,33029,33029,6.21000,+/-,0.03417,6.21000,+/-,0.03417,0.00000,0.00%,+/-,0.78%,0.0
HLT_AK4CaloJet40,L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_OR_BptxAND,1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFHT650_WideJetMJJ950DEtaJJ1p5,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,1,1,39780,39780,7.48000,+/-,0.03750,7.48000,+/-,0.03750,0.00000,0.00%,+/-,0.71%,0.0
HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||0||1||0||0||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||0||1||0||0||0||0||0||0||0||1||1,32,32,4836,4836,0.91000,+/-,0.01309,0.91000,+/-,0.01309,0.00000,0.00%,+/-,2.03%,0.0
HLT_Mu15_IsoVVVL_PFHT600,L1_SingleMuOpen,30000,L1_SingleMuOpen,30000,1,1,7037,7037,1.32000,+/-,0.01574,1.32000,+/-,0.01574,0.00000,0.00%,+/-,1.69%,0.0
HLT_Mu25_TkMu0_dEta18_Onia,L1_SingleMu20||L1_SingleMu22||L1_SingleMu25||L1_SingleMu20er,0||1||1||1,L1_SingleMu20||L1_SingleMu22||L1_SingleMu25||L1_SingleMu20er,0||1||1||1,1,1,20247,20247,3.81000,+/-,0.02678,3.81000,+/-,0.02678,0.00000,0.00%,+/-,0.99%,0.0
HLT_L2Mu35_NoVertex_3Sta_NoBPTX3BX,L1_SingleMuOpen_NotBptxOR_3BX,1,L1_SingleMuOpen_NotBptxOR_3BX,1,1,1,42889,42889,8.07000,+/-,0.03897,8.07000,+/-,0.03897,0.00000,0.00%,+/-,0.68%,0.0
HLT_L1SingleMuOpen_DT,L1_SingleMuOpen,30000,L1_SingleMuOpen,30000,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Loose,L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,14336,14336,2.70000,+/-,0.02255,2.70000,+/-,0.02255,0.00000,0.00%,+/-,1.18%,0.0
HLT_HT550_DisplacedDijet80_Inclusive,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,36,36,361,361,0.07000,+/-,0.00368,0.07000,+/-,0.00368,0.00000,0.00%,+/-,7.44%,0.0
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,20000||0||8000||0||0||0||0||1||0||250||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,20000||0||8000||0||0||0||0||1||0||250||0||0||1||1,1,1,25906,25906,4.87000,+/-,0.03026,4.87000,+/-,0.03026,0.00000,0.00%,+/-,0.88%,0.0
HLT_Ele27_eta2p1_WPTight_Gsf,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,1,1,451572,451572,84.97000,+/-,0.12645,84.97000,+/-,0.12645,0.00000,0.00%,+/-,0.21%,0.0
HLT_Mu17_Photon35_CaloIdL_L1ISO,L1_Mu5_IsoEG18||L1_Mu5_IsoEG20,0||1,L1_Mu5_IsoEG18||L1_Mu5_IsoEG20,0||1,1,1,31769,31769,5.98000,+/-,0.03355,5.98000,+/-,0.03355,0.00000,0.00%,+/-,0.79%,0.0
HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,1,1,78383,78383,14.75000,+/-,0.05268,14.75000,+/-,0.05268,0.00000,0.00%,+/-,0.51%,0.0
HLT_VBF_DisplacedJet40_VVTightID_DisplacedTrack,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,0||0||1 ||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,0||0||1 ||1,1,1,2219,2219,0.42000,+/-,0.00892,0.42000,+/-,0.00892,0.00000,0.00%,+/-,3.00%,0.0
HLT_HT425,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,960,960,5208,5208,0.98000,+/-,0.01358,0.98000,+/-,0.01358,0.00000,0.00%,+/-,1.96%,0.0
HLT_PFHT475,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,256,256,12421,12421,2.34000,+/-,0.02100,2.34000,+/-,0.02100,0.00000,0.00%,+/-,1.27%,0.0
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Loose,L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu40_eta2p1_PFJet200_PFJet50,L1_SingleMu16er||L1_SingleMu20er,200||1,L1_SingleMu16er||L1_SingleMu20er,200||1,1,1,13364,13364,2.51000,+/-,0.02171,2.51000,+/-,0.02171,0.00000,0.00%,+/-,1.22%,0.0
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ,L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,0||0||1||1,L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,0||0||1||1,1,1,13635,13635,2.57000,+/-,0.02201,2.57000,+/-,0.02201,0.00000,0.00%,+/-,1.21%,0.0
HLT_PFJet15_NoCaloMatched,L1_SingleJet8_BptxAND,0,L1_SingleJet8_BptxAND,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Ele35_WPLoose_Gsf,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_AK8PFJet80,L1_SingleJet60,2000,L1_SingleJet60,2000,40,40,6222,6222,1.17000,+/-,0.01483,1.17000,+/-,0.01483,0.00000,0.00%,+/-,1.79%,0.0
HLT_FullTracks_Multiplicity130,L1_ETT50_BptxAND,1,L1_ETT50_BptxAND,1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFJet450,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,1,1,55705,55705,10.48000,+/-,0.04440,10.48000,+/-,0.04440,0.00000,0.00%,+/-,0.60%,0.0
HLT_Mu45_eta2p1,L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFHT800,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,1,1,167791,167791,31.57000,+/-,0.07707,31.57000,+/-,0.07707,0.00000,0.00%,+/-,0.35%,0.0
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu80,L1_ETM50||L1_ETM60,0||250,L1_ETM50||L1_ETM60,0||250,1,1,415,415,0.08000,+/-,0.00393,0.08000,+/-,0.00393,0.00000,0.00%,+/-,6.94%,0.0
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET120,L1_ETM80||L1_ETM90||L1_ETM100,0||1||1,L1_ETM80||L1_ETM90||L1_ETM100,0||1||1,1,1,9929,9929,1.87000,+/-,0.01877,1.87000,+/-,0.01877,0.00000,0.00%,+/-,1.42%,0.0
HLT_DoubleJet90_Double30_TripleBTagCSV_p087,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||0||1||0||1||1||0||1||1||0||1||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||0||1||0||1||1||0||1||1||0||1||1,1,1,136778,136778,25.74000,+/-,0.06960,25.74000,+/-,0.06960,0.00000,0.00%,+/-,0.38%,0.0
DST_CaloJet40_CaloScouting_PFScouting,L1_ZeroBias,15923,L1_ZeroBias,15923,10,10,25019,25019,4.71000,+/-,0.02978,4.71000,+/-,0.02978,0.00000,0.00%,+/-,0.89%,0.0
HLT_DiPFJetAve80,L1_SingleJet60,2000,L1_SingleJet60,2000,22,22,3234,3234,0.61000,+/-,0.01073,0.61000,+/-,0.01073,0.00000,0.00%,+/-,2.49%,0.0
HLT_Ele30WP60_Ele8_Mass55,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_AK8DiPFJet250_200_TrimMass30_BTagCSV_p20,L1_SingleJet180||L1_SingleJet200,1||1,L1_SingleJet180||L1_SingleJet200,1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
