Path,Group,Dataset,L1Path,L1Prescale(1.15e34),Steam L1path,Steam L1Prescale,WBM hltPrescale(1.15e34),Steam hltPrescale,Wbm Count,Wbm prescaled Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_ZeroBias_FirstBXAfterTrain,"null","OnlineMonitor,ZeroBiasFirstBunchAfterTrain",L1_FirstBunchAfterTrain,25301,L1_FirstBunchAfterTrain, 0,1,1,101697,271,259,19.13,+/-,0.06,18.25,+/-,1.13,0.87951,4.60%,+/-,5.66%,0.775563776832
HLT_VLooseIsoPFTau140_Trk50_eta2p1,"null","OnlineMonitor,Tau",L1_SingleTau100er||L1_SingleTau120er,0||1,L1_SingleTau100er||L1_SingleTau120er, 1||1,1,1,100212,267,274,18.86,+/-,0.06,19.31,+/-,1.17,0.44747,2.32%,+/-,5.91%,0.38362724039
HLT_PFHT750_4JetPt50,"EXO","OnlineMonitor,JetHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,1,1,98823,263,242,18.59,+/-,0.06,17.05,+/-,1.10,1.53742,8.27%,+/-,5.42%,1.4025244925
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL,"MUO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,1,1,97584,260,243,18.36,+/-,0.06,17.12,+/-,1.10,1.23696,6.74%,+/-,5.59%,1.12609849816
HLT_PFHT900,"SUS","OnlineMonitor,JetHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,1,1,91364,243,218,17.19,+/-,0.06,15.36,+/-,1.04,1.82859,10.64%,+/-,5.42%,1.75756919167
HLT_Rsq0p02_MR450_TriPFJet80_60_40_DoubleBTagCSV_p063_Mbb60_200,"SUS","OnlineMonitor,BTagCSV",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,10000||0||7000||0||0||0||0||1||150||0||0||1||1||1||1||0||1||0||1||1||1||0||1||0||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255, 9500||0||6500||0||0||0||1||1||100||0||0||1||1||1||1||0||1||0||1||1||1||0||1||0||1,1,1,88784,237,226,16.71,+/-,0.06,15.93,+/-,1.06,0.78486,4.70%,+/-,6.05%,0.740910373414
HLT_Mu55,"EXO","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25, 1||1,1,1,84286,225,221,15.86,+/-,0.05,15.57,+/-,1.05,0.28719,1.81%,+/-,6.49%,0.274156787079
HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55,"null","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||1||1||1||1||1||0||0||0||1||1||1||1||0||0||0||1||1||1||1||0||0||0||0||0||0||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12, 1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1||0||1||1||1||1||1||1||1||0,1,1,78995,210,214,14.86,+/-,0.05,15.08,+/-,1.03,0.21955,1.46%,+/-,6.75%,0.212989530954
HLT_DoubleJetsC100_DoubleBTagCSV_p014_DoublePFJetsC100MaxDeta1p6,"Higgs,Analysis","OnlineMonitor,BTagCSV",L1_DoubleJetC100,1,L1_DoubleJetC100, 1,1,1,78458,209,198,14.76,+/-,0.05,13.95,+/-,0.99,0.80789,5.47%,+/-,6.36%,0.814788579979
HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ,"MUO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,1,1,78383,209,189,14.75,+/-,0.05,13.32,+/-,0.97,1.43208,9.71%,+/-,5.94%,1.47829364412
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ,"MUO","OnlineMonitor,ExpressPhysics,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,1,1,76251,203,180,14.35,+/-,0.05,12.68,+/-,0.95,1.66626,11.61%,+/-,5.83%,1.76251475514
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,1||1||1||1,L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23, 1||1||1||1,1,1,73538,196,203,13.84,+/-,0.05,14.30,+/-,1.00,0.46444,3.25%,+/-,6.80%,0.462597380872
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165,"B2G","OnlineMonitor,SingleElectron",L1_SingleEG40,1,L1_SingleEG40, 1,1,1,72762,194,177,13.69,+/-,0.05,12.47,+/-,0.94,1.21766,8.89%,+/-,6.25%,1.29886625356
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55,"null","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||1||1||1||1||1||0||0||0||1||1||1||1||0||0||0||1||1||1||1||0||0||0||0||0||0||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12, 1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1||0||1||1||1||1||1||1||1||0,1,1,72687,194,165,13.68,+/-,0.05,11.63,+/-,0.91,2.05324,15.01%,+/-,5.64%,2.26841961727
HLT_AK8PFJet450,"SMP","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200, 1||1||1,1,1,72544,193,183,13.65,+/-,0.05,12.90,+/-,0.95,0.75487,5.53%,+/-,6.61%,0.791900803973
HLT_QuadPFJet_BTagCSV_p016_p11_VBF_Mqq240,"HIG ,Hbb","OnlineMonitor,HLTMonitor,BTagCSV",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||1||1||0||1||1||1||1||1||1||1||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120, 1||1||1||1||1||1||1||1||1||1||1||1,1,1,72529,193,174,13.65,+/-,0.05,12.26,+/-,0.93,1.38905,10.18%,+/-,6.13%,1.49441104168
HLT_Ele115_CaloIdVT_GsfTrkIdT,"EXO","OnlineMonitor,SingleElectron",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||1||1||1||1||1||1||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er, 1||1||1||1||1||1||1||1||1||1||1,1,1,71905,192,190,13.53,+/-,0.05,13.39,+/-,0.97,0.14161,1.05%,+/-,7.11%,0.14579658892
HLT_Dimuon8_Upsilon_Barrel,"BPH","OnlineMonitor,MuOnia",L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS,0||1,L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS, 1||0,1,1,70911,189,192,13.34,+/-,0.05,13.53,+/-,0.98,0.18932,1.40%,+/-,7.13%,0.193895803605
HLT_Dimuon0_Jpsi_Muon,"BPH","OnlineMonitor,Charmonium",L1_TripleMu0||L1_TripleMu_5_0_0,1||1,L1_TripleMu0||L1_TripleMu_5_0_0, 1||0,1,1,69905,186,195,13.15,+/-,0.05,13.74,+/-,0.98,0.59071,4.30%,+/-,6.86%,0.600323783762
HLT_Mu30_TkMu11,"EXO","OnlineMonitor,DoubleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25, 1||1,1,1,68366,182,183,12.86,+/-,0.05,12.90,+/-,0.95,0.03513,0.27%,+/-,7.38%,0.0368555000084
HLT_PFHT450_SixJet40_BTagCSV_p056,"HIG","OnlineMonitor,JetHT",L1_HTT280||L1_HTT300,0||1,L1_HTT280||L1_HTT300, 1||1,1,1,67355,179,169,12.67,+/-,0.05,11.91,+/-,0.92,0.76138,6.01%,+/-,6.81%,0.831158590899
HLT_Dimuon20_Jpsi,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5, 0||1||1,1,1,63692,170,155,11.98,+/-,0.05,10.92,+/-,0.88,1.05789,8.83%,+/-,6.69%,1.20587272813
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,10000||0||7000||0||0||0||0||1||0||200||0||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100, 9500||0||6500||0||0||0||1||1||0||150||0||1||1||1,1,1,63344,169,180,11.92,+/-,0.05,12.68,+/-,0.95,0.76374,6.02%,+/-,7.01%,0.807853326167
HLT_Ele36_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1,"Tau,HIG,EXO","OnlineMonitor,SingleElectron",L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleEG40,0||0||1,L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleEG40, 0||0||1,1,1,62574,167,156,11.77,+/-,0.05,10.99,+/-,0.88,0.77743,6.61%,+/-,7.00%,0.883330947636
HLT_DoubleMu4_3_Bs,"null","OnlineMonitor,Charmonium",L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||0||1||1||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_11_4||L1_DoubleMu_12_5, 0||1||0||1||1,1,1,56458,150,143,10.62,+/-,0.04,10.08,+/-,0.84,0.54348,5.12%,+/-,7.54%,0.644967359079
HLT_Physics,"null","OnlineMonitor,ExpressPhysics,HLTPhysics",,,, ,70,1,56136,149,15728,10.56,+/-,0.04,1108.28,+/-,8.84,1097.71670,99.05%,+/-,0.01%,124.216365733
HLT_L1FatEvents,"null","OnlineMonitor,ExpressPhysics,HLTPhysics",,,, ,70,1,56136,149,15728,10.56,+/-,0.04,1108.28,+/-,8.84,1097.71670,99.05%,+/-,0.01%,124.216365733
HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15,"EXO long","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||1||1||1||0||1||0||0||0||0||0||0||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG28||L1_SingleEG40||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12, 1||1||1||1||0||1||0||1||1||1||1||1||1||1||0,1,1,55879,149,140,10.51,+/-,0.04,9.87,+/-,0.83,0.64487,6.14%,+/-,7.46%,0.773454211268
HLT_PFJet450,"SMP","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200, 1||1||1,1,1,55705,148,138,10.48,+/-,0.04,9.72,+/-,0.83,0.75580,7.21%,+/-,7.34%,0.91304852632
HLT_DoubleEle33_CaloIdL_MW,"EXO","OnlineMonitor,DoubleEG",L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,350||0||1||1||1||1||1||0||0||0||0||0||0||1||1||1||1||1||1||0||1,L1_SingleEG26||L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er, 300||1||1||1||1||1||1||1||1||1||1||1||1||1||1||0||1||1||1||1||1,1,1,55121,147,144,10.37,+/-,0.04,10.15,+/-,0.85,0.22301,2.15%,+/-,7.99%,0.263736448548
HLT_DoubleJetsC112_DoubleBTagCSV_p014_DoublePFJetsC112MaxDeta1p6,"Higgs,Analysis","OnlineMonitor,BTagCSV",L1_DoubleJetC112,1,L1_DoubleJetC112, 1,1,1,54470,145,135,10.25,+/-,0.04,9.51,+/-,0.82,0.73720,7.19%,+/-,7.43%,0.900414333835
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,"HIG","OnlineMonitor,ExpressPhysics,HLTMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||1||1||1||1||1||0||0||0||1||1||1||1||0||0||0||1||1||1||1||0||0||0||0||0||0||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12, 1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1||0||1||1||1||1||1||1||1||0,1,1,53703,143,125,10.10,+/-,0.04,8.81,+/-,0.79,1.29185,12.79%,+/-,6.82%,1.63976757978
