Path,Group,Dataset,L1Path,L1Prescale(1.15e34),Steam L1path,Steam L1Prescale,WBM hltPrescale(1.15e34),Steam hltPrescale,Wbm Count,Wbm prescaled Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_Mu37_Ele27_CaloIdL_GsfTrkIdVL,"EXO","OnlineMonitor,MuonEG",L1_SingleMu16||L1_SingleMu25,0||1,L1_SingleMu16||L1_SingleMu25, 0||1,1,1,8844,23,19,1.66,+/-,0.02,1.34,+/-,0.31,0.32116,19.35%,+/-,14.96%,1.04561430807
HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30,"SUS","OnlineMonitor,DoubleEG",L1_SingleEG10||L1_SingleEG5,9000||60000,L1_SingleEG10||L1_SingleEG5, 8000||50000,1,1,8719,23,16,1.64,+/-,0.02,1.13,+/-,0.28,0.51256,31.25%,+/-,11.86%,1.81847476634
HLT_DiPFJetAve60,"JME","OnlineMonitor,JetHT",L1_ZeroBias,15923,L1_ZeroBias, 15013,2,2,8702,23,22,1.64,+/-,0.02,0.78,+/-,0.17,0.86488,52.74%,+/-,4.88%,5.23360814643
HLT_Ele17_CaloIdM_TrackIdM_PFJet30,"SUS","OnlineMonitor,DoubleEG",L1_SingleEG15,2000,L1_SingleEG15, 1000,1,2,8651,23,18,1.63,+/-,0.02,0.63,+/-,0.15,0.99581,61.09%,+/-,3.73%,6.66188163879
HLT_Ele27_WPTight_Gsf_L1JetTauSeeded,"EGM","OnlineMonitor,SingleElectron",L1_SingleJet200||L1_SingleJet180||L1_SingleJet170||L1_SingleTau100er||L1_SingleTau120er,1||1||1||0||1,L1_SingleJet200||L1_SingleJet180||L1_SingleJet170||L1_SingleTau100er||L1_SingleTau120er, 1||1||1||1||1,1,1,8659,23,15,1.63,+/-,0.02,1.06,+/-,0.27,0.57302,35.15%,+/-,10.91%,2.09966951052
HLT_PFMET120_Mu5,"JME","OnlineMonitor,HLTMonitor,MET",L1_SingleMuOpen,24000,L1_SingleMuOpen, 20000,1,1,8638,23,24,1.63,+/-,0.02,1.69,+/-,0.35,0.06116,3.62%,+/-,19.70%,0.177182810386
HLT_RsqMR270_Rsq0p09_MR200_4jet,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,10000||0||7000||0||0||0||0||1||150||0||0||1||1||1||1||0||1||0||1||1||1||0||1||0||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255, 9500||0||6500||0||0||0||1||1||100||0||0||1||1||1||1||0||1||0||1||1||1||0||1||0||1,1,1,8361,22,21,1.57,+/-,0.02,1.48,+/-,0.32,0.09023,5.75%,+/-,19.42%,0.27942821238
HLT_Rsq0p25,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,10000||0||7000||0||0||0||0||1||150||0||0||1||1||1||1||0||1||0||1||1||1||0||1||0||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255, 9500||0||6500||0||0||0||1||1||100||0||0||1||1||1||1||0||1||0||1||1||1||0||1||0||1,1,1,8326,22,23,1.57,+/-,0.02,1.62,+/-,0.34,0.05070,3.13%,+/-,20.23%,0.150025926054
HLT_Ele17_CaloIdL_GsfTrkIdVL,"null","OnlineMonitor,DoubleEG",L1_SingleEG15,2000,L1_SingleEG15, 1000,5,10,8207,21,14,1.54,+/-,0.02,0.10,+/-,0.03,1.44135,93.59%,+/-,1.11%,54.6676426089
HLT_Mu38NoFiltersNoVtx_Photon38_CaloIdL,"EXO","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_MU20_EG15,1||1,L1_Mu5_EG20||L1_MU20_EG15, 1||1,1,1,8111,21,15,1.53,+/-,0.02,1.06,+/-,0.27,0.47302,30.92%,+/-,12.37%,1.73324908986
HLT_Mu8_DiEle12_CaloIdL_TrackIdL,"HIG","OnlineMonitor,MuonEG",L1_Mu6_DoubleEG10,1,L1_Mu6_DoubleEG10, 1,1,1,8016,21,27,1.51,+/-,0.02,1.90,+/-,0.37,0.39256,20.63%,+/-,15.30%,1.0721362124
HLT_Mu17_TrkIsoVVL,"MUO,SUS","OnlineMonitor,DoubleMuon",L1_SingleMu10_LowQ,300,L1_SingleMu10_LowQ, 250,3,3,7988,21,20,1.50,+/-,0.02,0.47,+/-,0.11,1.03023,68.68%,+/-,2.46%,9.80768671892
HLT_Photon165_R9Id90_HE10_IsoM,"SMP","OnlineMonitor,SinglePhoton",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||1||1||1||1||1||1||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er, 1||1||1||1||1||1||1||1||1||1||1,1,1,7879,21,20,1.48,+/-,0.02,1.41,+/-,0.32,0.07070,4.78%,+/-,20.31%,0.224339057777
HLT_PFHT200,"SUS","OnlineMonitor,JetHT",L1_HTT160,10000,L1_HTT160, 9500,1,1,7793,20,16,1.47,+/-,0.02,1.13,+/-,0.28,0.34256,23.30%,+/-,14.75%,1.2153401869
HLT_Ele17_CaloIdL_TrackIdL_IsoVL_PFJet30,"SUS","OnlineMonitor,DoubleEG",L1_SingleEG15,2000,L1_SingleEG15, 1000,2,3,7785,20,14,1.46,+/-,0.02,0.33,+/-,0.09,1.13116,77.48%,+/-,1.77%,12.8708578068
HLT_Photon30_R9Id90_HE10_IsoM,"SMP,SUS","OnlineMonitor,SinglePhoton",L1_SingleEG26,350,L1_SingleEG26, 300,2,3,7691,20,15,1.45,+/-,0.02,0.35,+/-,0.09,1.09767,75.70%,+/-,1.90%,12.0663049524
HLT_Ele8_CaloIdM_TrackIdM_PFJet30,"SUS","OnlineMonitor,DoubleEG",L1_SingleEG10||L1_SingleEG5,9000||60000,L1_SingleEG10||L1_SingleEG5, 8000||50000,1,1,7717,20,22,1.45,+/-,0.02,1.55,+/-,0.33,0.10023,6.47%,+/-,19.97%,0.303271045157
HLT_Ele15_IsoVVVL_PFHT400_PFMET50,"SUS","OnlineMonitor,SingleElectron",L1_SingleEG5,60000,L1_SingleEG5, 50000,1,1,7652,20,18,1.44,+/-,0.02,1.27,+/-,0.30,0.17163,11.92%,+/-,18.32%,0.574080831084
HLT_Mu3_PFJet40,"null","OnlineMonitor,DoubleMuon",L1_SingleMu3,12000,L1_SingleMu3, 10000,1,1,7471,19,12,1.41,+/-,0.02,0.85,+/-,0.24,0.56442,40.03%,+/-,10.45%,2.31225221585
HLT_PFJet60,"SMP","OnlineMonitor,JetHT",L1_SingleJet35,3500,L1_SingleJet35, 3000,28,35,7423,19,17,1.40,+/-,0.02,0.03,+/-,0.01,1.36577,97.56%,+/-,1.16%,164.530999976
HLT_Ele12_CaloIdM_TrackIdM_PFJet30,"SUS","OnlineMonitor,DoubleEG",L1_SingleEG10||L1_SingleEG15,9000||2000,L1_SingleEG10||L1_SingleEG15, 8000||1000,2,4,7365,19,15,1.39,+/-,0.02,0.26,+/-,0.07,1.12576,80.99%,+/-,1.49%,16.4999920423
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||1||1||1||1||1||0||0||0||1||1||1||1||0||0||0||1||1||1||1||0||0||0||0||0||0||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12, 1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1||0||1||1||1||1||1||1||1||0,40,30,7220,19,11,1.36,+/-,0.02,0.03,+/-,0.01,1.33416,98.10%,+/-,1.18%,171.261216497
HLT_Mu33NoFiltersNoVtxDisplaced_Photon33_CaloIdL,"EXO","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_MU20_EG15,1||1,L1_Mu5_EG20||L1_MU20_EG15, 1||1,1,1,7226,19,16,1.36,+/-,0.02,1.13,+/-,0.28,0.23256,17.10%,+/-,17.22%,0.8250766355
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,"HIG","OnlineMonitor,MuonEG",L1_Mu20_EG10|| L1_Mu23_EG10,1|| 1,L1_Mu20_EG10||L1_Mu23_EG10, 1||1,1,1,7176,19,14,1.35,+/-,0.02,0.99,+/-,0.26,0.36349,26.92%,+/-,14.32%,1.37863839207
HLT_DoublePhoton85,"Egamma,EXO","OnlineMonitor,EventDisplay,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||1||1||1||1||1||0||0||0||0||0||1||1||1||1||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er, 1||1||1||1||1||1||1||1||1||1||1||1||1||0||1||1||1||1||1,1,1,7094,18,13,1.33,+/-,0.02,0.92,+/-,0.25,0.41395,31.12%,+/-,13.21%,1.62931103656
HLT_Photon120_R9Id90_HE10_IsoM,"SMP,SUS","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40, 1||1,6,4,7068,18,22,1.33,+/-,0.02,0.39,+/-,0.08,0.94244,70.86%,+/-,2.17%,11.4058669174
HLT_Mu15_IsoVVVL_PFHT600,"SUS","OnlineMonitor,SingleMuon",L1_SingleMuOpen,24000,L1_SingleMuOpen, 20000,1,1,7037,18,21,1.32,+/-,0.02,1.48,+/-,0.32,0.15977,10.80%,+/-,19.49%,0.494776231464
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30,"SUS","OnlineMonitor,DoubleEG",L1_SingleEG15,2000,L1_SingleEG15, 1000,1,2,6920,18,15,1.30,+/-,0.02,0.53,+/-,0.14,0.77151,59.35%,+/-,4.43%,5.65394759088
HLT_PFJet80,"SMP","OnlineMonitor,JetHT",L1_SingleJet60,1200,L1_SingleJet60, 1000,27,36,6849,18,14,1.29,+/-,0.02,0.03,+/-,0.01,1.26260,97.88%,+/-,1.21%,172.396517405
HLT_Ele24_eta2p1_WPLoose_Gsf,"TAU,HIG","OnlineMonitor,SingleElectron",L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleEG40,0||0||1,L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleEG40, 0||0||1,130,100,6849,18,18,1.29,+/-,0.02,0.01,+/-,0.00,1.27732,99.02%,+/-,1.21%,427.25532865
HLT_DoubleJetsC100_SingleBTagCSV_p014_SinglePFJetC350,"Higgs,Analysis","OnlineMonitor,BTagCSV",L1_DoubleJetC100,1,L1_DoubleJetC100, 1,12,8,6743,18,15,1.27,+/-,0.02,0.13,+/-,0.03,1.13788,89.60%,+/-,1.25%,33.3553313926
HLT_Photon90_R9Id90_HE10_IsoM,"SMP,SUS","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40, 1||1,17,13,6647,17,19,1.25,+/-,0.02,0.10,+/-,0.02,1.14701,91.76%,+/-,1.24%,48.5467277664
HLT_Photon75_R9Id90_HE10_IsoM,"SMP,SUS","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40, 1||1,34,26,6536,17,15,1.23,+/-,0.02,0.04,+/-,0.01,1.18935,96.69%,+/-,1.24%,113.30826718
HLT_Photon22_R9Id90_HE10_IsoM,"SMP,SUS","OnlineMonitor,SinglePhoton",L1_SingleEG18,4000,L1_SingleEG18, 3000,1,1,6480,17,15,1.22,+/-,0.02,1.06,+/-,0.27,0.16302,13.36%,+/-,19.42%,0.59734578582
HLT_JetE50_NoBPTX3BX,"EXO","OnlineMonitor,NoBPTX",L1_SingleJetC32_NotBptxOR_3BX||L1_SingleJetC36_NotBptxOR_3BX,0||1,L1_SingleJetC32_NotBptx||_3BX||L1_SingleJetC36_NotBptx||_3BX, 0||_3BX||0||_3BX,1,1,6407,17,24,1.21,+/-,0.02,1.69,+/-,0.35,0.48116,28.45%,+/-,14.63%,1.39384207638
HLT_PFJet140,"SMP","OnlineMonitor,JetHT",L1_SingleJet90,1500,L1_SingleJet90, 1200,2,3,6351,16,17,1.19,+/-,0.01,0.40,+/-,0.10,0.79070,66.45%,+/-,3.01%,8.16455063962
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Tight,"EXO","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25, 1||1,1,1,6260,16,21,1.18,+/-,0.01,1.48,+/-,0.32,0.29977,20.26%,+/-,17.43%,0.928330720017
HLT_AK8PFJet80,"SMP","OnlineMonitor,JetHT",L1_SingleJet60,1200,L1_SingleJet60, 1000,54,72,6222,16,19,1.17,+/-,0.01,0.02,+/-,0.00,1.15141,98.41%,+/-,1.27%,269.903869921
HLT_Mu27,"SMP","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25, 1||1,260,200,6173,16,14,1.16,+/-,0.01,0.00,+/-,0.00,1.15507,99.57%,+/-,1.27%,876.190654233
HLT_DiCentralPFJet170_CFMax0p1,"EXO.","OnlineMonitor,JetHT",L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,1||1||1||1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200, 1||1||1||1,1,1,6130,16,17,1.15,+/-,0.01,1.20,+/-,0.29,0.04791,4.00%,+/-,23.32%,0.164897024766
HLT_PFHT650_4JetPt50,"EXO","OnlineMonitor,JetHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,40,30,6033,16,14,1.14,+/-,0.01,0.03,+/-,0.01,1.10712,97.12%,+/-,1.29%,125.972502344
HLT_IsoMu19_eta2p1_MediumIsoPFTau32_Trk1_eta2p1_Reg,"null","OnlineMonitor,SingleMuon",L1_Mu18er_IsoTau26er||L1_Mu20er_IsoTau26er,0||1,L1_Mu18er_IsoTau26er||L1_Mu20er_IsoTau26er, 1||1,1,1,5992,16,16,1.13,+/-,0.01,1.13,+/-,0.28,0.00256,0.23%,+/-,24.92%,0.00907102802456
HLT_PFHT200_PFAlphaT0p51,"null","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,10000||0||7000||0||0||0||0||1||0||200||0||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100, 9500||0||6500||0||0||0||1||1||0||150||0||1||1||1,226,174,5998,16,24,1.13,+/-,0.01,0.01,+/-,0.00,1.12028,99.14%,+/-,1.29%,564.671365467
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30,"SUS","OnlineMonitor,DoubleEG",L1_SingleEG10||L1_SingleEG15,9000||2000,L1_SingleEG10||L1_SingleEG15, 8000||1000,3,6,5934,15,20,1.12,+/-,0.01,0.23,+/-,0.05,0.88512,79.03%,+/-,1.63%,16.8523992381
HLT_HT575,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,181,139,5907,15,13,1.11,+/-,0.01,0.01,+/-,0.00,1.10341,99.41%,+/-,1.30%,603.677836787
HLT_L1_TripleJet_VBF,"HIG ,Hbb","OnlineMonitor,JetHT",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120,0||1||1||0||1||1||1||1||1||1||1||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT280||L1_HTT300||L1_HTT320||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120, 1||1||1||1||1||1||1||1||1||1||1||1,9950,7650,5831,15,18,1.10,+/-,0.01,0.00,+/-,0.00,1.09983,99.98%,+/-,1.31%,28143.4737312
HLT_TkMu27,"SMP","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25, 1||1,260,200,5789,15,11,1.09,+/-,0.01,0.00,+/-,0.00,1.08612,99.64%,+/-,1.31%,929.476742871
HLT_PFHT550_4JetPt50,"EXO","OnlineMonitor,JetHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,78,60,5720,15,17,1.08,+/-,0.01,0.02,+/-,0.00,1.06003,98.15%,+/-,1.32%,218.913344231
HLT_Mu24_eta2p1,"SMP,EXO","OnlineMonitor,SingleMuon",L1_SingleMu20er||L1_SingleMu22,1||1,L1_SingleMu20er||L1_SingleMu22, 1||1,390,300,5674,15,16,1.07,+/-,0.01,0.00,+/-,0.00,1.06624,99.65%,+/-,1.33%,1134.86
HLT_DiPFJetAve260,"JME","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200, 1||1||1,113,87,5642,15,14,1.06,+/-,0.01,0.01,+/-,0.00,1.04866,98.93%,+/-,1.33%,346.031436483
HLT_LooseIsoPFTau50_Trk30_eta2p1,"HIG,TAU,EXO","OnlineMonitor,Tau",L1_QuadJetC36_Tau52,54,L1_QuadJetC36_Tau52, 50,2,2,5656,15,13,1.06,+/-,0.01,0.46,+/-,0.13,0.60198,56.79%,+/-,5.35%,4.73874053016
HLT_Dimuon6_Jpsi_NoVertexing,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu0,350,L1_DoubleMu0, 300,1,1,5599,14,21,1.05,+/-,0.01,1.48,+/-,0.32,0.42977,29.04%,+/-,15.51%,1.33091703082
HLT_Mu42NoFiltersNoVtx_Photon42_CaloIdL,"EXO","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_MU20_EG15,1||1,L1_Mu5_EG20||L1_MU20_EG15, 1||1,1,1,5574,14,10,1.05,+/-,0.01,0.70,+/-,0.22,0.34535,32.89%,+/-,14.30%,1.54982341505
HLT_AK8PFJet200,"SMP","OnlineMonitor,JetHT",L1_SingleJet120,150,L1_SingleJet120, 100,7,19,5569,14,13,1.05,+/-,0.01,0.05,+/-,0.01,1.00179,95.41%,+/-,1.34%,74.917383405
HLT_Ele15_IsoVVVL_PFHT600,"SUS","OnlineMonitor,SingleElectron",L1_SingleEG5,60000,L1_SingleEG5, 50000,1,1,5592,14,10,1.05,+/-,0.01,0.70,+/-,0.22,0.34535,32.89%,+/-,14.30%,1.54982341505
HLT_IsoMu21_eta2p1_MediumIsoPFTau32_Trk1_eta2p1_Reg,"null","OnlineMonitor,SingleMuon",L1_Mu18er_IsoTau26er||L1_Mu20er_IsoTau26er,0||1,L1_Mu18er_IsoTau26er||L1_Mu20er_IsoTau26er, 1||1,1,1,5540,14,14,1.04,+/-,0.01,0.99,+/-,0.26,0.05349,5.14%,+/-,24.09%,0.202866768777
HLT_DiCentralPFJet170,"EXO.","OnlineMonitor,JetHT",L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,1||1||1||1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200, 1||1||1||1,452,348,5533,14,9,1.04,+/-,0.01,0.00,+/-,0.00,1.03818,99.82%,+/-,1.34%,1709.05072149
HLT_PFHT650,"EXO","OnlineMonitor,JetHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,105,85,5487,14,15,1.03,+/-,0.01,0.01,+/-,0.00,1.01756,98.79%,+/-,1.35%,316.928094939
HLT_Photon50_R9Id90_HE10_IsoM,"SMP,SUS","OnlineMonitor,SinglePhoton",L1_SingleEG34||L1_SingleEG40,1||1,L1_SingleEG34||L1_SingleEG40, 1||1,170,130,5415,14,17,1.02,+/-,0.01,0.01,+/-,0.00,1.01079,99.10%,+/-,1.36%,452.275555655
HLT_PFHT450_SixJet40,"HIG","OnlineMonitor,JetHT",L1_HTT280||L1_HTT300,0||1,L1_HTT280||L1_HTT300, 1||1,22,18,5429,14,20,1.02,+/-,0.01,0.08,+/-,0.02,0.94171,92.32%,+/-,1.36%,53.7895405548
HLT_DoubleJetsC100_SingleBTagCSV_p014,"Higgs,Analysis","OnlineMonitor,BTagCSV",L1_DoubleJetC100,1,L1_DoubleJetC100, 1,500,380,5401,14,15,1.02,+/-,0.01,0.00,+/-,0.00,1.01722,99.73%,+/-,1.36%,1416.37256712
HLT_Photon135_PFMET100,"EXO","OnlineMonitor,SinglePhoton",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||1||1||1||1||1||1||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er, 1||1||1||1||1||1||1||1||1||1||1,1,1,5308,14,20,1.00,+/-,0.01,1.41,+/-,0.32,0.40930,29.04%,+/-,15.90%,1.29884202744
HLT_AK8DiPFJet280_200_TrimMass30,"B2G PAG","OnlineMonitor,JetHT",L1_SingleJet180||L1_SingleJet200,1||1,L1_SingleJet180||L1_SingleJet200, 1||1,45,35,5305,14,11,1.00,+/-,0.01,0.02,+/-,0.01,0.97785,97.79%,+/-,1.37%,146.443778275
HLT_TkMu24_eta2p1,"SMP","OnlineMonitor,SingleMuon",L1_SingleMu20er||L1_SingleMu22,1||1,L1_SingleMu20er||L1_SingleMu22, 1||1,390,300,5332,14,15,1.00,+/-,0.01,0.00,+/-,0.00,0.99648,99.65%,+/-,1.37%,1095.38827863
