Path,L1Path,L1Prescale(2e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(2e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_DoubleIsoMu17_eta2p1,L1_DoubleMu_12_5,1,L1_DoubleMu_12_5, 1,1,1,0.90,+/-,0.01,0.98,+/-,0.10,0.98,+/-,0.10,8.21%,+/-,9.39%
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p52,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,0.90,+/-,0.01,0.72,+/-,0.09,0.72,+/-,0.09,20.20%,+/-,7.64%
HLT_RsqMR270_Rsq0p09_MR200,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT175 OR L1_SingleJet200 OR L1_DoubleJetC100 OR L1_QuadJetC60, 1|1|1|1|1|1,1,1,0.88,+/-,0.01,0.86,+/-,0.09,0.86,+/-,0.09,2.50%,+/-,10.40%
HLT_DoubleJetsC100_DoubleBTagCSV0p85_DoublePFJetsC160,L1_DoubleJetC100,1,L1_DoubleJetC100, 1,1,1,0.86,+/-,0.01,0.72,+/-,0.09,0.72,+/-,0.09,16.48%,+/-,8.37%
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,0.86,+/-,0.01,0.83,+/-,0.09,0.83,+/-,0.09,2.98%,+/-,10.48%
HLT_Dimuon6_Jpsi_NoVertexing,L1_DoubleMu0,60,L1_DoubleMu0, 60,1,1,0.83,+/-,0.01,0.74,+/-,0.09,0.74,+/-,0.09,11.11%,+/-,9.34%
HLT_DoubleMu33NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.83,+/-,0.01,0.80,+/-,0.09,0.80,+/-,0.09,3.45%,+/-,10.58%
HLT_Mu25_TkMu0_dEta18_Onia,L1_SingleMu16 OR L1_SingleMu20 OR L1_SingleMu20er,1 | 1 | 1,L1_SingleMu16 OR L1_SingleMu20er OR L1_SingleMu25, 1|1|1,1,1,0.82,+/-,0.01,0.92,+/-,0.10,0.92,+/-,0.10,10.67%,+/-,9.44%
HLT_Mu38NoFiltersNoVtx_DisplacedJet60_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.82,+/-,0.01,0.80,+/-,0.09,0.80,+/-,0.09,2.91%,+/-,10.70%
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,0.80,+/-,0.01,0.74,+/-,0.09,0.74,+/-,0.09,7.69%,+/-,10.07%
HLT_Ele27_WPLoose_Gsf_WHbbBoost,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 4,L1_SingleIsoEG20er OR L1_SingleEG20 OR L1_SingleEG25, 4|1|1,1,1,0.80,+/-,0.01,0.71,+/-,0.09,0.71,+/-,0.09,11.30%,+/-,9.50%
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG20,1,L1_SingleEG20, 1,36,36,0.78,+/-,0.01,28.22,+/-,0.54,0.78,+/-,0.01,0.65%,+/-,2.04%
HLT_Photon22_R9Id90_HE10_IsoM,L1_SingleEG20,1,L1_SingleEG20, 1,800,800,0.78,+/-,0.01,624.22,+/-,2.53,0.78,+/-,0.00,0.20%,+/-,0.85%
HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV0p54PF,,,L1_Jet32_MuOpen_EG10_MuEGNotWdPhi3_JetMuWdPhi1, 20,1,1,0.77,+/-,0.01,0.89,+/-,0.10,0.89,+/-,0.10,13.13%,+/-,9.34%
HLT_BTagMu_Jet300_Mu5,L1_SingleJet200,1,L1_SingleJet200, 1,1,1,0.76,+/-,0.01,0.72,+/-,0.09,0.72,+/-,0.09,5.56%,+/-,10.69%
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq500,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,0.74,+/-,0.01,0.62,+/-,0.08,0.62,+/-,0.08,17.27%,+/-,8.87%
HLT_HT250_DisplacedDijet40_DisplacedTrack,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1|1|1,1,1,0.73,+/-,0.01,0.67,+/-,0.08,0.67,+/-,0.08,8.62%,+/-,10.39%
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,0.72,+/-,0.01,0.60,+/-,0.08,0.60,+/-,0.08,15.64%,+/-,9.30%
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.71,+/-,0.01,0.77,+/-,0.09,0.77,+/-,0.09,8.24%,+/-,10.62%
HLT_HT500_DisplacedDijet40_Inclusive,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1,1,0.70,+/-,0.01,0.74,+/-,0.09,0.74,+/-,0.09,4.57%,+/-,11.27%
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight_BTagCSV0p72,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,0.70,+/-,0.01,0.85,+/-,0.09,0.85,+/-,0.09,17.45%,+/-,9.09%
HLT_DiPFJetAve260,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,24,24,0.70,+/-,0.01,15.61,+/-,0.40,0.65,+/-,0.02,6.53%,+/-,2.38%
HLT_DoubleJetsC112_DoubleBTagCSV0p85_DoublePFJetsC172,L1_DoubleJetC112,1,L1_DoubleJetC112, 1,1,1,0.67,+/-,0.01,0.58,+/-,0.08,0.58,+/-,0.08,12.39%,+/-,10.20%
HLT_Ele15_IsoVVVL_PFHT350_PFMET50,L1_SingleEG5,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.66,+/-,0.01,0.58,+/-,0.08,0.58,+/-,0.08,11.89%,+/-,10.32%
HLT_Mu27,L1_SingleMu25,1,L1_SingleMu25, 1,70,70,0.66,+/-,0.01,44.45,+/-,0.68,0.64,+/-,0.01,3.31%,+/-,1.64%
HLT_DoubleEle24_22_eta2p1_WPLoose_Gsf,L1_DoubleEG_22_10,1,L1_DoubleEG_22_10, 1,1,1,0.66,+/-,0.01,0.63,+/-,0.08,0.63,+/-,0.08,4.65%,+/-,11.67%
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300,L1_Mu8_HTT50 OR L1_HTT100,1 | 1,L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.65,+/-,0.01,0.64,+/-,0.08,0.64,+/-,0.08,2.45%,+/-,12.11%
HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.65,+/-,0.01,0.62,+/-,0.08,0.62,+/-,0.08,5.35%,+/-,11.59%
HLT_Mu24_eta2p1,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,L1_SingleMu20er, 1,100,100,0.64,+/-,0.01,62.42,+/-,0.80,0.62,+/-,0.01,2.20%,+/-,1.48%
HLT_TkMu27,L1_SingleMu25,1,L1_SingleMu25, 1,70,70,0.64,+/-,0.01,42.93,+/-,0.66,0.61,+/-,0.01,3.85%,+/-,1.65%
HLT_Mu15_IsoVVVL_BTagCSV0p72_PFHT400,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.63,+/-,0.01,0.69,+/-,0.08,0.69,+/-,0.08,8.82%,+/-,11.17%
HLT_DiPFJetAve500,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,1,1,0.62,+/-,0.01,0.69,+/-,0.08,0.69,+/-,0.08,9.96%,+/-,11.03%
HLT_Ele15_IsoVVVL_PFHT600,L1_SingleEG5,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.61,+/-,0.01,0.44,+/-,0.07,0.44,+/-,0.07,27.56%,+/-,8.05%
HLT_TkMu24_eta2p1,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,L1_SingleMu20er, 1,100,100,0.61,+/-,0.01,59.16,+/-,0.78,0.59,+/-,0.01,2.54%,+/-,1.51%
HLT_Photon22,L1_SingleEG20,1,L1_SingleEG20, 1,5000,5000,0.60,+/-,0.01,2985.36,+/-,5.53,0.60,+/-,0.00,1.00%,+/-,0.87%
HLT_Activity_Ecal_SC7,L1_ZeroBias,631,L1_ZeroBias, 5000,800,800,0.60,+/-,0.01,471.91,+/-,2.20,0.59,+/-,0.00,1.03%,+/-,0.97%
HLT_Mu7p5_Track7_Jpsi,L1_SingleMu7 OR L1_SingleMu5,50 | 40,L1_SingleMu5 OR L1_SingleMu7, 40|50,1,1,0.58,+/-,0.01,0.45,+/-,0.07,0.45,+/-,0.07,22.78%,+/-,9.03%
HLT_JetE70_NoBPTX3BX_NoHalo,L1_SingleJetC32_NotBptxOR,1,L1_SingleJetC32_NotBptxOR, 1,1,1,0.58,+/-,0.01,0.64,+/-,0.08,0.64,+/-,0.08,8.10%,+/-,11.70%
HLT_Mu20_Mu10,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,7,7,0.58,+/-,0.01,3.80,+/-,0.20,0.54,+/-,0.03,6.80%,+/-,4.59%
HLT_PFJet40,L1_ZeroBias,631,L1_ZeroBias, 5000,300,300,0.58,+/-,0.01,161.91,+/-,1.29,0.54,+/-,0.00,6.21%,+/-,1.12%
HLT_Photon120,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,15,15,0.57,+/-,0.01,8.21,+/-,0.29,0.55,+/-,0.02,3.53%,+/-,3.40%
HLT_VBF_DisplacedJet40_DisplacedTrack_2TrackIP2DSig5,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.56,+/-,0.00,0.52,+/-,0.07,0.52,+/-,0.07,5.90%,+/-,12.43%
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.55,+/-,0.00,0.50,+/-,0.07,0.50,+/-,0.07,9.20%,+/-,11.81%
HLT_DoubleMu4_PsiPrimeTrk_Displaced,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 60,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18, 1|1|1,1,1,0.55,+/-,0.00,0.54,+/-,0.07,0.54,+/-,0.07,1.22%,+/-,13.43%
HLT_DiPFJetAve60_HFJEC,L1_SingleJet36,3000,L1_SingleJet36, 3000,1,1,0.53,+/-,0.00,0.65,+/-,0.08,0.65,+/-,0.08,18.66%,+/-,10.27%
HLT_Photon50,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,360,360,0.52,+/-,0.00,189.48,+/-,1.39,0.53,+/-,0.00,0.51%,+/-,1.17%
HLT_Mu20_Mu10_SameSign_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.52,+/-,0.00,0.39,+/-,0.06,0.39,+/-,0.06,25.28%,+/-,9.10%
HLT_Photon36_R9Id90_HE10_IsoM,L1_SingleEG25,1,L1_SingleEG25, 1,200,200,0.52,+/-,0.00,102.85,+/-,1.03,0.51,+/-,0.01,0.57%,+/-,1.35%
HLT_Mu17_Mu8,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,14,14,0.51,+/-,0.00,6.70,+/-,0.26,0.48,+/-,0.02,6.08%,+/-,3.57%
HLT_Mu40_eta2p1_PFJet200_PFJet50,L1_SingleMu16 OR L1_SingleMu16er OR L1_SingleMu20 OR L1_SingleMu20er,1 | 1 | 1 | 1,L1_SingleMu16er OR L1_SingleMu20er, 1|1,1,1,0.51,+/-,0.00,0.49,+/-,0.07,0.49,+/-,0.07,3.43%,+/-,13.49%
HLT_Mu20_Mu10_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,7,7,0.51,+/-,0.00,3.39,+/-,0.19,0.48,+/-,0.03,4.09%,+/-,5.14%
HLT_DoubleMu38NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.50,+/-,0.00,0.51,+/-,0.07,0.51,+/-,0.07,1.82%,+/-,13.92%
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,0.50,+/-,0.00,0.39,+/-,0.06,0.39,+/-,0.06,22.39%,+/-,9.82%
HLT_PFHT200,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,3060,3060,0.50,+/-,0.00,1497.28,+/-,3.92,0.49,+/-,0.00,2.03%,+/-,0.97%
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau35_Trk1_eta2p1_Reg,L1_SingleIsoEG22er,1,L1_SingleIsoEG22er OR L1_SingleEG25, 1|1,1,1,0.49,+/-,0.00,0.45,+/-,0.07,0.45,+/-,0.07,8.69%,+/-,12.61%
HLT_Mu7p5_L2Mu2_Jpsi,L1_DoubleMu0,60,L1_DoubleMu0, 60,1,1,0.49,+/-,0.00,0.53,+/-,0.07,0.53,+/-,0.07,7.51%,+/-,12.86%
HLT_HT200,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,2800,2800,0.49,+/-,0.00,1346.19,+/-,3.71,0.48,+/-,0.00,2.07%,+/-,0.98%
HLT_Photon30_R9Id90_HE10_IsoM,L1_SingleEG25,1,L1_SingleEG25, 1,400,400,0.49,+/-,0.00,195.75,+/-,1.42,0.49,+/-,0.00,0.14%,+/-,1.19%
HLT_Photon36,L1_SingleEG25,1,L1_SingleEG25, 1,1250,1250,0.47,+/-,0.00,585.90,+/-,2.45,0.47,+/-,0.00,0.89%,+/-,1.05%
HLT_DiPFJetAve100_HFJEC,L1_SingleJet68,300,L1_SingleJet68, 300,1,1,0.47,+/-,0.00,0.45,+/-,0.07,0.45,+/-,0.07,4.35%,+/-,13.83%
HLT_Mu7p5_Track2_Upsilon,L1_SingleMu7 OR L1_SingleMu5,50 | 40,L1_SingleMu5 OR L1_SingleMu7, 40|50,1,1,0.47,+/-,0.00,0.44,+/-,0.07,0.44,+/-,0.07,6.42%,+/-,13.39%
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg,L1_SingleIsoEG22er,1,L1_SingleIsoEG22er OR L1_SingleEG25, 1|1,1,1,0.47,+/-,0.00,0.43,+/-,0.07,0.43,+/-,0.07,8.31%,+/-,13.01%
HLT_RsqMR240_Rsq0p09_MR200_4jet,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60, 1|1|1|1|1|1|1|1|1|1|1|1,1,1,0.47,+/-,0.00,0.47,+/-,0.07,0.47,+/-,0.07,0.57%,+/-,14.69%
HLT_VBF_DisplacedJet40_DisplacedTrack,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.46,+/-,0.00,0.40,+/-,0.06,0.40,+/-,0.06,13.46%,+/-,12.03%
HLT_HT550_DisplacedDijet40_Inclusive,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1,1,0.45,+/-,0.00,0.45,+/-,0.07,0.45,+/-,0.07,0.13%,+/-,15.09%
HLT_Photon300_NoHE,L1_SingleEG40 OR L1_SingleJet200,1 | 1,L1_SingleEG40 OR L1_SingleJet200, 1|1,1,1,0.44,+/-,0.00,0.38,+/-,0.06,0.38,+/-,0.06,14.40%,+/-,12.09%
HLT_Ele33_CaloIdM_TrackIdM_PFJet30,L1_SingleEG30,1,L1_SingleEG30, 1,230,230,0.44,+/-,0.00,104.07,+/-,1.03,0.45,+/-,0.00,2.45%,+/-,1.37%
HLT_Mu30_Ele30_CaloIdL_GsfTrkIdVL,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.44,+/-,0.00,0.39,+/-,0.06,0.39,+/-,0.06,11.65%,+/-,12.70%
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,L1_Mu20_EG10,1,L1_Mu20_EG10, 1,1,1,0.44,+/-,0.00,0.56,+/-,0.08,0.56,+/-,0.08,21.90%,+/-,10.56%
HLT_HT325,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,570,570,0.44,+/-,0.00,243.23,+/-,1.58,0.43,+/-,0.00,2.59%,+/-,1.18%
HLT_PFHT400_SixJet30,L1_HTT175,1,L1_HTT175, 1,22,22,0.43,+/-,0.00,9.32,+/-,0.31,0.42,+/-,0.01,0.81%,+/-,3.42%
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.43,+/-,0.00,0.37,+/-,0.06,0.37,+/-,0.06,13.29%,+/-,12.57%
HLT_HT275,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1100,1100,0.42,+/-,0.00,452.45,+/-,2.15,0.41,+/-,0.00,2.80%,+/-,1.12%
HLT_Photon30,L1_SingleEG25,1,L1_SingleEG25, 1,2500,2500,0.42,+/-,0.00,1055.72,+/-,3.29,0.42,+/-,0.00,0.06%,+/-,1.07%
HLT_HT425,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,210,210,0.42,+/-,0.00,84.57,+/-,0.93,0.40,+/-,0.00,4.52%,+/-,1.43%
HLT_Mu17_TkMu8_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,15,15,0.42,+/-,0.00,5.88,+/-,0.25,0.39,+/-,0.02,5.78%,+/-,3.85%
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30,L1_SingleEG20,1,L1_SingleEG20, 1,650,650,0.41,+/-,0.00,264.63,+/-,1.65,0.41,+/-,0.00,0.45%,+/-,1.21%
HLT_Mu17_Mu8_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,15,15,0.40,+/-,0.00,5.87,+/-,0.25,0.39,+/-,0.02,3.29%,+/-,4.04%
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300,L1_DoubleEG6_HTT150 OR L1_HTT100,1 | 1,L1_DoubleEG6_HTT150 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.40,+/-,0.00,0.35,+/-,0.06,0.35,+/-,0.06,13.87%,+/-,12.77%
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,7,7,0.40,+/-,0.00,2.67,+/-,0.17,0.38,+/-,0.02,5.42%,+/-,5.65%
HLT_Mu15_IsoVVVL_PFHT350_PFMET50,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.39,+/-,0.00,0.35,+/-,0.06,0.35,+/-,0.06,11.71%,+/-,13.41%
HLT_DoubleMu8_Mass8_PFHT300,L1_Mu8_HTT50 OR L1_HTT100,1 | 1,L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.39,+/-,0.00,0.35,+/-,0.06,0.35,+/-,0.06,10.80%,+/-,13.69%
HLT_IsoMu18_TriCentralPFJet50_40_30,L1_SingleMu16,1,L1_SingleMu16, 1,1,1,0.39,+/-,0.00,0.53,+/-,0.07,0.53,+/-,0.07,26.73%,+/-,10.19%
HLT_QuadPFJet_VBF,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,350,350,0.38,+/-,0.00,131.64,+/-,1.16,0.38,+/-,0.00,1.86%,+/-,1.37%
HLT_Mu7p5_L2Mu2_Upsilon,L1_DoubleMu0,60,L1_DoubleMu0, 60,1,1,0.38,+/-,0.00,0.37,+/-,0.06,0.37,+/-,0.06,1.95%,+/-,16.06%
HLT_VBF_DisplacedJet40_TightID_DisplacedTrack,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.37,+/-,0.00,0.32,+/-,0.06,0.32,+/-,0.06,14.41%,+/-,13.20%
HLT_DiPFJetAve140,L1_SingleJet92,800,L1_SingleJet92, 800,1,1,0.36,+/-,0.00,0.42,+/-,0.07,0.42,+/-,0.07,13.88%,+/-,13.48%
HLT_PFHT300,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1020,1020,0.35,+/-,0.00,349.78,+/-,1.89,0.34,+/-,0.00,3.07%,+/-,1.23%
HLT_HT575,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,70,70,0.35,+/-,0.00,22.84,+/-,0.48,0.33,+/-,0.01,7.00%,+/-,2.15%
HLT_PFHT250,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,2040,2040,0.35,+/-,0.00,691.27,+/-,2.66,0.34,+/-,0.00,2.27%,+/-,1.19%
HLT_Mu23NoFiltersNoVtx_Photon23_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,5,5,0.34,+/-,0.00,1.72,+/-,0.13,0.34,+/-,0.03,0.41%,+/-,7.77%
HLT_IsoMu22_TriCentralPFJet50_40_30,L1_SingleMu20,1,L1_SingleMu20, 1,1,1,0.34,+/-,0.00,0.45,+/-,0.07,0.45,+/-,0.07,24.22%,+/-,11.46%
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.34,+/-,0.00,0.39,+/-,0.06,0.39,+/-,0.06,13.51%,+/-,14.07%
HLT_TripleMu_12_10_5,L1_TripleMu_5_5_3,1,L1_TripleMu_5_5_3, 1,1,1,0.33,+/-,0.00,0.37,+/-,0.06,0.37,+/-,0.06,9.61%,+/-,15.10%
HLT_Photon165_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40 OR L1_SingleJet200, -1||1|1,1,1,0.33,+/-,0.00,0.37,+/-,0.06,0.37,+/-,0.06,11.10%,+/-,14.85%
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.32,+/-,0.00,0.31,+/-,0.06,0.31,+/-,0.06,4.37%,+/-,16.74%
HLT_Mu28NoFiltersNoVtxDisplaced_Photon28_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,0.32,+/-,0.00,0.33,+/-,0.06,0.33,+/-,0.06,3.23%,+/-,17.15%
HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5_Mass10,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.31,+/-,0.00,0.27,+/-,0.05,0.27,+/-,0.05,15.30%,+/-,14.12%
HLT_DiPFJetAve80,L1_SingleJet52,1500,L1_SingleJet52, 1500,7,7,0.29,+/-,0.00,2.33,+/-,0.15,0.33,+/-,0.02,12.65%,+/-,5.90%
HLT_Rsq0p25,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60, 1|1|1|1|1|1|1|1|1|1|1|1,1,1,0.28,+/-,0.00,0.28,+/-,0.05,0.28,+/-,0.05,2.20%,+/-,18.45%
