Prescale,Path,Dataset,Group,,Total,,,HLTPhysics0,,,HLTPhysics1,
2392,HLT_HT325_v3,"OnlineMonitor,DisplacedJet",EXO,0.86,+/-,0.01,0.90,+/-,0.01,0.82,+/-,0.01
9950,HLT_L1_TripleJet_VBF_v5,"OnlineMonitor,JetHT","HIG,Hbb",0.86,+/-,0.00,0.90,+/-,0.00,0.82,+/-,0.00
27,HLT_PFMET170_BeamHaloCleaned_v4,"OnlineMonitor,MET",JME,0.85,+/-,0.05,0.90,+/-,0.07,0.81,+/-,0.07
4,HLT_AK8PFJet140_v2,"OnlineMonitor,JetHT",SMP,0.85,+/-,0.13,0.95,+/-,0.19,0.75,+/-,0.17
30,HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40_v7,"OnlineMonitor,SinglePhoton",HIG,0.84,+/-,0.05,0.87,+/-,0.07,0.81,+/-,0.07
20,HLT_DoubleJetsC100_SingleBTagCSV_p026_SinglePFJetC350_v3,"OnlineMonitor,BTagCSV","HIG,Analysis",0.83,+/-,0.06,0.83,+/-,0.08,0.83,+/-,0.08
7,HLT_AK8PFJet200_v2,"OnlineMonitor,JetHT",SMP,0.83,+/-,0.10,0.81,+/-,0.14,0.86,+/-,0.14
2,HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_VBF_v6,"OnlineMonitor,SinglePhoton",HIG,0.83,+/-,0.18,0.79,+/-,0.25,0.87,+/-,0.26
26,HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15_v7,"OnlineMonitor,DoubleEG",EXO long,0.82,+/-,0.05,0.86,+/-,0.07,0.78,+/-,0.07
226,HLT_PFHT200_PFAlphaT0p51_v5,"OnlineMonitor,HTMHT",null,0.80,+/-,0.02,0.82,+/-,0.02,0.78,+/-,0.02
1,HLT_Dimuon6_Jpsi_NoVertexing_v3,"OnlineMonitor,Charmonium",BPH,0.79,+/-,0.25,0.95,+/-,0.39,0.63,+/-,0.32
1,HLT_QuadMuon0_Dimuon0_Jpsi_v3,"OnlineMonitor,Charmonium",BPH,0.79,+/-,0.25,0.95,+/-,0.39,0.63,+/-,0.32
1,HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF_v6,"OnlineMonitor,SinglePhoton",HIG,0.79,+/-,0.25,0.95,+/-,0.39,0.63,+/-,0.32
136,HLT_Mu8_TrkIsoVVL_v4,"OnlineMonitor,DoubleMuon","SUS,MUO",0.77,+/-,0.02,0.79,+/-,0.03,0.75,+/-,0.03
34,HLT_Mu20_Mu10_v3,"OnlineMonitor,DoubleMuon",HIG,0.74,+/-,0.04,0.76,+/-,0.06,0.73,+/-,0.06
3250,HLT_L2Mu10_v2,"OnlineMonitor,SingleMuon",MUO,0.74,+/-,0.00,0.78,+/-,0.01,0.70,+/-,0.01
85,HLT_L1SingleMu18_v1,"OnlineMonitor,SingleMuon",MUO,0.73,+/-,0.03,0.72,+/-,0.04,0.73,+/-,0.04
113,HLT_SingleCentralPFJet170_CFMax0p1_v3,"OnlineMonitor,JetHT",EXO,0.72,+/-,0.02,0.74,+/-,0.03,0.69,+/-,0.03
1,HLT_PFHT250_v4,"OnlineMonitor,JetHT",SUS,0.71,+/-,0.24,1.10,+/-,0.42,0.32,+/-,0.22
1,HLT_Mu7p5_L2Mu2_Jpsi_v3,"OnlineMonitor,Charmonium",BPH,0.71,+/-,0.24,0.95,+/-,0.39,0.47,+/-,0.27
1,HLT_HcalNZS_v3,"OnlineMonitor,HcalNZS",null,0.71,+/-,0.24,0.47,+/-,0.27,0.95,+/-,0.39
4368,HLT_HT275_v3,"OnlineMonitor,DisplacedJet",EXO,0.71,+/-,0.00,0.74,+/-,0.01,0.67,+/-,0.00
68,HLT_Mu17_Mu8_v3,"OnlineMonitor,DoubleMuon",MUO,0.68,+/-,0.03,0.72,+/-,0.04,0.64,+/-,0.04
1,HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing_v3,"OnlineMonitor,Charmonium",BPH,0.63,+/-,0.22,0.32,+/-,0.22,0.95,+/-,0.39
1,HLT_Rsq0p30_v4,"OnlineMonitor,HTMHT",SUS,0.63,+/-,0.22,0.32,+/-,0.22,0.95,+/-,0.39
1,HLT_DoubleMu28NoFiltersNoVtxDisplaced_v3,"OnlineMonitor,DoubleMuon",EXO,0.63,+/-,0.22,0.63,+/-,0.32,0.63,+/-,0.32
1,HLT_JetE50_NoBPTX3BX_v2,"OnlineMonitor,NoBPTX",EXO,0.63,+/-,0.22,0.63,+/-,0.32,0.63,+/-,0.32
1,HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140_v3,"OnlineMonitor,HTMHT",HIG,0.63,+/-,0.22,0.32,+/-,0.22,0.95,+/-,0.39
1,HLT_VBF_DisplacedJet40_VTightID_DisplacedTrack_v3,"OnlineMonitor,DisplacedJet",EXO,0.63,+/-,0.22,0.95,+/-,0.39,0.32,+/-,0.22
17,HLT_Photon36_v6,"OnlineMonitor,SinglePhoton",SMP,0.62,+/-,0.05,0.68,+/-,0.08,0.56,+/-,0.07
25,HLT_HT250_DisplacedDijet40_DisplacedTrack_v4,"OnlineMonitor,DisplacedJet",EXO,0.61,+/-,0.04,0.60,+/-,0.06,0.62,+/-,0.06
29,HLT_DiPFJetAve80_v5,"OnlineMonitor,JetHT",JME,0.60,+/-,0.04,0.66,+/-,0.06,0.55,+/-,0.05
52,HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight_v5,"OnlineMonitor,MET","HIG,Hbb",0.58,+/-,0.03,0.57,+/-,0.04,0.59,+/-,0.04
34,HLT_Photon30_v6,"OnlineMonitor,SinglePhoton",SMP,0.57,+/-,0.04,0.63,+/-,0.05,0.50,+/-,0.05
34,HLT_Mu20_Mu10_DZ_v3,"OnlineMonitor,DoubleMuon",HIG,0.57,+/-,0.04,0.59,+/-,0.05,0.55,+/-,0.05
271,HLT_Mu8_v4,"OnlineMonitor,DoubleMuon",SUS,0.56,+/-,0.01,0.57,+/-,0.02,0.54,+/-,0.02
2,HLT_DiPFJetAve140_v5,"OnlineMonitor,JetHT",JME,0.55,+/-,0.15,0.71,+/-,0.24,0.39,+/-,0.18
1,HLT_DiPFJetAve100_HFJEC_v6,"OnlineMonitor,JetHT","FSQ,JME",0.55,+/-,0.21,0.63,+/-,0.32,0.47,+/-,0.27
1,HLT_QuadMuon0_Dimuon0_Upsilon_v3,"OnlineMonitor,MuOnia",BPH,0.55,+/-,0.21,0.79,+/-,0.35,0.32,+/-,0.22
1,HLT_ECALHT800_v4,"OnlineMonitor,DoubleEG",,0.55,+/-,0.21,0.16,+/-,0.16,0.95,+/-,0.39
42,HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_VBF_v7,"OnlineMonitor,SinglePhoton",HIG,0.55,+/-,0.03,0.57,+/-,0.05,0.52,+/-,0.04
260,HLT_Photon90_v6,"OnlineMonitor,SinglePhoton",SMP,0.54,+/-,0.01,0.57,+/-,0.02,0.51,+/-,0.02
11,HLT_Photon22_v5,"OnlineMonitor,SinglePhoton",SMP,0.54,+/-,0.06,0.47,+/-,0.08,0.60,+/-,0.09
520,HLT_Photon75_v6,"OnlineMonitor,SinglePhoton",SMP,0.53,+/-,0.01,0.55,+/-,0.01,0.51,+/-,0.01
7,HLT_PFJet200_v6,"OnlineMonitor,JetHT","SMP,BTV",0.53,+/-,0.08,0.52,+/-,0.11,0.54,+/-,0.11
68,HLT_Mu17_TkMu8_DZ_v3,"OnlineMonitor,DoubleMuon",MUO,0.52,+/-,0.02,0.55,+/-,0.04,0.50,+/-,0.03
68,HLT_Mu17_Mu8_DZ_v4,"OnlineMonitor,DoubleMuon",MUO,0.49,+/-,0.02,0.51,+/-,0.03,0.47,+/-,0.03
5,HLT_DiPFJetAve200_v5,"OnlineMonitor,JetHT",JME,0.49,+/-,0.09,0.50,+/-,0.13,0.47,+/-,0.12
1,HLT_Mu8_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT300_PFMETNoMu60_v2,"OnlineMonitor,SingleMuon",null,0.47,+/-,0.19,0.47,+/-,0.27,0.47,+/-,0.27
1,HLT_VBF_DisplacedJet40_VVTightID_DisplacedTrack_v3,"OnlineMonitor,DisplacedJet",EXO,0.47,+/-,0.19,0.79,+/-,0.35,0.16,+/-,0.16
2600,HLT_Photon50_v6,"OnlineMonitor,SinglePhoton",SMP,0.47,+/-,0.00,0.49,+/-,0.01,0.44,+/-,0.01
8736,HLT_HT200_v3,"OnlineMonitor,DisplacedJet",EXO,0.43,+/-,0.00,0.45,+/-,0.00,0.41,+/-,0.00
14,HLT_Mu15_IsoVVVL_BTagCSV_p067_PFHT400_v4,"OnlineMonitor,SingleMuon",SUS,0.41,+/-,0.05,0.43,+/-,0.07,0.38,+/-,0.07
2600,HLT_QuadPFJet_VBF_v6,"OnlineMonitor,HLTMonitor,JetHT","HIG,Hbb",0.39,+/-,0.00,0.41,+/-,0.01,0.38,+/-,0.00
1,HLT_Mu300_v2,"OnlineMonitor,ExpressPhysics,SingleMuon",EXO,0.39,+/-,0.18,0.47,+/-,0.27,0.32,+/-,0.22
1,HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu80_v3,"OnlineMonitor,HTMHT",HIG,0.39,+/-,0.18,0.32,+/-,0.22,0.47,+/-,0.27
1,HLT_HT750_DisplacedDijet80_Inclusive_v4,"OnlineMonitor,DisplacedJet",EXO,0.39,+/-,0.18,0.47,+/-,0.27,0.32,+/-,0.22
130,HLT_Photon120_v6,"OnlineMonitor,SinglePhoton",SMP,0.39,+/-,0.02,0.41,+/-,0.02,0.37,+/-,0.02
130,HLT_Ele24_eta2p1_WPLoose_Gsf_v6,"OnlineMonitor,SingleElectron","TAU,HIG",0.36,+/-,0.01,0.38,+/-,0.02,0.34,+/-,0.02
2,HLT_Mu7p5_Track2_Jpsi_v3,"OnlineMonitor,Charmonium",BPH,0.35,+/-,0.12,0.47,+/-,0.19,0.24,+/-,0.14
5,HLT_DiPFJetAve80_HFJEC_v6,"OnlineMonitor,JetHT","FSQ,JME",0.33,+/-,0.07,0.44,+/-,0.12,0.22,+/-,0.08
130,HLT_L2Mu10_NoVertex_NoBPTX3BX_v2,"OnlineMonitor,NoBPTX",EXO,0.33,+/-,0.01,0.37,+/-,0.02,0.29,+/-,0.02
2,HLT_Mu7p5_Track3p5_Jpsi_v3,"OnlineMonitor,Charmonium",BPH,0.32,+/-,0.11,0.39,+/-,0.18,0.24,+/-,0.14
1,HLT_JetE30_NoBPTX3BX_v3,"OnlineMonitor,NoBPTX",EXO,0.32,+/-,0.16,0.32,+/-,0.22,0.32,+/-,0.22
1,HLT_JetE70_NoBPTX3BX_v2,"OnlineMonitor,NoBPTX",EXO,0.32,+/-,0.16,0.32,+/-,0.22,0.32,+/-,0.22
1,HLT_PFMET400_v4,"OnlineMonitor,MET",PPD,0.32,+/-,0.16,0.47,+/-,0.27,0.16,+/-,0.16
1,HLT_Ele250_CaloIdVT_GsfTrkIdT_v5,"OnlineMonitor,ExpressPhysics,SingleElectron",AlCa,0.32,+/-,0.16,0.32,+/-,0.22,0.32,+/-,0.22
1,HLT_Mu350_v2,"OnlineMonitor,ExpressPhysics,SingleMuon",PPD,0.32,+/-,0.16,0.32,+/-,0.22,0.32,+/-,0.22
68,HLT_Mu27_TkMu8_v3,"OnlineMonitor,DoubleMuon",EXO,0.31,+/-,0.02,0.33,+/-,0.03,0.29,+/-,0.03
14,HLT_Ele15_IsoVVVL_BTagCSV_p067_PFHT400_v5,"OnlineMonitor,SingleElectron",SUS,0.27,+/-,0.04,0.33,+/-,0.06,0.21,+/-,0.05
68,HLT_DiPFJetAve40_v6,"OnlineMonitor,HLTMonitor,JetHT",JME,0.26,+/-,0.02,0.27,+/-,0.03,0.25,+/-,0.02
51,HLT_Mu23NoFiltersNoVtx_Photon23_CaloIdL_v5,"OnlineMonitor,MuonEG",EXO,0.26,+/-,0.02,0.26,+/-,0.03,0.26,+/-,0.03
181,HLT_Mu28NoFiltersNoVtx_DisplacedJet40_Loose_v3,"OnlineMonitor,SingleMuon",EXO,0.24,+/-,0.01,0.24,+/-,0.01,0.25,+/-,0.01
1,HLT_Photon500_v5,"OnlineMonitor,ExpressPhysics,SinglePhoton",PPD,0.24,+/-,0.14,0.32,+/-,0.22,0.16,+/-,0.16
2,HLT_Mu7p5_Track2_Upsilon_v3,"OnlineMonitor,MuOnia",BPH,0.24,+/-,0.10,0.16,+/-,0.11,0.32,+/-,0.16
1,HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_v3,"OnlineMonitor,SingleMuon",null,0.24,+/-,0.14,0.32,+/-,0.22,0.16,+/-,0.16
490,HLT_HT350_DisplacedDijet40_Inclusive_v3,"OnlineMonitor,DisplacedJet",EXO,0.21,+/-,0.01,0.22,+/-,0.01,0.19,+/-,0.01
68,HLT_DoubleMu18NoFiltersNoVtx_v3,"OnlineMonitor,DoubleMuon",EXO,0.20,+/-,0.02,0.19,+/-,0.02,0.20,+/-,0.02
780,HLT_Mu28NoFiltersNoVtx_CentralCaloJet40_v3,"OnlineMonitor,SingleMuon",EXO,0.19,+/-,0.00,0.20,+/-,0.01,0.18,+/-,0.01
125,HLT_L2Mu10_NoVertex_NoBPTX_v3,"OnlineMonitor,NoBPTX",EXO,0.18,+/-,0.01,0.20,+/-,0.02,0.17,+/-,0.01
1,HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_PFMET40_v7,"OnlineMonitor,SinglePhoton",HIG,0.16,+/-,0.11,0.00,+/-,0.00,0.32,+/-,0.22
1,HLT_MET600_v3,"OnlineMonitor,ExpressPhysics,MET","PPD,AlCa",0.16,+/-,0.11,0.16,+/-,0.16,0.16,+/-,0.16
1,HLT_DiPFJetAve160_HFJEC_v6,"OnlineMonitor,JetHT","FSQ,JME",0.16,+/-,0.11,0.32,+/-,0.22,0.00,+/-,0.00
1,HLT_HT2000_v3,"OnlineMonitor,ExpressPhysics,JetHT",PPD,0.16,+/-,0.11,0.16,+/-,0.16,0.16,+/-,0.16
1,HLT_PFMET500_v4,"OnlineMonitor,ExpressPhysics,MET","PPD,AlCa",0.16,+/-,0.11,0.16,+/-,0.16,0.16,+/-,0.16
1,HLT_PFMET600_v4,"OnlineMonitor,ExpressPhysics,MET","PPD,AlCa",0.16,+/-,0.11,0.16,+/-,0.16,0.16,+/-,0.16
1,HLT_Photon600_v5,"OnlineMonitor,ExpressPhysics,SinglePhoton",PPD,0.16,+/-,0.11,0.16,+/-,0.16,0.16,+/-,0.16
3500,HLT_GlobalRunHPDNoise_v4,"OnlineMonitor,HcalHPDNoise",null,0.14,+/-,0.00,0.15,+/-,0.00,0.13,+/-,0.00
2,HLT_Mu7p5_Track3p5_Upsilon_v3,"OnlineMonitor,MuOnia",BPH,0.12,+/-,0.07,0.16,+/-,0.11,0.08,+/-,0.08
68,HLT_L2DoubleMu23_NoVertex_v4,"OnlineMonitor,DoubleMuon",EXO,0.11,+/-,0.01,0.12,+/-,0.02,0.10,+/-,0.02
250,HLT_DoubleEle33_CaloIdL_v6,"OnlineMonitor,DoubleEG",EXO,0.11,+/-,0.01,0.12,+/-,0.01,0.10,+/-,0.01
622,HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60_v7,"OnlineMonitor,DoubleEG",EXO long,0.08,+/-,0.00,0.09,+/-,0.00,0.08,+/-,0.00
1,HLT_HT2500_v3,"OnlineMonitor,ExpressPhysics,JetHT",PPD,0.08,+/-,0.08,0.16,+/-,0.16,0.00,+/-,0.00
1,HLT_MET700_v3,"OnlineMonitor,ExpressPhysics,MET","PPD,AlCa",0.08,+/-,0.08,0.16,+/-,0.16,0.00,+/-,0.00
2,HLT_Mu7p5_Track7_Jpsi_v3,"OnlineMonitor,Charmonium",BPH,0.08,+/-,0.06,0.16,+/-,0.11,0.00,+/-,0.00
1,HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_L1JetTauSeeded_v2,"OnlineMonitor,DoubleEG",HIG,0.08,+/-,0.08,0.00,+/-,0.00,0.16,+/-,0.16
1,HLT_HcalPhiSym_v3,"OnlineMonitor,HcalNZS",null,0.08,+/-,0.08,0.00,+/-,0.00,0.16,+/-,0.16
30,HLT_HT550_DisplacedDijet80_Inclusive_v1,"OnlineMonitor,DisplacedJet",EXO,0.07,+/-,0.01,0.05,+/-,0.02,0.10,+/-,0.02
927,HLT_Mu12_Photon25_CaloIdL_L1ISO_v6,"OnlineMonitor,MuonEG","HIG,For Dalitz",0.02,+/-,0.00,0.03,+/-,0.00,0.02,+/-,0.00
1000,HLT_Diphoton30_18_Solid_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55_v6,"OnlineMonitor,DoubleEG",null,0.02,+/-,0.00,0.02,+/-,0.00,0.02,+/-,0.00
13000,HLT_Mu12_Photon25_CaloIdL_v6,"OnlineMonitor,MuonEG","HIG,For Dalitz",0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
407,HLT_MET60_IsoTrk35_Loose_v2,"OnlineMonitor,MET",EXO,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
1,HLT_HcalCalibration_v2,"TestEnablesEcalHcal,TestEnablesEcalHcalDQM",null,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Loose_v3,"OnlineMonitor,SingleMuon",EXO,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_HT500_DisplacedDijet40_Inclusive_v4,"OnlineMonitor,DisplacedJet",EXO,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Mu17_Photon22_CaloIdL_L1ISO_v4,"OnlineMonitor,MuonEG",HIG,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_FullTracks_Multiplicity100_v3,"OnlineMonitor,HighMultiplicityEOF","FSQ,HIN",0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_AK4PFJet100_v5,"OnlineMonitor,EventDisplay,HINPFJets",HIN,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_IsoMu22_v3,"OnlineMonitor,SingleMuon","SMP,Top,HIG,MUO",0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_AK4PFJet30_v5,"OnlineMonitor,HINPFJets",HIN,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_AK4CaloJet100_v3,"OnlineMonitor,HINCaloJets",HIN,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Ele25_WPTight_Gsf_v6,"OnlineMonitor,SingleElectron",EGM,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_IsoMu20_v4,"OnlineMonitor,ExpressPhysics,SingleMuon","SMP,MUO",0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT250_v5,"OnlineMonitor,DoubleEG",null,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_AK4CaloJet30_v4,"OnlineMonitor,HINCaloJets",HIN,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Ele25_eta2p1_WPLoose_Gsf_v6,"OnlineMonitor,SingleElectron",EGM,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
1,HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_VBF_v6,"OnlineMonitor,SinglePhoton",HIG,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
1,HLT_HcalIsolatedbunch_v1,"OnlineMonitor,Commissioning",HCAL DPG,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_DiCentralPFJet220_CFMax0p3_v3,"OnlineMonitor,JetHT",EXO,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_IsoMu17_eta2p1_LooseIsoPFTau20_SingleL1_v6,"OnlineMonitor,SingleMuon","TAU,HIG",0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_HT400_DisplacedDijet40_Inclusive_v4,"OnlineMonitor,DisplacedJet",EXO,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_DiPFJetAve35_HFJEC_v4,"OnlineMonitor,FSQJets","FSQ,JME",0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Dimuon10_Jpsi_Barrel_v5,"OnlineMonitor,Charmonium",BPH,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Mu8_TrkIsoVVL_Ele17_CaloIdL_TrackIdL_IsoVL_v7,"OnlineMonitor,MuonEG",HIG,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_DiPFJet15_FBEta3_NoCaloMatched_v5,"OnlineMonitor,FSQJets",FSQ,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_DiPFJet25_NoCaloMatched_v3,"OnlineMonitor,FSQJets",FSQ,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_L1MinimumBiasHF_OR_v2,"OnlineMonitor,L1MinimumBias",null,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Tight_v3,"OnlineMonitor,SingleMuon",EXO,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_L1BptxXOR_v2,"OnlineMonitor,Commissioning",null,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_AK8PFHT600_TrimR0p1PT0p03Mass50_BTagCSV_p20_v4,"OnlineMonitor,JetHT",B2G,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT250_v5,"OnlineMonitor,MuonEG",null,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_VBF_DisplacedJet40_TightID_DisplacedTrack_v3,"OnlineMonitor,DisplacedJet",EXO,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_HISinglePhoton15_v3,"OnlineMonitor,HINPhoton",HIN,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_DiPFJet15_NoCaloMatched_v4,"OnlineMonitor,FSQJets",FSQ,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_PFTau120_eta2p1_v3,"OnlineMonitor,Tau",tau-pog,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Mu16_TkMu0_dEta18_Onia_v3,"OnlineMonitor,MuOnia",BPH,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Ele15_IsoVVVL_PFHT350_v6,"OnlineMonitor,SingleElectron",SUS,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_IsoMu16_eta2p1_MET30_v2,"OnlineMonitor,SingleMuon","HIG,TAU",0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Dimuon8_PsiPrime_Barrel_v5,"OnlineMonitor,Charmonium",BPH,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_PFMETNoMu90_PFMHTNoMu90_IDTight_v5,"OnlineMonitor,MET",EXO,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_DiPFJet25_FBEta3_NoCaloMatched_v5,"OnlineMonitor,FSQJets",FSQ,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Mu16_TkMu0_dEta18_Phi_v3,"OnlineMonitor,MuOnia",BPH,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_L1NotBptxOR_v2,"OnlineMonitor,EmptyBX",null,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_VBF_DisplacedJet40_Hadronic_2PromptTrack_v3,"OnlineMonitor,DisplacedJet",EXO,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_AK4PFJet50_v5,"OnlineMonitor,HINPFJets",HIN,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v8,"OnlineMonitor,ExpressPhysics,DoubleEG",HIG,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Ele30WP60_Ele8_Mass55_v7,"OnlineMonitor,DoubleEG",EGM,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_PFMET90_PFMHT90_IDTight_v5,"OnlineMonitor,MET","HIG,Hbb",0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_VBF_DisplacedJet40_TightID_Hadronic_v3,"OnlineMonitor,DisplacedJet",EXO,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_PFJet15_NoCaloMatched_v5,"OnlineMonitor,FSQJets",FSQ,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_v8,"OnlineMonitor,DoubleEG",EXO,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Mu14er_PFMET100_v3,"OnlineMonitor,MET","JME,SUS",0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Mu16_eta2p1_MET30_v2,"OnlineMonitor,SingleMuon","HIG,TAU",0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_HISinglePhoton60_v3,"OnlineMonitor,EventDisplay,HINPhoton",EGM,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Ele30WP60_SC4_Mass55_v8,"OnlineMonitor,DoubleEG",HIG,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Mu15_IsoVVVL_PFHT350_PFMET50_v5,"OnlineMonitor,SingleMuon",SUS,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_DiPFJetAve15_HFJEC_v4,"OnlineMonitor,FSQJets",FSQ,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Ele105_CaloIdVT_GsfTrkIdT_v7,"OnlineMonitor,SingleElectron",EXO,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet140_v5,"OnlineMonitor,SingleElectron",B2G,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_IsoTkMu20_v6,"OnlineMonitor,SingleMuon","SMP,MUO",0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_AK4PFJet80_v5,"OnlineMonitor,HINPFJets",HIN,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_FullTracks_Multiplicity80_v2,"OnlineMonitor,HighMultiplicityEOF","FSQ,HIN",0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
0,HLT_Ele35_CaloIdVT_GsfTrkIdT_PFJet150_PFJet50_v5,"OnlineMonitor,SingleElectron",B2G,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
