Path,L1Path,L1Prescale(5e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(5e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_HT550_DisplacedDijet40_Inclusive,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1,1,2.20,+/-,0.01,2.17,+/-,0.21,2.17,+/-,0.21,1.51%,+/-,9.30%
HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 150,L1_DoubleMu0_Eta1p6_WdEta18, 1,36,36,2.20,+/-,0.01,57.74,+/-,1.07,1.60,+/-,0.03,27.00%,+/-,1.04%
HLT_DiPFJetAve400,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,3,3,2.19,+/-,0.01,4.85,+/-,0.31,1.62,+/-,0.10,26.27%,+/-,3.50%
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|5000|1|1|1|1,1,1,2.14,+/-,0.01,2.03,+/-,0.20,2.03,+/-,0.20,5.38%,+/-,8.87%
HLT_DiPFJetAve200,L1_SingleJet128,1,L1_SingleJet128, 1,85,85,2.14,+/-,0.01,135.51,+/-,1.64,1.59,+/-,0.02,25.43%,+/-,0.75%
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,2.14,+/-,0.01,2.29,+/-,0.21,2.29,+/-,0.21,6.62%,+/-,8.71%
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p52,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|5000|1|1|1|1,1,1,2.11,+/-,0.01,2.65,+/-,0.23,2.65,+/-,0.23,20.25%,+/-,6.92%
HLT_Dimuon0_Upsilon_Muon,L1_TripleMu0,1,L1_TripleMu0, 1,1,1,2.11,+/-,0.01,1.89,+/-,0.19,1.89,+/-,0.19,10.41%,+/-,8.24%
HLT_DoubleMu33NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,2.05,+/-,0.01,2.88,+/-,0.24,2.88,+/-,0.24,29.03%,+/-,5.90%
HLT_LooseIsoPFTau50_Trk30_eta2p1,L1_QuadJetC36_TauJet52,7,L1_QuadJetC36_TauJet52, 7,4,4,2.05,+/-,0.01,8.65,+/-,0.41,2.16,+/-,0.10,5.38%,+/-,4.55%
HLT_Dimuon0er16_Jpsi_NoVertexing,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu0,1 | 1 | 150,L1_DoubleMu0_Eta1p6_WdEta18_OS, 1,35,35,2.00,+/-,0.01,54.10,+/-,1.04,1.55,+/-,0.03,22.76%,+/-,1.20%
HLT_Ele27_WPLoose_Gsf_WHbbBoost,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 1,L1_SingleIsoEG20er OR L1_SingleEG20 OR L1_SingleEG25, 10|10|1,1,1,1.95,+/-,0.01,1.87,+/-,0.19,1.87,+/-,0.19,4.14%,+/-,9.48%
HLT_Mu25_TkMu0_dEta18_Onia,L1_SingleMu16 OR L1_SingleMu20 OR L1_SingleMu20er,1 | 1 | 1,L1_SingleMu16 OR L1_SingleMu20er OR L1_SingleMu25, 1|1|1,1,1,1.91,+/-,0.01,1.71,+/-,0.18,1.71,+/-,0.18,10.55%,+/-,8.63%
HLT_DoubleJetsC100_DoubleBTagCSV0p85_DoublePFJetsC160,L1_DoubleJetC100,1,L1_DoubleJetC100, 1,1,1,1.89,+/-,0.01,1.91,+/-,0.19,1.91,+/-,0.19,1.22%,+/-,10.09%
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|5000|1|1|1|1,1,1,1.88,+/-,0.01,1.93,+/-,0.20,1.93,+/-,0.20,2.67%,+/-,9.89%
HLT_BTagMu_Jet300_Mu5,L1_SingleJet200,1,L1_SingleJet200, 1,1,1,1.83,+/-,0.01,2.19,+/-,0.21,2.19,+/-,0.21,16.33%,+/-,7.98%
HLT_DiPFJetAve160_HFJEC,L1_SingleJet128,1,L1_SingleJet128, 1,16,16,1.83,+/-,0.01,22.58,+/-,0.67,1.41,+/-,0.04,22.85%,+/-,1.80%
HLT_PFJet140,L1_SingleJet92,1000,L1_SingleJet92, 2000,1,1,1.78,+/-,0.01,1.93,+/-,0.20,1.93,+/-,0.20,7.75%,+/-,9.37%
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight_BTagCSV0p72,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.78,+/-,0.01,2.17,+/-,0.21,2.17,+/-,0.21,18.02%,+/-,7.86%
HLT_DiPFJetAve40,L1_ZeroBias,7591,L1_ZeroBias, 10000,12,12,1.76,+/-,0.01,15.20,+/-,0.55,1.27,+/-,0.05,28.04%,+/-,1.91%
HLT_L1SingleMu16,L1_SingleMu16,1,L1_SingleMu16, 1,5000,5000,1.75,+/-,0.01,6646.76,+/-,11.50,1.33,+/-,0.00,23.84%,+/-,0.39%
HLT_IsoMu17_eta2p1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,80,80,1.73,+/-,0.01,107.49,+/-,1.46,1.34,+/-,0.02,22.28%,+/-,0.90%
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq500,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,1.70,+/-,0.01,1.57,+/-,0.18,1.57,+/-,0.18,7.51%,+/-,9.63%
HLT_PFJet320,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,21,21,1.68,+/-,0.01,26.51,+/-,0.73,1.26,+/-,0.03,24.94%,+/-,1.59%
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|5000|1|1|1|1,1,1,1.67,+/-,0.01,1.99,+/-,0.20,1.99,+/-,0.20,16.22%,+/-,8.38%
HLT_Ele15_IsoVVVL_PFHT350_PFMET50,L1_SingleEG5,1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,1.65,+/-,0.01,1.43,+/-,0.17,1.43,+/-,0.17,13.07%,+/-,8.91%
HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,1.64,+/-,0.01,2.01,+/-,0.20,2.01,+/-,0.20,18.41%,+/-,8.12%
HLT_PFJet400,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,7,7,1.62,+/-,0.01,8.53,+/-,0.41,1.22,+/-,0.06,24.98%,+/-,2.75%
HLT_Mu7p5_Track2_Jpsi,L1_SingleMu7 OR L1_SingleMu5,125 | 262139,L1_SingleMu5 OR L1_SingleMu7, 262139|125,1,1,1.60,+/-,0.01,1.47,+/-,0.17,1.47,+/-,0.17,7.81%,+/-,9.89%
HLT_DoubleEle24_22_eta2p1_WPLoose_Gsf,L1_DoubleEG_22_10,1,L1_DoubleEG_22_10, 1,1,1,1.59,+/-,0.01,1.45,+/-,0.17,1.45,+/-,0.17,8.52%,+/-,9.80%
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,1.58,+/-,0.01,1.35,+/-,0.16,1.35,+/-,0.16,14.29%,+/-,8.92%
HLT_Ele23_CaloIdL_TrackIdL_IsoVL,L1_SingleEG20,1,L1_SingleEG20, 10,1000,1000,1.57,+/-,0.01,1195.96,+/-,4.88,1.20,+/-,0.00,23.69%,+/-,0.46%
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT250,L1_DoubleEG6_HTT150 OR L1_HTT100,1 | 1,L1_DoubleEG6_HTT150 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,1.55,+/-,0.01,1.43,+/-,0.17,1.43,+/-,0.17,7.86%,+/-,10.01%
HLT_PFJet260,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,63,63,1.54,+/-,0.01,73.06,+/-,1.21,1.16,+/-,0.02,24.89%,+/-,1.01%
HLT_IsoMu16_eta2p1_MET30_LooseIsoPFTau50_Trk30_eta2p1,L1_Mu14er_ETM30 OR L1_Mu10er_ETM30,1 | 1,L1_Mu10er_ETM30 OR L1_Mu14er_ETM30, 1|1,1,1,1.51,+/-,0.01,1.45,+/-,0.17,1.45,+/-,0.17,3.68%,+/-,10.87%
HLT_Photon135_PFMET100,L1_SingleEG40 OR L1_SingleJet200,1 | 1,L1_SingleEG40 OR L1_SingleJet200, 1|1,1,1,1.50,+/-,0.01,1.45,+/-,0.17,1.45,+/-,0.17,3.40%,+/-,10.93%
HLT_DoubleJetsC112_DoubleBTagCSV0p85_DoublePFJetsC172,L1_DoubleJetC112,1,L1_DoubleJetC112, 1,1,1,1.48,+/-,0.01,1.55,+/-,0.18,1.55,+/-,0.18,4.68%,+/-,10.80%
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300,L1_Mu8_HTT50 OR L1_HTT100,1 | 1,L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,1.48,+/-,0.01,1.65,+/-,0.18,1.65,+/-,0.18,10.45%,+/-,9.84%
HLT_DiPFJetAve500,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,1,1,1.47,+/-,0.01,1.85,+/-,0.19,1.85,+/-,0.19,20.33%,+/-,8.27%
HLT_Ele15_IsoVVVL_PFHT600,L1_SingleEG5,1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,1.42,+/-,0.01,1.43,+/-,0.17,1.43,+/-,0.17,0.73%,+/-,11.71%
HLT_Mu7p5_Track3p5_Jpsi,L1_SingleMu7 OR L1_SingleMu5,125 | 262139,L1_SingleMu5 OR L1_SingleMu7, 262139|125,1,1,1.41,+/-,0.01,1.29,+/-,0.16,1.29,+/-,0.16,8.41%,+/-,10.41%
HLT_TkMu20,L1_SingleMu16,1,L1_SingleMu16, 1,300,300,1.41,+/-,0.01,313.06,+/-,2.50,1.04,+/-,0.01,25.81%,+/-,0.61%
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG20,1,L1_SingleEG20, 10,30,30,1.40,+/-,0.01,30.65,+/-,0.78,1.02,+/-,0.03,27.16%,+/-,1.42%
HLT_DoubleMu8_Mass8_PFHT250,L1_Mu8_HTT50 OR L1_HTT100,1 | 1,L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,1.39,+/-,0.01,1.35,+/-,0.16,1.35,+/-,0.16,3.01%,+/-,11.42%
HLT_DoubleJet90_Double30_DoubleBTagCSV0p67,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 OR L1_TripleJet_84_68_48_VBF OR L1_DoubleJetC84 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1|1|1|1,18,18,1.33,+/-,0.01,17.50,+/-,0.59,0.97,+/-,0.03,26.85%,+/-,1.85%
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Tight,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,1.30,+/-,0.01,1.21,+/-,0.16,1.21,+/-,0.16,6.82%,+/-,11.13%
HLT_RsqMR240_Rsq0p09_MR200_4jet,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60, 1|1|1|1|1|1|1|1|1|1|1|1,1,1,1.26,+/-,0.01,1.15,+/-,0.15,1.15,+/-,0.15,8.12%,+/-,11.09%
HLT_DoubleMu38NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,1.24,+/-,0.01,1.69,+/-,0.18,1.69,+/-,0.18,26.63%,+/-,7.96%
HLT_Mu40_eta2p1_PFJet200_PFJet50,L1_SingleMu16 OR L1_SingleMu16er OR L1_SingleMu20 OR L1_SingleMu20er,1 | 1 | 1 | 1,L1_SingleMu16er OR L1_SingleMu20er, 1|1,1,1,1.22,+/-,0.01,1.15,+/-,0.15,1.15,+/-,0.15,5.56%,+/-,11.72%
HLT_IsoTrackHE,L1_SingleJet68,750,L1_SingleJet68, 750,1,1,1.21,+/-,0.01,1.03,+/-,0.14,1.03,+/-,0.14,14.55%,+/-,10.13%
HLT_DoubleMu4_PsiPrimeTrk_Displaced,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 150,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18, 1|1|1,1,1,1.21,+/-,0.01,0.99,+/-,0.14,0.99,+/-,0.14,17.62%,+/-,9.61%
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG20,1,L1_SingleEG20, 10,90,90,1.20,+/-,0.01,81.69,+/-,1.27,0.91,+/-,0.01,24.56%,+/-,1.00%
HLT_VBF_DisplacedJet40_DisplacedTrack_2TrackIP2DSig5,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,1.20,+/-,0.01,1.09,+/-,0.15,1.09,+/-,0.15,8.95%,+/-,11.19%
HLT_IsoMu18_TriCentralPFJet50_40_30,L1_SingleMu16,1,L1_SingleMu16, 1,1,1,1.19,+/-,0.01,1.23,+/-,0.16,1.23,+/-,0.16,3.55%,+/-,12.26%
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|5000|1|1|1|1,1,1,1.18,+/-,0.01,1.37,+/-,0.17,1.37,+/-,0.17,13.83%,+/-,10.38%
HLT_PFHT200,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,3060,3060,1.18,+/-,0.01,3640.55,+/-,8.51,1.19,+/-,0.00,0.79%,+/-,0.51%
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau35_Trk1_eta2p1_Reg,L1_SingleIsoEG22er,1,L1_SingleIsoEG22er OR L1_SingleEG25, 1|1,1,1,1.16,+/-,0.01,1.23,+/-,0.16,1.23,+/-,0.16,5.90%,+/-,11.96%
HLT_Mu16_eta2p1_MET30,L1_Mu14er_ETM30,1,L1_Mu14er_ETM30, 1,80,80,1.15,+/-,0.01,75.54,+/-,1.23,0.94,+/-,0.02,17.84%,+/-,1.19%
HLT_Mu20_Mu10_SameSign_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,1.15,+/-,0.01,1.19,+/-,0.15,1.19,+/-,0.15,4.02%,+/-,12.40%
HLT_QuadJet45_DoubleBTagCSV0p67,L1_QuadJetC60 OR L1_HTT175,1 | 1,L1_HTT175 OR L1_QuadJetC60 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_QuadJetC40, 1|1|1|1|1|1,18,18,1.14,+/-,0.01,15.38,+/-,0.55,0.85,+/-,0.03,25.31%,+/-,2.06%
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,L1_Mu20_EG10,1,L1_Mu20_EG10, 1,1,1,1.14,+/-,0.01,1.17,+/-,0.15,1.17,+/-,0.15,2.67%,+/-,12.68%
HLT_Mu6_PFHT200_PFMET80_BTagCSV0p72,L1_Mu6_HTT100,1,L1_Mu6_HTT100, 1,1,1,1.14,+/-,0.01,1.11,+/-,0.15,1.11,+/-,0.15,2.47%,+/-,12.72%
HLT_Photon22_R9Id90_HE10_IsoM,L1_SingleEG20,1,L1_SingleEG20, 10,2000,2000,1.13,+/-,0.01,1510.01,+/-,5.48,0.76,+/-,0.00,33.37%,+/-,0.49%
HLT_JetE50_NoBPTX3BX_NoHalo,L1_SingleJetC32_NotBptxOR,1,L1_SingleJetC32_NotBptxOR, 1,1,1,1.11,+/-,0.01,1.19,+/-,0.15,1.19,+/-,0.15,6.61%,+/-,12.06%
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg,L1_SingleIsoEG22er,1,L1_SingleIsoEG22er OR L1_SingleEG25, 1|1,1,1,1.10,+/-,0.01,1.17,+/-,0.15,1.17,+/-,0.15,6.22%,+/-,12.22%
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,1.09,+/-,0.01,0.99,+/-,0.14,0.99,+/-,0.14,9.13%,+/-,11.69%
HLT_Ele15_IsoVVVL_BTagCSV0p72_PFHT400,L1_SingleEG5,1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,3,3,1.08,+/-,0.01,2.37,+/-,0.22,0.79,+/-,0.07,27.24%,+/-,4.88%
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30,L1_SingleEG10 OR L1_SingleEG15,10000 | 12000,L1_SingleEG15 OR L1_SingleEG10, 12000|10000,1,1,1.08,+/-,0.01,152.68,+/-,1.74,152.68,+/-,1.74,99.29%,+/-,0.01%
HLT_Mu30_Ele30_CaloIdL_GsfTrkIdVL,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,1.06,+/-,0.01,1.05,+/-,0.14,1.05,+/-,0.14,0.49%,+/-,13.61%
HLT_Ele23_CaloIdM_TrackIdM_PFJet30,L1_SingleEG20,1,L1_SingleEG20, 10,650,650,1.06,+/-,0.01,590.29,+/-,3.43,0.91,+/-,0.01,13.97%,+/-,0.65%
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET120,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,1.05,+/-,0.01,1.07,+/-,0.15,1.07,+/-,0.15,2.46%,+/-,13.28%
HLT_L2Mu10_NoVertex_NoBPTX,L1_SingleMuOpen OR L1_SingleMuOpen_NotBptxOR,262139 | 1,L1_SingleMuOpen_NotBptxOR, 1,70,70,1.03,+/-,0.01,57.76,+/-,1.07,0.83,+/-,0.02,19.90%,+/-,1.29%
HLT_Mu15_IsoVVVL_PFHT350_PFMET50,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,1.02,+/-,0.01,1.25,+/-,0.16,1.25,+/-,0.16,18.32%,+/-,10.30%
HLT_Photon300_NoHE,L1_SingleEG40 OR L1_SingleJet200,1 | 1,L1_SingleEG40 OR L1_SingleJet200, 1|1,1,1,1.01,+/-,0.00,1.03,+/-,0.14,1.03,+/-,0.14,2.05%,+/-,13.59%
HLT_IsoMu22_TriCentralPFJet50_40_30,L1_SingleMu20,1,L1_SingleMu20, 1,1,1,1.00,+/-,0.00,1.07,+/-,0.15,1.07,+/-,0.15,7.30%,+/-,12.62%
HLT_VBF_DisplacedJet40_DisplacedTrack,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.99,+/-,0.00,0.88,+/-,0.13,0.88,+/-,0.13,11.48%,+/-,11.82%
HLT_Dimuon6_Jpsi_NoVertexing,L1_DoubleMu0,150,L1_DoubleMu0, 150,1,1,0.98,+/-,0.00,1.05,+/-,0.14,1.05,+/-,0.14,6.82%,+/-,12.81%
HLT_PFJet80,L1_SingleJet52,4000,L1_SingleJet52, 4000,5,5,0.98,+/-,0.00,5.13,+/-,0.32,1.03,+/-,0.06,4.99%,+/-,5.93%
HLT_Mu24_eta2p1,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,L1_SingleMu20er, 1,250,250,0.97,+/-,0.00,165.15,+/-,1.81,0.66,+/-,0.01,31.69%,+/-,0.72%
HLT_IsoTrackHB,L1_SingleJet68,750,L1_SingleJet68, 750,1,1,0.97,+/-,0.00,0.91,+/-,0.13,0.91,+/-,0.13,5.26%,+/-,13.24%
HLT_Mu10_CentralPFJet30_BTagCSV0p54PF,,,L1_Jet32_DoubleMu_Open_10_MuMuNotWdPhi23_JetMuWdPhi1, 3,22,22,0.95,+/-,0.00,21.56,+/-,0.65,0.98,+/-,0.03,3.08%,+/-,2.98%
HLT_Mu20_Mu10,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,14,14,0.95,+/-,0.00,10.58,+/-,0.46,0.76,+/-,0.03,20.14%,+/-,2.81%
HLT_DoubleMu8_Mass8_PFHT300,L1_Mu8_HTT50 OR L1_HTT100,1 | 1,L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.92,+/-,0.00,0.93,+/-,0.14,0.93,+/-,0.14,1.66%,+/-,14.35%
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300,L1_DoubleEG6_HTT150 OR L1_HTT100,1 | 1,L1_DoubleEG6_HTT150 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.90,+/-,0.00,0.68,+/-,0.12,0.68,+/-,0.12,25.16%,+/-,9.62%
HLT_DiPFJetAve260,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,60,60,0.90,+/-,0.00,39.78,+/-,0.89,0.66,+/-,0.01,25.99%,+/-,1.33%
HLT_Mu28NoFiltersNoVtxDisplaced_Photon28_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,0.90,+/-,0.00,1.05,+/-,0.14,1.05,+/-,0.14,15.09%,+/-,11.67%
HLT_Mu27,L1_SingleMu25,1,L1_SingleMu25, 1,180,180,0.88,+/-,0.00,118.45,+/-,1.53,0.66,+/-,0.01,24.95%,+/-,0.90%
HLT_PFMET400,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.87,+/-,0.00,0.64,+/-,0.11,0.64,+/-,0.11,27.06%,+/-,9.42%
HLT_Photon22,L1_SingleEG20,1,L1_SingleEG20, 10,10000,10000,0.86,+/-,0.00,7255.41,+/-,12.01,0.73,+/-,0.00,15.59%,+/-,0.55%
HLT_Mu6_PFHT200_PFMET100,L1_Mu6_HTT100,1,L1_Mu6_HTT100, 1,1,1,0.86,+/-,0.00,0.82,+/-,0.13,0.82,+/-,0.13,4.87%,+/-,14.14%
HLT_TkMu27,L1_SingleMu25,1,L1_SingleMu25, 1,180,180,0.85,+/-,0.00,113.95,+/-,1.51,0.63,+/-,0.01,25.33%,+/-,0.91%
HLT_DiPFJetAve140,L1_SingleJet92,1000,L1_SingleJet92, 2000,2,2,0.84,+/-,0.00,0.93,+/-,0.14,0.47,+/-,0.07,44.02%,+/-,4.60%
HLT_Mu14er_PFMET100,L1_Mu14er_ETM30 OR L1_Mu10er_ETM30,1 | 1,L1_Mu10er_ETM30 OR L1_Mu14er_ETM30, 1|1,1,1,0.83,+/-,0.00,0.88,+/-,0.13,0.88,+/-,0.13,5.43%,+/-,14.27%
HLT_PFHT550_4JetPt50,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,36,36,0.82,+/-,0.00,25.84,+/-,0.72,0.72,+/-,0.02,12.96%,+/-,2.17%
HLT_PFHT300,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1020,1020,0.82,+/-,0.00,851.44,+/-,4.12,0.83,+/-,0.00,1.28%,+/-,0.72%
HLT_TkMu24_eta2p1,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,L1_SingleMu20er, 1,250,250,0.82,+/-,0.00,156.40,+/-,1.76,0.63,+/-,0.01,24.00%,+/-,0.85%
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.82,+/-,0.00,0.60,+/-,0.11,0.60,+/-,0.11,27.37%,+/-,9.65%
HLT_PFHT250,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,2040,2040,0.82,+/-,0.00,1679.46,+/-,5.78,0.82,+/-,0.00,0.31%,+/-,0.65%
HLT_TripleMu_12_10_5,L1_TripleMu_5_5_3,1,L1_TripleMu_5_5_3, 1,1,1,0.82,+/-,0.00,1.01,+/-,0.14,1.01,+/-,0.14,19.49%,+/-,11.28%
