Path,L1Path,L1Prescale(1e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(1e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_Photon22,L1_SingleEG20,1,L1_SingleEG20, 1,2400,2400,1.21,+/-,0.01,2904.66,+/-,6.44,1.21,+/-,0.00,0.11%,+/-,1.05%
HLT_DoubleJet90_Double30_TripleBTagCSV0p67,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 OR L1_TripleJet_84_68_48_VBF OR L1_DoubleJetC84 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1|1|1|1,1,1,1.21,+/-,0.01,1.33,+/-,0.14,1.33,+/-,0.14,9.24%,+/-,9.46%
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.15,+/-,0.01,1.39,+/-,0.14,1.39,+/-,0.14,16.70%,+/-,8.50%
HLT_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.15,+/-,0.01,1.39,+/-,0.14,1.39,+/-,0.14,16.70%,+/-,8.50%
HLT_Mu24_eta2p1,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,L1_SingleMu20er, 1,50,50,1.15,+/-,0.01,58.89,+/-,0.92,1.18,+/-,0.02,2.08%,+/-,1.84%
HLT_DiPFJetAve220_HFJEC,L1_SingleJet176,1,L1_SingleJet176, 1,1,1,1.14,+/-,0.01,1.09,+/-,0.12,1.09,+/-,0.12,4.85%,+/-,10.44%
HLT_Mu27,L1_SingleMu25,1,L1_SingleMu25, 1,35,35,1.14,+/-,0.01,41.44,+/-,0.77,1.18,+/-,0.02,3.85%,+/-,2.06%
HLT_RsqMR270_Rsq0p09_MR200,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT175 OR L1_SingleJet200 OR L1_DoubleJetC100 OR L1_QuadJetC60, 1|1|1|1|1|1,1,1,1.12,+/-,0.01,1.07,+/-,0.12,1.07,+/-,0.12,4.49%,+/-,10.59%
HLT_TkMu27,L1_SingleMu25,1,L1_SingleMu25, 1,35,35,1.11,+/-,0.01,39.75,+/-,0.75,1.14,+/-,0.02,2.41%,+/-,2.13%
HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.10,+/-,0.01,1.31,+/-,0.14,1.31,+/-,0.14,16.04%,+/-,8.80%
HLT_MonoCentralPFJet80_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.10,+/-,0.01,1.31,+/-,0.14,1.31,+/-,0.14,16.04%,+/-,8.80%
HLT_TkMu24_eta2p1,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,L1_SingleMu20er, 1,50,50,1.10,+/-,0.01,55.24,+/-,0.89,1.10,+/-,0.02,0.15%,+/-,1.93%
HLT_QuadJet45_TripleBTagCSV0p67,L1_QuadJetC60 OR L1_HTT175,1 | 1,L1_HTT175 OR L1_QuadJetC60 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_QuadJetC40, 1|1|1|1|1|1,1,1,1.10,+/-,0.01,1.09,+/-,0.12,1.09,+/-,0.12,1.29%,+/-,11.23%
HLT_Mu17_Mu8,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,6,6,1.10,+/-,0.01,6.44,+/-,0.30,1.07,+/-,0.05,2.04%,+/-,4.65%
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,3,3,1.09,+/-,0.01,3.77,+/-,0.23,1.26,+/-,0.08,13.53%,+/-,5.40%
HLT_Ele15_IsoVVVL_BTagCSV0p72_PFHT400,L1_SingleEG5,1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,1.08,+/-,0.01,1.30,+/-,0.14,1.30,+/-,0.14,17.18%,+/-,8.73%
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|1000|1|1|1|1,1,1,1.06,+/-,0.01,1.16,+/-,0.13,1.16,+/-,0.13,8.00%,+/-,10.27%
HLT_Mu17_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,L1_Mu12_EG10,1,L1_Mu12_EG10, 1,1,1,1.06,+/-,0.01,1.00,+/-,0.12,1.00,+/-,0.12,5.25%,+/-,10.79%
HLT_Ele12_CaloIdM_TrackIdM_PFJet30,L1_SingleEG10 OR L1_SingleEG15,1500 | 2,L1_SingleEG15 OR L1_SingleEG10, 2|1500,300,300,1.06,+/-,0.01,323.87,+/-,2.15,1.08,+/-,0.01,2.21%,+/-,1.26%
HLT_Mu20_Mu10_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,3,3,1.05,+/-,0.01,2.77,+/-,0.20,0.92,+/-,0.07,12.27%,+/-,5.64%
HLT_Photon120_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,1,1,1.05,+/-,0.01,1.24,+/-,0.13,1.24,+/-,0.13,15.89%,+/-,9.07%
HLT_PFJet60,L1_SingleJet36,1500,L1_SingleJet36, 1500,12,12,1.03,+/-,0.01,12.09,+/-,0.42,1.01,+/-,0.03,2.58%,+/-,3.45%
HLT_Mu7p5_Track7_Jpsi,L1_SingleMu7 OR L1_SingleMu5,25 | 20,L1_SingleMu5 OR L1_SingleMu7, 20|25,1,1,1.03,+/-,0.01,0.87,+/-,0.11,0.87,+/-,0.11,15.08%,+/-,9.30%
HLT_Ele27_WPLoose_Gsf_TriCentralPFJet50_40_30,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 1,L1_SingleIsoEG20er OR L1_SingleEG20 OR L1_SingleEG25, 2|1|1,1,1,1.01,+/-,0.01,1.17,+/-,0.13,1.17,+/-,0.13,13.39%,+/-,9.61%
HLT_Mu17_Mu8_SameSign_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,1.01,+/-,0.01,1.10,+/-,0.13,1.10,+/-,0.13,8.53%,+/-,10.48%
HLT_DoubleJetsC112_DoubleBTagCSV0p9_DoublePFJetsC112MaxDeta1p6,L1_DoubleJetC112,1,L1_DoubleJetC112, 1,1,1,1.01,+/-,0.01,0.96,+/-,0.12,0.96,+/-,0.12,4.80%,+/-,11.13%
HLT_Photon90_CaloIdL_PFHT600,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.99,+/-,0.01,0.99,+/-,0.12,0.99,+/-,0.12,0.65%,+/-,11.94%
HLT_PFHT350,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,180,180,0.99,+/-,0.01,175.84,+/-,1.59,0.98,+/-,0.01,1.53%,+/-,1.43%
HLT_PFJet500,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,1,1,0.99,+/-,0.01,1.06,+/-,0.12,1.06,+/-,0.12,6.71%,+/-,10.90%
HLT_Mu17_Photon35_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,1,1,0.98,+/-,0.01,1.00,+/-,0.12,1.00,+/-,0.12,2.30%,+/-,11.73%
HLT_Mu7p5_L2Mu2_Jpsi,L1_DoubleMu0,30,L1_DoubleMu0, 30,1,1,0.97,+/-,0.01,0.86,+/-,0.11,0.86,+/-,0.11,11.76%,+/-,10.12%
HLT_Dimuon0_Upsilon_Muon,L1_TripleMu0,1,L1_TripleMu0, 1,1,1,0.97,+/-,0.01,0.94,+/-,0.12,0.94,+/-,0.12,2.58%,+/-,11.74%
HLT_Photon36_R9Id90_HE10_IsoM,L1_SingleEG25,1,L1_SingleEG25, 1,100,100,0.96,+/-,0.01,99.32,+/-,1.19,0.99,+/-,0.01,3.54%,+/-,1.61%
HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.96,+/-,0.01,1.11,+/-,0.13,1.11,+/-,0.13,14.04%,+/-,9.78%
HLT_VBF_DisplacedJet40_TightID_Hadronic,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.96,+/-,0.01,1.04,+/-,0.12,1.04,+/-,0.12,8.23%,+/-,10.79%
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT250,L1_Mu8_HTT50 OR L1_HTT100,1 | 1,L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.95,+/-,0.01,0.89,+/-,0.11,0.89,+/-,0.11,6.55%,+/-,11.15%
HLT_DiPFJetAve60_HFJEC,L1_SingleJet36,1500,L1_SingleJet36, 1500,1,1,0.94,+/-,0.01,1.01,+/-,0.12,1.01,+/-,0.12,7.11%,+/-,11.08%
HLT_Photon36,L1_SingleEG25,1,L1_SingleEG25, 1,600,600,0.93,+/-,0.01,575.97,+/-,2.87,0.96,+/-,0.00,2.78%,+/-,1.24%
HLT_HT250_DisplacedDijet40_DisplacedTrack,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1|1|1,1,1,0.92,+/-,0.01,0.96,+/-,0.12,0.96,+/-,0.12,3.85%,+/-,11.80%
HLT_Photon50,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,200,200,0.91,+/-,0.01,187.06,+/-,1.63,0.94,+/-,0.01,2.27%,+/-,1.44%
HLT_HT200,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1400,1400,0.91,+/-,0.01,1269.15,+/-,4.26,0.91,+/-,0.00,0.82%,+/-,1.23%
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30,L1_SingleEG20,1,L1_SingleEG20, 1,325,325,0.91,+/-,0.01,302.30,+/-,2.08,0.93,+/-,0.01,2.46%,+/-,1.34%
HLT_Photon30_R9Id90_HE10_IsoM,L1_SingleEG25,1,L1_SingleEG25, 1,200,200,0.90,+/-,0.01,183.37,+/-,1.62,0.92,+/-,0.01,1.31%,+/-,1.46%
HLT_DoublePhoton60,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,0.90,+/-,0.01,0.81,+/-,0.11,0.81,+/-,0.11,9.83%,+/-,10.84%
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p51,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|1000|1|1|1|1,1,1,0.90,+/-,0.01,1.01,+/-,0.12,1.01,+/-,0.12,11.29%,+/-,10.58%
HLT_DoubleIsoMu17_eta2p1,L1_DoubleMu_12_5,1,L1_DoubleMu_12_5, 1,1,1,0.89,+/-,0.01,0.63,+/-,0.09,0.63,+/-,0.09,29.55%,+/-,7.58%
HLT_Photon250_NoHE,L1_SingleEG40 OR L1_SingleJet200,1 | 1,L1_SingleEG40 OR L1_SingleJet200, 1|1,1,1,0.88,+/-,0.01,1.00,+/-,0.12,1.00,+/-,0.12,12.38%,+/-,10.53%
HLT_Mu16_TkMu0_dEta18_Phi,L1_SingleMu16 OR L1_SingleMu14er,1 | 50,L1_SingleMu14er OR L1_SingleMu16, 50|1,1,1,0.88,+/-,0.01,0.81,+/-,0.11,0.81,+/-,0.11,7.07%,+/-,11.50%
HLT_Dimuon13_PsiPrime,L1_DoubleMu_10_0_WdEta18,1,L1_DoubleMu_10_0_WdEta18, 1,1,1,0.87,+/-,0.01,1.11,+/-,0.13,1.11,+/-,0.13,21.58%,+/-,8.93%
HLT_Ele15_IsoVVVL_PFHT350_PFMET50,L1_SingleEG5,1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.87,+/-,0.01,1.11,+/-,0.13,1.11,+/-,0.13,21.65%,+/-,8.92%
HLT_PFHT650_4JetPt50,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,6,6,0.87,+/-,0.01,4.93,+/-,0.27,0.82,+/-,0.04,5.82%,+/-,4.93%
HLT_PFHT400,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,120,120,0.87,+/-,0.01,102.73,+/-,1.21,0.86,+/-,0.01,1.29%,+/-,1.67%
HLT_PFHT475,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,60,60,0.85,+/-,0.01,49.98,+/-,0.85,0.83,+/-,0.01,1.86%,+/-,2.04%
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq500,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,0.85,+/-,0.01,0.96,+/-,0.12,0.96,+/-,0.12,11.42%,+/-,10.88%
HLT_HT500_DisplacedDijet40_Inclusive,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1,1,0.85,+/-,0.01,0.84,+/-,0.11,0.84,+/-,0.11,0.46%,+/-,12.96%
HLT_Mu7p5_Track2_Upsilon,L1_SingleMu7 OR L1_SingleMu5,25 | 20,L1_SingleMu5 OR L1_SingleMu7, 20|25,1,1,0.84,+/-,0.01,0.76,+/-,0.10,0.76,+/-,0.10,10.36%,+/-,11.11%
HLT_DoubleJetsC100_DoubleBTagCSV0p85_DoublePFJetsC160,L1_DoubleJetC100,1,L1_DoubleJetC100, 1,1,1,0.84,+/-,0.01,0.83,+/-,0.11,0.83,+/-,0.11,1.71%,+/-,12.74%
HLT_Mu7p5_L2Mu2_Upsilon,L1_DoubleMu0,30,L1_DoubleMu0, 30,1,1,0.84,+/-,0.01,0.79,+/-,0.11,0.79,+/-,0.11,6.59%,+/-,11.83%
HLT_PFHT400_SixJet30,L1_HTT175,1,L1_HTT175, 1,10,10,0.84,+/-,0.01,7.70,+/-,0.33,0.77,+/-,0.03,8.40%,+/-,3.82%
HLT_Photon30,L1_SingleEG25,1,L1_SingleEG25, 1,1200,1200,0.84,+/-,0.01,1030.77,+/-,3.84,0.86,+/-,0.00,2.34%,+/-,1.26%
HLT_Mu38NoFiltersNoVtx_DisplacedJet60_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.84,+/-,0.01,0.89,+/-,0.11,0.89,+/-,0.11,5.68%,+/-,12.04%
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|1000|1|1|1|1,1,1,0.83,+/-,0.01,0.73,+/-,0.10,0.73,+/-,0.10,12.71%,+/-,10.74%
HLT_Mu23NoFiltersNoVtx_Photon23_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,2,2,0.83,+/-,0.01,1.70,+/-,0.16,0.85,+/-,0.08,2.13%,+/-,9.05%
HLT_MET300,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.83,+/-,0.01,0.84,+/-,0.11,0.84,+/-,0.11,1.59%,+/-,12.87%
HLT_HT325,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,280,280,0.82,+/-,0.01,225.04,+/-,1.79,0.80,+/-,0.01,1.99%,+/-,1.47%
HLT_PFMET120_PFMHT120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,0.82,+/-,0.01,1.01,+/-,0.12,1.01,+/-,0.12,19.20%,+/-,9.64%
HLT_Ele8_CaloIdM_TrackIdM_PFJet30,L1_SingleEG5 OR L1_SingleEG10,1 | 1500,L1_SingleEG10 OR L1_SingleEG5, 1500|262139,1,1,0.82,+/-,0.01,0.83,+/-,0.11,0.83,+/-,0.11,1.19%,+/-,13.03%
HLT_DiPFJetAve100_HFJEC,L1_SingleJet68,150,L1_SingleJet68, 150,1,1,0.82,+/-,0.01,0.79,+/-,0.11,0.79,+/-,0.11,3.93%,+/-,12.51%
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p52,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|1000|1|1|1|1,1,1,0.82,+/-,0.01,0.91,+/-,0.11,0.91,+/-,0.11,10.69%,+/-,11.22%
HLT_VBF_DisplacedJet40_DisplacedTrack_2TrackIP2DSig5,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.81,+/-,0.01,0.94,+/-,0.12,0.94,+/-,0.12,13.80%,+/-,10.67%
HLT_Mu17_TkMu8_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,7,7,0.81,+/-,0.01,5.62,+/-,0.28,0.80,+/-,0.04,1.25%,+/-,5.08%
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight_BTagCSV0p72,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,0.80,+/-,0.01,0.77,+/-,0.11,0.77,+/-,0.11,3.94%,+/-,12.62%
HLT_HT425,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,100,100,0.79,+/-,0.01,78.06,+/-,1.06,0.78,+/-,0.01,1.49%,+/-,1.83%
HLT_Ele27_WPLoose_Gsf_WHbbBoost,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 1,L1_SingleIsoEG20er OR L1_SingleEG20 OR L1_SingleEG25, 2|1|1,1,1,0.79,+/-,0.01,0.90,+/-,0.11,0.90,+/-,0.11,12.33%,+/-,11.10%
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.78,+/-,0.01,0.86,+/-,0.11,0.86,+/-,0.11,9.15%,+/-,11.79%
HLT_Mu17_Mu8_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,7,7,0.77,+/-,0.01,5.26,+/-,0.27,0.75,+/-,0.04,2.95%,+/-,5.08%
HLT_QuadPFJet_VBF,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,170,170,0.77,+/-,0.01,128.69,+/-,1.36,0.76,+/-,0.01,2.10%,+/-,1.63%
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,0.77,+/-,0.01,0.74,+/-,0.10,0.74,+/-,0.10,3.46%,+/-,12.99%
HLT_HT275,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,570,570,0.77,+/-,0.01,420.68,+/-,2.45,0.74,+/-,0.00,3.71%,+/-,1.41%
HLT_PFMET170_JetIdCleaned,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.76,+/-,0.01,0.81,+/-,0.11,0.81,+/-,0.11,7.22%,+/-,12.35%
HLT_Mu25_TkMu0_dEta18_Onia,L1_SingleMu16 OR L1_SingleMu20 OR L1_SingleMu20er,1 | 1 | 1,L1_SingleMu16 OR L1_SingleMu20er OR L1_SingleMu25, 1|1|1,1,1,0.74,+/-,0.01,0.77,+/-,0.11,0.77,+/-,0.11,3.89%,+/-,13.14%
HLT_DoubleMu33NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.74,+/-,0.01,0.64,+/-,0.10,0.64,+/-,0.10,13.20%,+/-,11.31%
HLT_PFMET170_NoiseCleaned,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.74,+/-,0.01,0.80,+/-,0.11,0.80,+/-,0.11,8.07%,+/-,12.35%
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|1000|1|1|1|1,1,1,0.73,+/-,0.01,0.79,+/-,0.11,0.79,+/-,0.11,6.50%,+/-,12.67%
HLT_Photon120,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,10,10,0.73,+/-,0.01,7.74,+/-,0.33,0.77,+/-,0.03,5.89%,+/-,4.23%
HLT_JetE70_NoBPTX3BX_NoHalo,L1_SingleJetC32_NotBptxOR,1,L1_SingleJetC32_NotBptxOR, 1,1,1,0.72,+/-,0.01,0.71,+/-,0.10,0.71,+/-,0.10,1.36%,+/-,13.82%
HLT_VBF_DisplacedJet40_DisplacedTrack,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.67,+/-,0.01,0.66,+/-,0.10,0.66,+/-,0.10,1.73%,+/-,14.31%
HLT_DoubleJetsC112_DoubleBTagCSV0p85_DoublePFJetsC172,L1_DoubleJetC112,1,L1_DoubleJetC112, 1,1,1,0.66,+/-,0.01,0.67,+/-,0.10,0.67,+/-,0.10,1.13%,+/-,14.49%
HLT_RsqMR240_Rsq0p09_MR200_4jet,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60, 1|1|1|1|1|1|1|1|1|1|1|1,1,1,0.66,+/-,0.01,0.59,+/-,0.09,0.59,+/-,0.09,11.41%,+/-,12.34%
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT250,L1_DoubleEG6_HTT150 OR L1_HTT100,1 | 1,L1_DoubleEG6_HTT150 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.66,+/-,0.01,0.76,+/-,0.10,0.76,+/-,0.10,12.75%,+/-,12.05%
HLT_BTagMu_Jet300_Mu5,L1_SingleJet200,1,L1_SingleJet200, 1,1,1,0.66,+/-,0.01,0.49,+/-,0.08,0.49,+/-,0.08,25.90%,+/-,9.52%
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.65,+/-,0.01,0.67,+/-,0.10,0.67,+/-,0.10,2.61%,+/-,14.27%
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|1000|1|1|1|1,1,1,0.65,+/-,0.01,0.69,+/-,0.10,0.69,+/-,0.10,5.59%,+/-,13.69%
HLT_HT575,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,35,35,0.64,+/-,0.01,21.11,+/-,0.55,0.60,+/-,0.02,5.26%,+/-,2.73%
HLT_PFMET300,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.63,+/-,0.01,0.66,+/-,0.10,0.66,+/-,0.10,3.54%,+/-,14.29%
HLT_Mu6_PFHT200_PFMET80_BTagCSV0p72,L1_Mu6_HTT100,1,L1_Mu6_HTT100, 1,1,1,0.61,+/-,0.01,0.46,+/-,0.08,0.46,+/-,0.08,25.40%,+/-,9.94%
HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.60,+/-,0.01,0.46,+/-,0.08,0.46,+/-,0.08,24.20%,+/-,10.26%
