Path,L1Path,L1Prescale(2e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(2e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq240,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,2.28,+/-,0.01,2.23,+/-,0.08,2.23,+/-,0.08,2.09%,+/-,3.28%
HLT_AK8PFJet360_TrimMass30,L1_SingleJet200 OR L1_SingleJet176,1 | 1,L1_SingleJet176 OR L1_SingleJet200, 1|1,1,1,2.26,+/-,0.01,2.16,+/-,0.07,2.16,+/-,0.07,4.23%,+/-,3.19%
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,L1_DoubleEG_15_10,1,L1_DoubleEG_15_10, 1,1,1,2.25,+/-,0.01,2.20,+/-,0.08,2.20,+/-,0.08,2.53%,+/-,3.28%
HLT_Ele115_CaloIdVT_GsfTrkIdT,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,2.20,+/-,0.01,2.04,+/-,0.07,2.04,+/-,0.07,6.84%,+/-,3.10%
HLT_Photon90_CaloIdL_PFHT500,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,2.17,+/-,0.01,2.10,+/-,0.07,2.10,+/-,0.07,3.25%,+/-,3.30%
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_SingleEG30 OR L1_SingleEG25 OR L1_SingleEG20 OR L1_DoubleEG_22_10 OR L1_SingleJet200, 1|1|1|1|1|1|1,1,1,2.10,+/-,0.01,2.07,+/-,0.07,2.07,+/-,0.07,1.57%,+/-,3.44%
HLT_Photon165_HE10,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40 OR L1_SingleJet200, -1||1|1,1,1,2.10,+/-,0.01,2.16,+/-,0.07,2.16,+/-,0.07,2.88%,+/-,3.38%
HLT_MET250,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,2.04,+/-,0.01,1.97,+/-,0.07,1.97,+/-,0.07,3.45%,+/-,3.39%
HLT_PFJet450,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,1,1,2.00,+/-,0.01,1.94,+/-,0.07,1.94,+/-,0.07,3.11%,+/-,3.44%
HLT_DiPFJetAve400,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,1,1,2.00,+/-,0.01,1.87,+/-,0.07,1.87,+/-,0.07,6.61%,+/-,3.26%
HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,1.99,+/-,0.01,2.01,+/-,0.07,2.01,+/-,0.07,1.00%,+/-,3.57%
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,1.98,+/-,0.01,1.91,+/-,0.07,1.91,+/-,0.07,3.81%,+/-,3.42%
HLT_HT400_DisplacedDijet40_Inclusive,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1|1|1,1,1,1.94,+/-,0.01,1.88,+/-,0.07,1.88,+/-,0.07,3.13%,+/-,3.50%
HLT_Photon175,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40 OR L1_SingleJet200, -1||1|1,1,1,1.91,+/-,0.01,1.97,+/-,0.07,1.97,+/-,0.07,2.90%,+/-,3.53%
HLT_Dimuon13_Upsilon,L1_DoubleMu_10_0_WdEta18,1,L1_DoubleMu_10_0_WdEta18, 1,1,1,1.90,+/-,0.01,1.80,+/-,0.07,1.80,+/-,0.07,5.38%,+/-,3.42%
HLT_IsoTrackHE,L1_SingleJet68,300,L1_SingleJet68, 300,1,1,1.89,+/-,0.01,1.97,+/-,0.07,1.97,+/-,0.07,3.92%,+/-,3.50%
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,L1_DoubleEG_22_10,1,L1_DoubleEG_22_10, 1,1,1,1.88,+/-,0.01,1.82,+/-,0.07,1.82,+/-,0.07,3.10%,+/-,3.55%
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p55,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,1.87,+/-,0.01,1.71,+/-,0.07,1.71,+/-,0.07,8.53%,+/-,3.27%
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,1.87,+/-,0.01,1.93,+/-,0.07,1.93,+/-,0.07,3.03%,+/-,3.56%
HLT_PFMET110_PFMHT110_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.85,+/-,0.01,1.87,+/-,0.07,1.87,+/-,0.07,0.81%,+/-,3.71%
HLT_PFJet400,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,2,2,1.85,+/-,0.01,3.43,+/-,0.09,1.72,+/-,0.05,7.33%,+/-,2.40%
HLT_Dimuon8_PsiPrime_Barrel,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 60,L1_DoubleMu0_Eta1p6_WdEta18, 1,1,1,1.82,+/-,0.01,1.77,+/-,0.07,1.77,+/-,0.07,2.96%,+/-,3.62%
HLT_Photon75_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,4,4,1.78,+/-,0.01,7.13,+/-,0.14,1.78,+/-,0.03,0.34%,+/-,1.95%
HLT_Photon90_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,2,2,1.77,+/-,0.01,3.51,+/-,0.09,1.76,+/-,0.05,0.95%,+/-,2.70%
HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 60,L1_DoubleMu0_Eta1p6_WdEta18, 1,14,14,1.77,+/-,0.01,24.89,+/-,0.25,1.78,+/-,0.02,0.36%,+/-,1.13%
HLT_PFHT650_WideJetMJJ900DEtaJJ1p5,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,1,1,1.76,+/-,0.01,1.64,+/-,0.06,1.64,+/-,0.06,7.01%,+/-,3.45%
HLT_DiPFJetAve160_HFJEC,L1_SingleJet128,1,L1_SingleJet128, 1,6,6,1.73,+/-,0.01,10.25,+/-,0.16,1.71,+/-,0.03,1.37%,+/-,1.62%
HLT_Mu40_TkMu11,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,1.71,+/-,0.01,1.70,+/-,0.07,1.70,+/-,0.07,0.54%,+/-,3.88%
HLT_Mu15_IsoVVVL_PFHT350,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,1.70,+/-,0.01,1.59,+/-,0.06,1.59,+/-,0.06,6.48%,+/-,3.54%
HLT_CaloJet500_NoJetID,L1_SingleJet200,1,L1_SingleJet200, 1,1,1,1.70,+/-,0.01,1.61,+/-,0.06,1.61,+/-,0.06,4.95%,+/-,3.64%
HLT_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.68,+/-,0.01,1.73,+/-,0.07,1.73,+/-,0.07,3.07%,+/-,3.76%
HLT_Dimuon0er16_Jpsi_NoVertexing,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu0,1 | 1 | 60,L1_DoubleMu0_Eta1p6_WdEta18_OS, 1,14,14,1.67,+/-,0.01,23.54,+/-,0.25,1.68,+/-,0.02,0.95%,+/-,1.15%
HLT_DiPFJetAve200,L1_SingleJet128,1,L1_SingleJet128, 1,35,35,1.66,+/-,0.01,57.01,+/-,0.38,1.63,+/-,0.01,1.67%,+/-,0.83%
HLT_LooseIsoPFTau50_Trk30_eta2p1,L1_QuadJetC36_TauJet52,3,L1_QuadJetC36_TauJet52, 3,4,4,1.65,+/-,0.01,6.50,+/-,0.13,1.63,+/-,0.03,1.69%,+/-,1.99%
HLT_MonoCentralPFJet80_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.63,+/-,0.01,1.69,+/-,0.07,1.69,+/-,0.07,3.49%,+/-,3.79%
HLT_PFMET170_JetIdCleaned,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,1.59,+/-,0.01,1.63,+/-,0.06,1.63,+/-,0.06,2.23%,+/-,3.91%
HLT_VBF_DisplacedJet40_Hadronic,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,1.57,+/-,0.01,1.39,+/-,0.06,1.39,+/-,0.06,11.55%,+/-,3.41%
HLT_IsoMu18_CentralPFJet30_BTagCSV07,L1_SingleMu16,1,L1_SingleMu16, 1,1,1,1.57,+/-,0.01,2.18,+/-,0.07,2.18,+/-,0.07,28.22%,+/-,2.49%
HLT_PFMET170_NoiseCleaned,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,1.56,+/-,0.01,1.59,+/-,0.06,1.59,+/-,0.06,2.38%,+/-,3.95%
HLT_IsoMu17_eta2p1_LooseIsoPFTau20_SingleL1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,1,1,1.55,+/-,0.01,1.93,+/-,0.07,1.93,+/-,0.07,19.72%,+/-,2.95%
HLT_Photon50_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,20,20,1.55,+/-,0.01,31.31,+/-,0.28,1.57,+/-,0.01,0.96%,+/-,1.04%
HLT_DoubleJetsC100_DoubleBTagCSV0p9_DoublePFJetsC100MaxDeta1p6,L1_DoubleJetC100,1,L1_DoubleJetC100, 1,1,1,1.54,+/-,0.01,1.53,+/-,0.06,1.53,+/-,0.06,0.70%,+/-,4.07%
HLT_DiPFJetAve320,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,4,4,1.54,+/-,0.01,5.77,+/-,0.12,1.44,+/-,0.03,6.07%,+/-,1.93%
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,1.50,+/-,0.01,1.51,+/-,0.06,1.51,+/-,0.06,0.78%,+/-,4.12%
HLT_Mu7p5_Track2_Jpsi,L1_SingleMu7 OR L1_SingleMu5,50 | 40,L1_SingleMu5 OR L1_SingleMu7, 40|50,1,1,1.48,+/-,0.01,1.40,+/-,0.06,1.40,+/-,0.06,5.32%,+/-,3.87%
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq460,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,1.48,+/-,0.01,1.51,+/-,0.06,1.51,+/-,0.06,1.75%,+/-,4.09%
HLT_Dimuon0_Jpsi_Muon,L1_TripleMu0,1,L1_TripleMu0, 1,1,1,1.45,+/-,0.01,1.36,+/-,0.06,1.36,+/-,0.06,6.73%,+/-,3.82%
HLT_Mu17_Photon30_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,1,1,1.38,+/-,0.01,1.32,+/-,0.06,1.32,+/-,0.06,4.24%,+/-,4.07%
HLT_PFHT400_SixJet30_BTagCSV0p55_2PFBTagCSV0p72,L1_HTT175,1,L1_HTT175, 1,1,1,1.37,+/-,0.01,1.29,+/-,0.06,1.29,+/-,0.06,5.48%,+/-,4.02%
HLT_PFHT650_WideJetMJJ950DEtaJJ1p5,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,1,1,1.35,+/-,0.01,1.26,+/-,0.06,1.26,+/-,0.06,6.63%,+/-,3.97%
HLT_PFMET120_PFMHT120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.33,+/-,0.01,1.37,+/-,0.06,1.37,+/-,0.06,2.92%,+/-,4.23%
HLT_Mu7p5_Track3p5_Jpsi,L1_SingleMu7 OR L1_SingleMu5,50 | 40,L1_SingleMu5 OR L1_SingleMu7, 40|50,1,1,1.31,+/-,0.01,1.25,+/-,0.06,1.25,+/-,0.06,4.49%,+/-,4.17%
HLT_L1SingleMu16,L1_SingleMu16,1,L1_SingleMu16, 1,2000,2000,1.31,+/-,0.01,2621.59,+/-,2.59,1.31,+/-,0.00,0.18%,+/-,0.59%
HLT_DiPFJetAve220_HFJEC,L1_SingleJet176,1,L1_SingleJet176, 1,1,1,1.30,+/-,0.01,1.18,+/-,0.06,1.18,+/-,0.06,9.25%,+/-,3.88%
HLT_PFHT450_SixJet40_PFBTagCSV0p72,L1_HTT175,1,L1_HTT175, 1,1,1,1.27,+/-,0.01,1.22,+/-,0.06,1.22,+/-,0.06,4.18%,+/-,4.25%
HLT_IsoMu20_eta2p1_LooseIsoPFTau20,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,1,1,1.27,+/-,0.01,1.52,+/-,0.06,1.52,+/-,0.06,16.39%,+/-,3.47%
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,1.26,+/-,0.01,1.21,+/-,0.06,1.21,+/-,0.06,3.83%,+/-,4.29%
HLT_MET300,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,1.25,+/-,0.01,1.20,+/-,0.06,1.20,+/-,0.06,4.57%,+/-,4.26%
HLT_IsoTrackHB,L1_SingleJet68,300,L1_SingleJet68, 300,1,1,1.25,+/-,0.01,1.27,+/-,0.06,1.27,+/-,0.06,1.82%,+/-,4.45%
HLT_TkMu20,L1_SingleMu16,1,L1_SingleMu16, 1,100,100,1.24,+/-,0.01,122.12,+/-,0.56,1.22,+/-,0.01,1.22%,+/-,0.75%
HLT_Ele23_WPLoose_Gsf_TriCentralPFJet50_40_30,L1_SingleEG20,1,L1_SingleEG20 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20 OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG25, 1|1|1|4|1|1,1,1,1.22,+/-,0.01,1.30,+/-,0.06,1.30,+/-,0.06,5.91%,+/-,4.22%
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_SingleEG30 OR L1_SingleEG25 OR L1_SingleEG20 OR L1_DoubleEG_22_10 OR L1_SingleJet200, 1|1|1|1|1|1|1,1,1,1.20,+/-,0.01,1.23,+/-,0.06,1.23,+/-,0.06,1.97%,+/-,4.52%
HLT_Ele23_CaloIdL_TrackIdL_IsoVL,L1_SingleEG20,1,L1_SingleEG20, 1,400,400,1.20,+/-,0.01,484.85,+/-,1.11,1.21,+/-,0.00,0.80%,+/-,0.64%
HLT_Photon120_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,1,1,1.16,+/-,0.01,1.16,+/-,0.05,1.16,+/-,0.05,0.01%,+/-,4.74%
HLT_PFJet500,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,1,1,1.15,+/-,0.01,1.12,+/-,0.05,1.12,+/-,0.05,2.12%,+/-,4.62%
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,1.14,+/-,0.01,1.09,+/-,0.05,1.09,+/-,0.05,4.48%,+/-,4.47%
HLT_DoubleJet90_Double30_TripleBTagCSV0p67,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 OR L1_TripleJet_84_68_48_VBF OR L1_DoubleJetC84 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1|1|1|1,1,1,1.13,+/-,0.01,1.08,+/-,0.05,1.08,+/-,0.05,5.05%,+/-,4.44%
HLT_Mu17_Mu8_SameSign_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,1.13,+/-,0.01,1.07,+/-,0.05,1.07,+/-,0.05,4.57%,+/-,4.49%
HLT_DoubleJet90_Double30_DoubleBTagCSV0p67,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 OR L1_TripleJet_84_68_48_VBF OR L1_DoubleJetC84 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1|1|1|1,7,7,1.12,+/-,0.01,7.74,+/-,0.14,1.11,+/-,0.02,1.08%,+/-,1.89%
HLT_Mu17_Photon35_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,1,1,1.11,+/-,0.01,1.10,+/-,0.05,1.10,+/-,0.05,1.54%,+/-,4.73%
HLT_PFHT350,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,180,180,1.10,+/-,0.01,194.19,+/-,0.71,1.08,+/-,0.00,2.35%,+/-,0.72%
HLT_JetE50_NoBPTX3BX_NoHalo,L1_SingleJetC32_NotBptxOR,1,L1_SingleJetC32_NotBptxOR, 1,1,1,1.10,+/-,0.01,1.17,+/-,0.05,1.17,+/-,0.05,6.08%,+/-,4.43%
HLT_IsoMu22_CentralPFJet30_BTagCSV07,L1_SingleMu20,1,L1_SingleMu20, 1,1,1,1.10,+/-,0.01,1.47,+/-,0.06,1.47,+/-,0.06,25.30%,+/-,3.16%
HLT_Photon90_CaloIdL_PFHT600,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,1.09,+/-,0.01,0.98,+/-,0.05,0.98,+/-,0.05,10.79%,+/-,4.13%
HLT_DoubleJetsC112_DoubleBTagCSV0p9_DoublePFJetsC112MaxDeta1p6,L1_DoubleJetC112,1,L1_DoubleJetC112, 1,1,1,1.07,+/-,0.01,1.07,+/-,0.05,1.07,+/-,0.05,0.33%,+/-,4.91%
HLT_IsoMu17_eta2p1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,30,30,1.05,+/-,0.01,38.57,+/-,0.31,1.29,+/-,0.01,17.98%,+/-,0.85%
HLT_QuadJet45_TripleBTagCSV0p67,L1_QuadJetC60 OR L1_HTT175,1 | 1,L1_HTT175 OR L1_QuadJetC60 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_QuadJetC40, 1|1|1|1|1|1,1,1,1.05,+/-,0.01,0.98,+/-,0.05,0.98,+/-,0.05,5.96%,+/-,4.56%
HLT_Ele15_IsoVVVL_BTagCSV0p72_PFHT400,L1_SingleEG5,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,1.03,+/-,0.01,0.96,+/-,0.05,0.96,+/-,0.05,6.36%,+/-,4.57%
HLT_Mu16_TkMu0_dEta18_Phi,L1_SingleMu16 OR L1_SingleMu14er,1 | 75,L1_SingleMu14er OR L1_SingleMu16, 75|1,1,1,1.02,+/-,0.01,1.04,+/-,0.05,1.04,+/-,0.05,1.39%,+/-,4.94%
HLT_Ele27_WPLoose_Gsf_TriCentralPFJet50_40_30,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 4,L1_SingleIsoEG20er OR L1_SingleEG20 OR L1_SingleEG25, 4|1|1,1,1,1.02,+/-,0.01,1.07,+/-,0.05,1.07,+/-,0.05,5.32%,+/-,4.67%
HLT_Photon250_NoHE,L1_SingleEG40 OR L1_SingleJet200,1 | 1,L1_SingleEG40 OR L1_SingleJet200, 1|1,1,1,1.02,+/-,0.01,1.02,+/-,0.05,1.02,+/-,0.05,0.60%,+/-,5.02%
HLT_Dimuon13_PsiPrime,L1_DoubleMu_10_0_WdEta18,1,L1_DoubleMu_10_0_WdEta18, 1,1,1,1.02,+/-,0.01,1.04,+/-,0.05,1.04,+/-,0.05,2.57%,+/-,4.87%
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p51,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,0.99,+/-,0.01,0.93,+/-,0.05,0.93,+/-,0.05,6.13%,+/-,4.67%
HLT_IsoMu17_eta2p1_LooseIsoPFTau20,L1_Mu16er_TauJet20er,1,L1_Mu16er_TauJet20er, 1,1,1,0.99,+/-,0.01,1.24,+/-,0.06,1.24,+/-,0.06,20.24%,+/-,3.66%
HLT_VBF_DisplacedJet40_TightID_Hadronic,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.99,+/-,0.01,0.84,+/-,0.05,0.84,+/-,0.05,15.46%,+/-,4.01%
HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.99,+/-,0.01,0.95,+/-,0.05,0.95,+/-,0.05,4.12%,+/-,4.83%
HLT_QuadJet45_DoubleBTagCSV0p67,L1_QuadJetC60 OR L1_HTT175,1 | 1,L1_HTT175 OR L1_QuadJetC60 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_QuadJetC40, 1|1|1|1|1|1,7,7,0.97,+/-,0.01,6.68,+/-,0.13,0.95,+/-,0.02,1.81%,+/-,2.01%
HLT_PFHT400,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,120,120,0.97,+/-,0.01,113.48,+/-,0.54,0.95,+/-,0.00,2.08%,+/-,0.82%
HLT_DoublePhoton60,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,0.96,+/-,0.01,0.90,+/-,0.05,0.90,+/-,0.05,6.12%,+/-,4.76%
HLT_PFHT475,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,60,60,0.95,+/-,0.01,55.88,+/-,0.38,0.93,+/-,0.01,2.06%,+/-,0.94%
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG20,1,L1_SingleEG20, 1,12,12,0.94,+/-,0.01,11.43,+/-,0.17,0.95,+/-,0.01,1.48%,+/-,1.62%
HLT_Mu17_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,L1_Mu12_EG10,1,L1_Mu12_EG10, 1,1,1,0.93,+/-,0.01,1.00,+/-,0.05,1.00,+/-,0.05,7.39%,+/-,4.73%
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,0.93,+/-,0.01,0.87,+/-,0.05,0.87,+/-,0.05,6.32%,+/-,4.82%
HLT_Dimuon0_Upsilon_Muon,L1_TripleMu0,1,L1_TripleMu0, 1,1,1,0.92,+/-,0.01,0.83,+/-,0.05,0.83,+/-,0.05,9.80%,+/-,4.57%
HLT_Mu10_CentralPFJet30_BTagCSV0p54PF,,,L1_Jet32_DoubleMu_Open_10_MuMuNotWdPhi23_JetMuWdPhi1, 1,22,22,0.92,+/-,0.01,19.72,+/-,0.22,0.90,+/-,0.01,2.47%,+/-,1.29%
HLT_PFJet200,L1_SingleJet128,1,L1_SingleJet128, 1,120,120,0.91,+/-,0.01,106.28,+/-,0.52,0.89,+/-,0.00,2.18%,+/-,0.84%
HLT_DoubleIsoMu17_eta2p1,L1_DoubleMu_12_5,1,L1_DoubleMu_12_5, 1,1,1,0.90,+/-,0.01,1.04,+/-,0.05,1.04,+/-,0.05,12.75%,+/-,4.38%
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p52,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,0.90,+/-,0.01,0.88,+/-,0.05,0.88,+/-,0.05,2.53%,+/-,5.19%
