Path,,Data Rate (Hz),,,Data Rate scaled (Hz),,,Steam Rate (Hz),,,Data - Steam (Hz),,,(Data - Steam)/Steam
HLT_L1SingleMuOpen,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,999.000000,+/-,0.000000
HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV0p54PF,0.850000,+/-,0.018894,0.921013,+/-,0.020472,0.000000,+/-,0.000000,0.921013,+/-,0.020472,999.000000,+/-,0.000000
HLT_DoubleJetsC100_DoubleBTagCSV0p85_DoublePFJetsC160,0.940000,+/-,0.019897,1.018532,+/-,0.021559,0.000000,+/-,0.000000,1.018532,+/-,0.021559,999.000000,+/-,0.000000
HLT_Photon36,0.530000,+/-,0.014955,0.574279,+/-,0.016204,0.000000,+/-,0.000000,0.574279,+/-,0.016204,999.000000,+/-,0.000000
HLT_Mu12_Photon25_CaloIdL_L1OR,3.700000,+/-,0.039447,4.009117,+/-,0.042742,0.000000,+/-,0.000000,4.009117,+/-,0.042742,999.000000,+/-,0.000000
HLT_QuadJet45_TripleBTagCSV0p67,1.100000,+/-,0.021536,1.191900,+/-,0.023335,0.000000,+/-,0.000000,1.191900,+/-,0.023335,999.000000,+/-,0.000000
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF,0.130000,+/-,0.007468,0.140861,+/-,0.008092,0.000000,+/-,0.000000,0.140861,+/-,0.008092,999.000000,+/-,0.000000
HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50,1.080000,+/-,0.021354,1.170229,+/-,0.023138,0.000000,+/-,0.000000,1.170229,+/-,0.023138,999.000000,+/-,0.000000
HLT_AK8PFHT700_TrimR0p1PT0p03Mass50,4.040000,+/-,0.041216,4.377522,+/-,0.044659,0.000000,+/-,0.000000,4.377522,+/-,0.044659,999.000000,+/-,0.000000
HLT_Ele22_eta2p1_WPTight_Gsf,28.950000,+/-,0.110352,31.368629,+/-,0.119571,0.000000,+/-,0.000000,31.368629,+/-,0.119571,999.000000,+/-,0.000000
HLT_HT325,0.470000,+/-,0.014031,0.509266,+/-,0.015204,0.000000,+/-,0.000000,0.509266,+/-,0.015204,999.000000,+/-,0.000000
HLT_EcalCalibration,98.600000,+/-,0.203644,106.837541,+/-,0.220658,0.000000,+/-,0.000000,106.837541,+/-,0.220658,999.000000,+/-,0.000000
HLT_PFHT200,0.540000,+/-,0.015047,0.585114,+/-,0.016304,0.000000,+/-,0.000000,0.585114,+/-,0.016304,999.000000,+/-,0.000000
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52,0.520000,+/-,0.014791,0.563443,+/-,0.016027,0.000000,+/-,0.000000,0.563443,+/-,0.016027,999.000000,+/-,0.000000
HLT_AK4CaloJet40,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,999.000000,+/-,0.000000
HLT_PFHT650_WideJetMJJ950DEtaJJ1p5,1.470000,+/-,0.024858,1.592811,+/-,0.026935,0.000000,+/-,0.000000,1.592811,+/-,0.026935,999.000000,+/-,0.000000
HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15,3.740000,+/-,0.039642,4.052458,+/-,0.042954,0.000000,+/-,0.000000,4.052458,+/-,0.042954,999.000000,+/-,0.000000
HLT_Mu15_IsoVVVL_PFHT600,0.270000,+/-,0.010698,0.292557,+/-,0.011592,0.000000,+/-,0.000000,0.292557,+/-,0.011592,999.000000,+/-,0.000000
HLT_Mu25_TkMu0_dEta18_Onia,0.850000,+/-,0.018866,0.921013,+/-,0.020442,0.000000,+/-,0.000000,0.921013,+/-,0.020442,999.000000,+/-,0.000000
HLT_L1SingleMuOpen_DT,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,999.000000,+/-,0.000000
HLT_RsqMR240_Rsq0p09_MR200,3.190000,+/-,0.036606,3.456509,+/-,0.039665,0.000000,+/-,0.000000,3.456509,+/-,0.039665,999.000000,+/-,0.000000
HLT_AK8DiPFJet280_200_TrimMass30_BTagCSV0p45,6.110000,+/-,0.050708,6.620460,+/-,0.054944,0.000000,+/-,0.000000,6.620460,+/-,0.054944,999.000000,+/-,0.000000
HLT_PFHT400_SixJet30_BTagCSV0p55_2PFBTagCSV0p72,1.480000,+/-,0.024984,1.603647,+/-,0.027072,0.000000,+/-,0.000000,1.603647,+/-,0.027072,999.000000,+/-,0.000000
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53,1.190000,+/-,0.022389,1.289419,+/-,0.024260,0.000000,+/-,0.000000,1.289419,+/-,0.024260,999.000000,+/-,0.000000
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54,0.820000,+/-,0.018588,0.888507,+/-,0.020141,0.000000,+/-,0.000000,0.888507,+/-,0.020141,999.000000,+/-,0.000000
HLT_IsoMu24_eta2p1_TriCentralPFJet30,0.390000,+/-,0.012782,0.422583,+/-,0.013850,0.000000,+/-,0.000000,0.422583,+/-,0.013850,999.000000,+/-,0.000000
HLT_Mu17_Photon35_CaloIdL_L1ISO,1.200000,+/-,0.022439,1.300254,+/-,0.024313,0.000000,+/-,0.000000,1.300254,+/-,0.024313,999.000000,+/-,0.000000
HLT_HcalNZS,6.960000,+/-,0.054115,7.541473,+/-,0.058636,0.000000,+/-,0.000000,7.541473,+/-,0.058636,999.000000,+/-,0.000000
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ,3.060000,+/-,0.035874,3.315648,+/-,0.038871,0.000000,+/-,0.000000,3.315648,+/-,0.038871,999.000000,+/-,0.000000
HLT_HT425,0.460000,+/-,0.013952,0.498431,+/-,0.015118,0.000000,+/-,0.000000,0.498431,+/-,0.015118,999.000000,+/-,0.000000
HLT_PFHT475,1.040000,+/-,0.020896,1.126887,+/-,0.022642,0.000000,+/-,0.000000,1.126887,+/-,0.022642,999.000000,+/-,0.000000
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Loose,0.790000,+/-,0.018278,0.856001,+/-,0.019805,0.000000,+/-,0.000000,0.856001,+/-,0.019805,999.000000,+/-,0.000000
HLT_Mu40_eta2p1_PFJet200_PFJet50,0.560000,+/-,0.015327,0.606785,+/-,0.016607,0.000000,+/-,0.000000,0.606785,+/-,0.016607,999.000000,+/-,0.000000
HLT_PFJet450,2.180000,+/-,0.030301,2.362128,+/-,0.032833,0.000000,+/-,0.000000,2.362128,+/-,0.032833,999.000000,+/-,0.000000
HLT_PFHT800,5.580000,+/-,0.048438,6.046181,+/-,0.052484,0.000000,+/-,0.000000,6.046181,+/-,0.052484,999.000000,+/-,0.000000
HLT_HIL3Mu3BPTX,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,999.000000,+/-,0.000000
HLT_DiPFJetAve80,0.310000,+/-,0.011373,0.335899,+/-,0.012323,0.000000,+/-,0.000000,0.335899,+/-,0.012323,999.000000,+/-,0.000000
HLT_Ele30WP60_Ele8_Mass55,4.650000,+/-,0.044240,5.038484,+/-,0.047936,0.000000,+/-,0.000000,5.038484,+/-,0.047936,999.000000,+/-,0.000000
HLT_Mu24_TrkIsoVVL,0.490000,+/-,0.014301,0.530937,+/-,0.015496,0.000000,+/-,0.000000,0.530937,+/-,0.015496,999.000000,+/-,0.000000
HLT_Mu16_eta2p1_MET30_JetIdCleaned,1.020000,+/-,0.020679,1.105216,+/-,0.022407,0.000000,+/-,0.000000,1.105216,+/-,0.022407,999.000000,+/-,0.000000
HLT_Ele23_WPLoose_Gsf_TriCentralPFJet50_40_30,1.330000,+/-,0.023693,1.441115,+/-,0.025673,0.000000,+/-,0.000000,1.441115,+/-,0.025673,999.000000,+/-,0.000000
HLT_PFHT400_SixJet30,0.450000,+/-,0.013757,0.487595,+/-,0.014906,0.000000,+/-,0.000000,0.487595,+/-,0.014906,999.000000,+/-,0.000000
HLT_DoubleIsoMu17_eta2p1,0.980000,+/-,0.020307,1.061874,+/-,0.022003,0.000000,+/-,0.000000,1.061874,+/-,0.022003,999.000000,+/-,0.000000
AlCa_LumiPixels_ZeroBias,389.350000,+/-,0.404666,421.878262,+/-,0.438473,0.000000,+/-,0.000000,421.878262,+/-,0.438473,999.000000,+/-,0.000000
HLT_IsoMu17_eta2p1_LooseIsoPFTau20,1.050000,+/-,0.020992,1.137722,+/-,0.022745,0.000000,+/-,0.000000,1.137722,+/-,0.022745,999.000000,+/-,0.000000
HLT_Dimuon20_Jpsi,2.760000,+/-,0.034074,2.990584,+/-,0.036921,0.000000,+/-,0.000000,2.990584,+/-,0.036921,999.000000,+/-,0.000000
HLT_IsoMu18,33.980000,+/-,0.119540,36.818860,+/-,0.129527,0.000000,+/-,0.000000,36.818860,+/-,0.129527,999.000000,+/-,0.000000
HLT_Ele17_CaloIdL_TrackIdL_IsoVL,27.860000,+/-,0.108247,30.187565,+/-,0.117291,0.000000,+/-,0.000000,30.187565,+/-,0.117291,999.000000,+/-,0.000000
HLT_IsoTkMu24_eta2p1,18.410000,+/-,0.087990,19.948064,+/-,0.095342,0.000000,+/-,0.000000,19.948064,+/-,0.095342,999.000000,+/-,0.000000
HLT_PFHT650,3.090000,+/-,0.036050,3.348154,+/-,0.039062,0.000000,+/-,0.000000,3.348154,+/-,0.039062,999.000000,+/-,0.000000
HLTriggerFirstPath (2010592),0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,999.000000,+/-,0.000000
HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq240,2.470000,+/-,0.032252,2.676356,+/-,0.034947,0.000000,+/-,0.000000,2.676356,+/-,0.034947,999.000000,+/-,0.000000
HLT_Mu350,0.020000,+/-,0.002801,0.021671,+/-,0.003035,0.000000,+/-,0.000000,0.021671,+/-,0.003035,999.000000,+/-,0.000000
HLT_L2DoubleMu23_NoVertex,0.050000,+/-,0.004704,0.054177,+/-,0.005097,0.000000,+/-,0.000000,0.054177,+/-,0.005097,999.000000,+/-,0.000000
HLT_TkMu27,0.700000,+/-,0.017104,0.758482,+/-,0.018533,0.000000,+/-,0.000000,0.758482,+/-,0.018533,999.000000,+/-,0.000000
HLT_PFJet320,3.010000,+/-,0.035570,3.261471,+/-,0.038541,0.000000,+/-,0.000000,3.261471,+/-,0.038541,999.000000,+/-,0.000000
HLT_TkMu20,1.340000,+/-,0.023762,1.451950,+/-,0.025748,0.000000,+/-,0.000000,1.451950,+/-,0.025748,999.000000,+/-,0.000000
HLT_TripleMu_12_10_5,0.360000,+/-,0.012305,0.390076,+/-,0.013333,0.000000,+/-,0.000000,0.390076,+/-,0.013333,999.000000,+/-,0.000000
HLT_Ele33_CaloIdM_TrackIdM_PFJet30,0.500000,+/-,0.014488,0.541773,+/-,0.015699,0.000000,+/-,0.000000,0.541773,+/-,0.015699,999.000000,+/-,0.000000
HLT_Photon120_R9Id90_HE10_IsoM,1.270000,+/-,0.023079,1.376102,+/-,0.025008,0.000000,+/-,0.000000,1.376102,+/-,0.025008,999.000000,+/-,0.000000
HLT_HcalUTCA,0.060000,+/-,0.005222,0.065013,+/-,0.005659,0.000000,+/-,0.000000,0.065013,+/-,0.005659,999.000000,+/-,0.000000
HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1,4.580000,+/-,0.043899,4.962636,+/-,0.047566,0.000000,+/-,0.000000,4.962636,+/-,0.047566,999.000000,+/-,0.000000
HLT_DiPFJetAve80_HFJEC,0.290000,+/-,0.011097,0.314228,+/-,0.012024,0.000000,+/-,0.000000,0.314228,+/-,0.012024,999.000000,+/-,0.000000
HLT_BTagMu_DiJet40_Mu5,5.950000,+/-,0.050030,6.447093,+/-,0.054210,0.000000,+/-,0.000000,6.447093,+/-,0.054210,999.000000,+/-,0.000000
HLT_Ele8_CaloIdM_TrackIdM_PFJet30,0.030000,+/-,0.003560,0.032506,+/-,0.003858,0.000000,+/-,0.000000,0.032506,+/-,0.003858,999.000000,+/-,0.000000
HLT_DiPFJetAve140,0.400000,+/-,0.012998,0.433418,+/-,0.014084,0.000000,+/-,0.000000,0.433418,+/-,0.014084,999.000000,+/-,0.000000
HLT_Photon90,0.310000,+/-,0.011458,0.335899,+/-,0.012415,0.000000,+/-,0.000000,0.335899,+/-,0.012415,999.000000,+/-,0.000000
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140_JetIdCleaned,0.080000,+/-,0.005866,0.086684,+/-,0.006356,0.000000,+/-,0.000000,0.086684,+/-,0.006356,999.000000,+/-,0.000000
HLT_DiPFJetAve60,16.990000,+/-,0.084525,18.409430,+/-,0.091587,0.000000,+/-,0.000000,18.409430,+/-,0.091587,999.000000,+/-,0.000000
HLT_Rsq0p25,0.320000,+/-,0.011654,0.346734,+/-,0.012627,0.000000,+/-,0.000000,0.346734,+/-,0.012627,999.000000,+/-,0.000000
HLT_PFJet400,1.990000,+/-,0.028907,2.156255,+/-,0.031323,0.000000,+/-,0.000000,2.156255,+/-,0.031323,999.000000,+/-,0.000000
HLT_TkMu24_eta2p1,0.640000,+/-,0.016357,0.693469,+/-,0.017723,0.000000,+/-,0.000000,0.693469,+/-,0.017723,999.000000,+/-,0.000000
HLT_Mu16_TkMu0_dEta18_Phi,1.110000,+/-,0.021571,1.202735,+/-,0.023373,0.000000,+/-,0.000000,1.202735,+/-,0.023373,999.000000,+/-,0.000000
AlCa_EcalPhiSym,17518.460000,+/-,2.714394,18982.040453,+/-,2.941169,0.000000,+/-,0.000000,18982.040453,+/-,2.941169,999.000000,+/-,0.000000
HLT_MonoCentralPFJet80_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,1.820000,+/-,0.027649,1.972052,+/-,0.029959,0.000000,+/-,0.000000,1.972052,+/-,0.029959,999.000000,+/-,0.000000
HLT_Photon75,0.290000,+/-,0.011072,0.314228,+/-,0.011997,0.000000,+/-,0.000000,0.314228,+/-,0.011997,999.000000,+/-,0.000000
HLT_DiPFJetAve300_HFJEC,0.130000,+/-,0.007325,0.140861,+/-,0.007937,0.000000,+/-,0.000000,0.140861,+/-,0.007937,999.000000,+/-,0.000000
HLT_Mu33NoFiltersNoVtxDisplaced_Photon33_CaloIdL,0.190000,+/-,0.008878,0.205874,+/-,0.009620,0.000000,+/-,0.000000,0.205874,+/-,0.009620,999.000000,+/-,0.000000
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx,0.150000,+/-,0.007961,0.162532,+/-,0.008626,0.000000,+/-,0.000000,0.162532,+/-,0.008626,999.000000,+/-,0.000000
HLT_PFMET170_NoiseCleaned,1.820000,+/-,0.027642,1.972052,+/-,0.029952,0.000000,+/-,0.000000,1.972052,+/-,0.029952,999.000000,+/-,0.000000
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF,0.490000,+/-,0.014406,0.530937,+/-,0.015609,0.000000,+/-,0.000000,0.530937,+/-,0.015609,999.000000,+/-,0.000000
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight,0.450000,+/-,0.013809,0.487595,+/-,0.014962,0.000000,+/-,0.000000,0.487595,+/-,0.014962,999.000000,+/-,0.000000
HLT_PFMET400_JetIdCleaned,0.140000,+/-,0.007814,0.151696,+/-,0.008467,0.000000,+/-,0.000000,0.151696,+/-,0.008467,999.000000,+/-,0.000000
HLT_BTagMu_DiJet110_Mu5,5.530000,+/-,0.048220,5.992004,+/-,0.052249,0.000000,+/-,0.000000,5.992004,+/-,0.052249,999.000000,+/-,0.000000
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,3.800000,+/-,0.039996,4.117471,+/-,0.043337,0.000000,+/-,0.000000,4.117471,+/-,0.043337,999.000000,+/-,0.000000
HLT_DoubleMu18NoFiltersNoVtx,0.150000,+/-,0.008029,0.162532,+/-,0.008700,0.000000,+/-,0.000000,0.162532,+/-,0.008700,999.000000,+/-,0.000000
HLT_BTagMu_DiJet20_Mu5,25.430000,+/-,0.103416,27.554550,+/-,0.112056,0.000000,+/-,0.000000,27.554550,+/-,0.112056,999.000000,+/-,0.000000
HLT_Photon500,0.020000,+/-,0.002828,0.021671,+/-,0.003065,0.000000,+/-,0.000000,0.021671,+/-,0.003065,999.000000,+/-,0.000000
HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15,2.180000,+/-,0.030260,2.362128,+/-,0.032788,0.000000,+/-,0.000000,2.362128,+/-,0.032788,999.000000,+/-,0.000000
AlCa_Ele27_WPVeryLoose_Gsf,86.580000,+/-,0.190825,93.813330,+/-,0.206767,0.000000,+/-,0.000000,93.813330,+/-,0.206767,999.000000,+/-,0.000000
HLT_IsoTkMu20_eta2p1,24.110000,+/-,0.100699,26.124271,+/-,0.109112,0.000000,+/-,0.000000,26.124271,+/-,0.109112,999.000000,+/-,0.000000
HLT_IsoTkMu20,27.020000,+/-,0.106604,29.277387,+/-,0.115510,0.000000,+/-,0.000000,29.277387,+/-,0.115510,999.000000,+/-,0.000000
HLT_Ele30WP60_SC4_Mass55,10.140000,+/-,0.065304,10.987147,+/-,0.070760,0.000000,+/-,0.000000,10.987147,+/-,0.070760,999.000000,+/-,0.000000
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58,0.970000,+/-,0.020156,1.051039,+/-,0.021840,0.000000,+/-,0.000000,1.051039,+/-,0.021840,999.000000,+/-,0.000000
HLT_L2Mu10,5.460000,+/-,0.047917,5.916156,+/-,0.051920,0.000000,+/-,0.000000,5.916156,+/-,0.051920,999.000000,+/-,0.000000
HLT_MET250,2.270000,+/-,0.030931,2.459647,+/-,0.033515,0.000000,+/-,0.000000,2.459647,+/-,0.033515,999.000000,+/-,0.000000
HLT_DiMu9_Ele9_CaloIdL_TrackIdL,0.300000,+/-,0.011243,0.325064,+/-,0.012182,0.000000,+/-,0.000000,0.325064,+/-,0.012182,999.000000,+/-,0.000000
HLT_IsoMu18_CentralPFJet30_BTagCSV07,1.670000,+/-,0.026465,1.809520,+/-,0.028676,0.000000,+/-,0.000000,1.809520,+/-,0.028676,999.000000,+/-,0.000000
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p55,1.970000,+/-,0.028803,2.134584,+/-,0.031209,0.000000,+/-,0.000000,2.134584,+/-,0.031209,999.000000,+/-,0.000000
HLT_Mu27,0.720000,+/-,0.017457,0.780152,+/-,0.018916,0.000000,+/-,0.000000,0.780152,+/-,0.018916,999.000000,+/-,0.000000
HLT_L1SingleMu16,1.430000,+/-,0.024524,1.549469,+/-,0.026573,0.000000,+/-,0.000000,1.549469,+/-,0.026573,999.000000,+/-,0.000000
HLT_Mu24,0.560000,+/-,0.015321,0.606785,+/-,0.016601,0.000000,+/-,0.000000,0.606785,+/-,0.016601,999.000000,+/-,0.000000
AlCa_EcalPi0EBonly,14140.810000,+/-,2.438721,15322.204547,+/-,2.642464,0.000000,+/-,0.000000,15322.204547,+/-,2.642464,999.000000,+/-,0.000000
HLT_Mu20,6.980000,+/-,0.054166,7.563144,+/-,0.058691,0.000000,+/-,0.000000,7.563144,+/-,0.058691,999.000000,+/-,0.000000
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300,0.680000,+/-,0.016905,0.736811,+/-,0.018318,0.000000,+/-,0.000000,0.736811,+/-,0.018318,999.000000,+/-,0.000000
HLT_Mu7p5_Track7_Upsilon,0.060000,+/-,0.005053,0.065013,+/-,0.005475,0.000000,+/-,0.000000,0.065013,+/-,0.005475,999.000000,+/-,0.000000
HLT_Photon50_R9Id90_HE10_IsoM,1.670000,+/-,0.026508,1.809520,+/-,0.028723,0.000000,+/-,0.000000,1.809520,+/-,0.028723,999.000000,+/-,0.000000
HLT_Mu6_PFHT200_PFMET100_JetIdCleaned,0.350000,+/-,0.012163,0.379241,+/-,0.013180,0.000000,+/-,0.000000,0.379241,+/-,0.013180,999.000000,+/-,0.000000
HLT_MET75_IsoTrk50,0.210000,+/-,0.009345,0.227544,+/-,0.010126,0.000000,+/-,0.000000,0.227544,+/-,0.010126,999.000000,+/-,0.000000
HLT_Random,4.770000,+/-,0.044771,5.168510,+/-,0.048512,0.000000,+/-,0.000000,5.168510,+/-,0.048512,999.000000,+/-,0.000000
HLT_Mu17_Mu8_SameSign_DZ,1.240000,+/-,0.022842,1.343596,+/-,0.024750,0.000000,+/-,0.000000,1.343596,+/-,0.024750,999.000000,+/-,0.000000
HLT_L2Mu10_NoVertex_NoBPTX,2.590000,+/-,0.032997,2.806382,+/-,0.035754,0.000000,+/-,0.000000,2.806382,+/-,0.035754,999.000000,+/-,0.000000
HLT_QuadMuon0_Dimuon0_Jpsi,0.030000,+/-,0.003441,0.032506,+/-,0.003729,0.000000,+/-,0.000000,0.032506,+/-,0.003729,999.000000,+/-,0.000000
HLT_Ele32_eta2p1_WPLoose_Gsf_TriCentralPFJet50_40_30,0.580000,+/-,0.015619,0.628456,+/-,0.016924,0.000000,+/-,0.000000,0.628456,+/-,0.016924,999.000000,+/-,0.000000
HLT_PFHT200_PFAlphaT0p51,0.270000,+/-,0.010715,0.292557,+/-,0.011610,0.000000,+/-,0.000000,0.292557,+/-,0.011610,999.000000,+/-,0.000000
HLT_Mu24_eta2p1,0.680000,+/-,0.016942,0.736811,+/-,0.018357,0.000000,+/-,0.000000,0.736811,+/-,0.018357,999.000000,+/-,0.000000
HLT_HIL1DoubleMu0BPTX,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,999.000000,+/-,0.000000
HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau20,2.920000,+/-,0.035036,3.163952,+/-,0.037963,0.000000,+/-,0.000000,3.163952,+/-,0.037963,999.000000,+/-,0.000000
HLT_HT350_DisplacedDijet80_Tight_DisplacedTrack,0.040000,+/-,0.004082,0.043342,+/-,0.004424,0.000000,+/-,0.000000,0.043342,+/-,0.004424,999.000000,+/-,0.000000
HLT_PFMET170_JetIdCleaned,1.870000,+/-,0.028055,2.026229,+/-,0.030398,0.000000,+/-,0.000000,2.026229,+/-,0.030398,999.000000,+/-,0.000000
HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_JetIdCleaned,0.060000,+/-,0.004915,0.065013,+/-,0.005326,0.000000,+/-,0.000000,0.065013,+/-,0.005326,999.000000,+/-,0.000000
HLT_HT200,0.520000,+/-,0.014779,0.563443,+/-,0.016014,0.000000,+/-,0.000000,0.563443,+/-,0.016014,999.000000,+/-,0.000000
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,2.400000,+/-,0.031789,2.600508,+/-,0.034445,0.000000,+/-,0.000000,2.600508,+/-,0.034445,999.000000,+/-,0.000000
HLT_Mu16_TkMu0_dEta18_Onia,3.680000,+/-,0.039327,3.987446,+/-,0.042613,0.000000,+/-,0.000000,3.987446,+/-,0.042613,999.000000,+/-,0.000000
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p52,0.920000,+/-,0.019704,0.996861,+/-,0.021350,0.000000,+/-,0.000000,0.996861,+/-,0.021350,999.000000,+/-,0.000000
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53,0.730000,+/-,0.017541,0.790988,+/-,0.019006,0.000000,+/-,0.000000,0.790988,+/-,0.019006,999.000000,+/-,0.000000
HLT_DiPFJetAve320,1.630000,+/-,0.026165,1.766178,+/-,0.028351,0.000000,+/-,0.000000,1.766178,+/-,0.028351,999.000000,+/-,0.000000
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW,1.270000,+/-,0.023079,1.376102,+/-,0.025008,0.000000,+/-,0.000000,1.376102,+/-,0.025008,999.000000,+/-,0.000000
HLT_AK8PFJet360_TrimMass30,2.430000,+/-,0.031938,2.633014,+/-,0.034606,0.000000,+/-,0.000000,2.633014,+/-,0.034606,999.000000,+/-,0.000000
HLT_HISinglePhoton40,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,999.000000,+/-,0.000000
HLT_Mu14er_PFMET100_JetIdCleaned,0.330000,+/-,0.011801,0.357570,+/-,0.012787,0.000000,+/-,0.000000,0.357570,+/-,0.012787,999.000000,+/-,0.000000
HLT_Photon90_R9Id90_HE10_IsoM,1.910000,+/-,0.028359,2.069571,+/-,0.030729,0.000000,+/-,0.000000,2.069571,+/-,0.030729,999.000000,+/-,0.000000
AlCa_EcalEtaEBonly,3766.060000,+/-,1.258544,4080.695636,+/-,1.363689,0.000000,+/-,0.000000,4080.695636,+/-,1.363689,999.000000,+/-,0.000000
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET120_JetIdCleaned,0.410000,+/-,0.013117,0.444253,+/-,0.014213,0.000000,+/-,0.000000,0.444253,+/-,0.014213,999.000000,+/-,0.000000
HLT_ZeroBias_part0,219.000000,+/-,0.303491,237.296364,+/-,0.328846,0.000000,+/-,0.000000,237.296364,+/-,0.328846,999.000000,+/-,0.000000
HLT_ZeroBias_part1,219.030000,+/-,0.303516,237.328870,+/-,0.328873,0.000000,+/-,0.000000,237.328870,+/-,0.328873,999.000000,+/-,0.000000
HLT_ZeroBias_part2,219.010000,+/-,0.303496,237.307199,+/-,0.328851,0.000000,+/-,0.000000,237.307199,+/-,0.328851,999.000000,+/-,0.000000
HLT_DiPFJetAve500,0.690000,+/-,0.017023,0.747646,+/-,0.018445,0.000000,+/-,0.000000,0.747646,+/-,0.018445,999.000000,+/-,0.000000
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF,1.400000,+/-,0.024228,1.516963,+/-,0.026252,0.000000,+/-,0.000000,1.516963,+/-,0.026252,999.000000,+/-,0.000000
HLT_Mu12_Photon25_CaloIdL,0.010000,+/-,0.002673,0.010835,+/-,0.002896,0.000000,+/-,0.000000,0.010835,+/-,0.002896,999.000000,+/-,0.000000
HLT_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,1.880000,+/-,0.028141,2.037065,+/-,0.030492,0.000000,+/-,0.000000,2.037065,+/-,0.030492,999.000000,+/-,0.000000
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40,0.660000,+/-,0.016683,0.715140,+/-,0.018077,0.000000,+/-,0.000000,0.715140,+/-,0.018077,999.000000,+/-,0.000000
HLT_HISinglePhoton20ForEndOfFill,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,0.000000,+/-,0.000000,999.000000,+/-,0.000000
HLT_PFHT600,3.670000,+/-,0.039313,3.976610,+/-,0.042597,0.000000,+/-,0.000000,3.976610,+/-,0.042597,999.000000,+/-,0.000000
HLT_IsoTrackHB,1.100000,+/-,0.021523,1.191900,+/-,0.023321,0.000000,+/-,0.000000,1.191900,+/-,0.023321,999.000000,+/-,0.000000
HLT_IsoTrackHE,1.530000,+/-,0.025394,1.657824,+/-,0.027516,0.000000,+/-,0.000000,1.657824,+/-,0.027516,999.000000,+/-,0.000000
HLT_Photon30,0.470000,+/-,0.013994,0.509266,+/-,0.015163,0.000000,+/-,0.000000,0.509266,+/-,0.015163,999.000000,+/-,0.000000
HLT_PFJet500,1.260000,+/-,0.023008,1.365267,+/-,0.024930,0.000000,+/-,0.000000,1.365267,+/-,0.024930,999.000000,+/-,0.000000
HLT_Mu7p5_L2Mu2_Upsilon,0.400000,+/-,0.012950,0.433418,+/-,0.014032,0.000000,+/-,0.000000,0.433418,+/-,0.014032,999.000000,+/-,0.000000
