Path,L1Path,L1Prescale(2e33),Steam L1path,Steam L1Prescale,WBMhltPrescale(2e33),Steam hltPrescale,,Data Rate (Hz),,,Data Rate scaled (Hz),,,Steam Rate (Hz),,,Data - Steam (Hz),,,(Data - Steam)/Steam
HLT_L2Mu10_NoVertex_NoBPTX3BX_NoHalo,L1_SingleMuOpen OR L1_SingleMuOpen_NotBptxOR,262139 | 1, L1_SingleMuOpen_NotBptxOR , 1,30,30,2.40,+/-,0.03,3.04,+/-,0.04,2.76,+/-,0.09,0.28,+/-,0.10,0.10,+/-,0.00
HLT_Diphoton30_18_Solid_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10 , 1 | 1 | 1 | 1,1,1,2.40,+/-,0.03,3.04,+/-,0.04,2.87,+/-,0.09,0.17,+/-,0.10,0.06,+/-,0.00
HLT_Dimuon20_Jpsi,L1_DoubleMu_10_0_WdEta18,1, L1_DoubleMu_10_0_WdEta18 , 1,1,1,2.39,+/-,0.03,3.03,+/-,0.04,2.83,+/-,0.09,0.20,+/-,0.10,0.07,+/-,0.00
HLT_PFHT450_SixJet40,L1_HTT175,1, L1_HTT175 , 1,1,1,2.33,+/-,0.03,2.96,+/-,0.04,2.68,+/-,0.09,0.28,+/-,0.10,0.10,+/-,0.00
HLT_VBF_DisplacedJet40_Hadronic_2PromptTrack,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_HTT175 , 1 | 1,1,1,2.29,+/-,0.03,2.91,+/-,0.04,2.52,+/-,0.08,0.39,+/-,0.09,0.15,+/-,0.00
HLT_Ele27_eta2p1_WPLoose_Gsf_HT200,L1_HTT125 OR L1_EG25er_HTT100,1 | 1, L1_EG25er_HTT100 OR L1_HTT125 OR L1_HTT100 , 1 | 1 | 1,1,1,2.15,+/-,0.03,2.73,+/-,0.04,2.59,+/-,0.08,0.14,+/-,0.09,0.05,+/-,0.00
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,L1_DoubleEG_15_10,1, L1_DoubleEG_15_10 , 1,1,1,2.10,+/-,0.03,2.66,+/-,0.04,2.42,+/-,0.08,0.24,+/-,0.09,0.10,+/-,0.00
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL,L1_DoubleEG_15_10,1, L1_DoubleEG_15_10 , 1,2,2,2.09,+/-,0.03,2.65,+/-,0.04,2.54,+/-,0.08,0.11,+/-,0.09,0.04,+/-,0.00
HLT_PFMET100_PFMHT100_IDTight,L1_ETM70,1, L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50 , 1 | 1 | 1 | 1,1,1,2.09,+/-,0.03,2.65,+/-,0.04,2.81,+/-,0.09,-0.16,+/-,0.10,-0.06,+/-,0.00
HLT_AK8PFJet360_TrimMass30,L1_SingleJet200 OR L1_SingleJet176,1 | 1, L1_SingleJet176 OR L1_SingleJet200 , 1 | 1,1,1,2.09,+/-,0.03,2.65,+/-,0.04,2.47,+/-,0.08,0.18,+/-,0.09,0.07,+/-,0.00
HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq240,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1,1,1,2.07,+/-,0.03,2.63,+/-,0.04,2.47,+/-,0.08,0.16,+/-,0.09,0.06,+/-,0.00
HLT_Photon90_CaloIdL_PFHT500,L1_SingleEG40,1, L1_SingleEG40 , 1,1,1,2.03,+/-,0.03,2.58,+/-,0.04,2.33,+/-,0.08,0.25,+/-,0.09,0.11,+/-,0.00
HLT_Ele115_CaloIdVT_GsfTrkIdT,L1_SingleEG35 OR L1_SingleEG40,1 | 1, L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200 , 1 | 1 | 1,1,1,2.00,+/-,0.03,2.54,+/-,0.04,2.20,+/-,0.08,0.34,+/-,0.09,0.15,+/-,0.00
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL,L1_SingleEG35 OR L1_SingleEG40,1 | 1, L1_SingleEG40 OR L1_SingleEG35 OR L1_SingleEG30 OR L1_SingleEG25 OR L1_SingleEG20 OR L1_DoubleEG_22_10 OR L1_SingleJet200 , 1 | 1 | 1 | 1 | 1 | 1 | 1,1,1,1.94,+/-,0.03,2.46,+/-,0.04,2.25,+/-,0.08,0.21,+/-,0.09,0.09,+/-,0.00
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2000 | 1 | 1,1,1,1.88,+/-,0.03,2.39,+/-,0.03,2.15,+/-,0.08,0.24,+/-,0.09,0.11,+/-,0.00
HLT_DiPFJetAve400,L1_SingleJet128 OR L1_SingleJet176,1 | 1, L1_SingleJet128 OR L1_SingleJet176 , 1 | 1,1,1,1.87,+/-,0.03,2.37,+/-,0.03,2.14,+/-,0.08,0.23,+/-,0.09,0.11,+/-,0.00
HLT_Photon165_HE10,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG25 OR L1_SingleEG40 OR L1_SingleJet200 , 1 | 1 | 1,1,1,1.85,+/-,0.03,2.35,+/-,0.03,2.34,+/-,0.08,0.01,+/-,0.09,0.00,+/-,0.00
HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15,L1_SingleEG35 OR L1_SingleEG40,1 | 1, L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10 , 1 | 1 | 1 | 1,1,1,1.84,+/-,0.03,2.33,+/-,0.03,2.21,+/-,0.08,0.12,+/-,0.09,0.06,+/-,0.00
HLT_PFJet450,L1_SingleJet128 OR L1_SingleJet200,1 | 1, L1_SingleJet128 OR L1_SingleJet200 , 1 | 1,1,1,1.82,+/-,0.03,2.31,+/-,0.03,2.26,+/-,0.08,0.05,+/-,0.09,0.02,+/-,0.00
HLT_Dimuon13_Upsilon,L1_DoubleMu_10_0_WdEta18,1, L1_DoubleMu_10_0_WdEta18 , 1,1,1,1.78,+/-,0.03,2.26,+/-,0.03,1.98,+/-,0.08,0.28,+/-,0.09,0.14,+/-,0.00
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,L1_DoubleEG_22_10,1, L1_DoubleEG_22_10 , 1,1,1,1.78,+/-,0.03,2.26,+/-,0.03,2.03,+/-,0.08,0.23,+/-,0.09,0.11,+/-,0.00
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p55,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2000 | 1 | 1,1,1,1.77,+/-,0.03,2.25,+/-,0.03,1.95,+/-,0.08,0.30,+/-,0.09,0.15,+/-,0.00
HLT_PFJet400,L1_SingleJet128 OR L1_SingleJet200,1 | 1, L1_SingleJet128 OR L1_SingleJet200 , 1 | 1,2,2,1.74,+/-,0.03,2.21,+/-,0.03,1.94,+/-,0.08,0.27,+/-,0.09,0.14,+/-,0.00
HLT_Photon175,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG25 OR L1_SingleEG40 OR L1_SingleJet200 , 1 | 1 | 1,1,1,1.72,+/-,0.03,2.18,+/-,0.03,2.16,+/-,0.08,0.02,+/-,0.09,0.01,+/-,0.00
HLT_HT400_DisplacedDijet40_Inclusive,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 , 1 | 1 | 1 | 1 | 1 | 1,1,1,1.68,+/-,0.03,2.13,+/-,0.03,2.18,+/-,0.08,-0.05,+/-,0.09,-0.02,+/-,0.00
HLT_Dimuon8_PsiPrime_Barrel,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 1, L1_DoubleMu0_Eta1p6_WdEta18 , 1,1,1,1.67,+/-,0.03,2.12,+/-,0.03,1.96,+/-,0.08,0.16,+/-,0.09,0.08,+/-,0.00
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1, L1_SingleEG40 , 1,1,1,1.66,+/-,0.03,2.11,+/-,0.03,2.09,+/-,0.08,0.02,+/-,0.09,0.01,+/-,0.00
HLT_PFHT650_WideJetMJJ900DEtaJJ1p5,L1_HTT175 OR L1_HTT150,1 | 1, L1_HTT150 OR L1_HTT175 , 1 | 1,1,1,1.63,+/-,0.03,2.07,+/-,0.03,1.89,+/-,0.08,0.18,+/-,0.09,0.09,+/-,0.00
HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 1, L1_DoubleMu0_Eta1p6_WdEta18 , 1,14,14,1.63,+/-,0.03,2.07,+/-,0.03,1.93,+/-,0.08,0.14,+/-,0.09,0.07,+/-,0.00
HLT_Photon90_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG25 OR L1_SingleEG40 , 1 | 1,2,2,1.61,+/-,0.03,2.04,+/-,0.03,1.86,+/-,0.08,0.18,+/-,0.09,0.10,+/-,0.00
HLT_DiPFJetAve160_HFJEC,L1_SingleJet128,1, L1_SingleJet128 , 1,6,6,1.61,+/-,0.03,2.04,+/-,0.03,1.86,+/-,0.08,0.18,+/-,0.09,0.10,+/-,0.00
HLT_Photon75_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG25 OR L1_SingleEG40 , 1 | 1,4,4,1.60,+/-,0.03,2.03,+/-,0.03,1.87,+/-,0.08,0.16,+/-,0.09,0.09,+/-,0.00
HLT_Mu40_TkMu11,L1_SingleMu16 OR L1_SingleMu25,1 | 1, L1_SingleMu16 OR L1_SingleMu25 , 1 | 1,1,1,1.60,+/-,0.03,2.03,+/-,0.03,1.86,+/-,0.08,0.17,+/-,0.09,0.09,+/-,0.00
HLT_Mu15_IsoVVVL_PFHT350,L1_SingleMuOpen,262139, L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1,1,1,1.57,+/-,0.02,1.99,+/-,0.03,1.78,+/-,0.08,0.21,+/-,0.09,0.12,+/-,0.00
HLT_Dimuon0er16_Jpsi_NoVertexing,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu0,1 | 1 | 1, L1_DoubleMu0_Eta1p6_WdEta18_OS , 1,14,14,1.57,+/-,0.02,1.99,+/-,0.03,1.69,+/-,0.07,0.30,+/-,0.08,0.18,+/-,0.00
HLT_CaloJet500_NoJetID,L1_SingleJet200,1, L1_SingleJet200 , 1,1,1,1.55,+/-,0.02,1.97,+/-,0.03,1.95,+/-,0.08,0.02,+/-,0.09,0.01,+/-,0.00
HLT_DiPFJetAve200,L1_SingleJet128,1, L1_SingleJet128 , 1,35,35,1.52,+/-,0.02,1.93,+/-,0.03,1.88,+/-,0.08,0.05,+/-,0.09,0.03,+/-,0.00
HLT_PFMET110_PFMHT110_IDTight,L1_ETM70,1, L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50 , 1 | 1 | 1 | 1,1,1,1.51,+/-,0.02,1.92,+/-,0.03,2.09,+/-,0.08,-0.17,+/-,0.09,-0.08,+/-,0.00
HLT_DoubleJetsC100_DoubleBTagCSV0p9_DoublePFJetsC100MaxDeta1p6,L1_DoubleJetC100,1, L1_DoubleJetC100 , 1,1,1,1.48,+/-,0.02,1.88,+/-,0.03,1.70,+/-,0.07,0.18,+/-,0.08,0.10,+/-,0.00
HLT_LooseIsoPFTau50_Trk30_eta2p1,L1_QuadJetC36_TauJet52,3, L1_QuadJetC36_TauJet52 , 3,4,4,1.48,+/-,0.02,1.88,+/-,0.03,1.78,+/-,0.07,0.10,+/-,0.08,0.05,+/-,0.00
HLT_IsoMu18_CentralPFJet30_BTagCSV07,L1_SingleMu16,1, L1_SingleMu16 , 1,1,1,1.46,+/-,0.02,1.85,+/-,0.03,2.45,+/-,0.08,-0.60,+/-,0.09,-0.24,+/-,0.00
HLT_IsoMu17_eta2p1_LooseIsoPFTau20_SingleL1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1, L1_SingleMu16er , 1,1,1,1.44,+/-,0.02,1.83,+/-,0.03,0.00,+/-,0.00,1.83,+/-,0.03,999.00,+/-,0.00
HLT_DiPFJetAve320,L1_SingleJet128 OR L1_SingleJet176,1 | 1, L1_SingleJet128 OR L1_SingleJet176 , 1 | 1,4,4,1.44,+/-,0.02,1.83,+/-,0.03,1.57,+/-,0.07,0.26,+/-,0.08,0.16,+/-,0.00
HLT_Photon50_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG25 OR L1_SingleEG40 , 1 | 1,20,20,1.43,+/-,0.02,1.81,+/-,0.03,1.73,+/-,0.07,0.08,+/-,0.08,0.05,+/-,0.00
HLT_VBF_DisplacedJet40_Hadronic,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_HTT175 , 1 | 1,1,1,1.42,+/-,0.02,1.80,+/-,0.03,1.61,+/-,0.06,0.19,+/-,0.07,0.12,+/-,0.00
HLT_Mu7p5_Track2_Jpsi,L1_SingleMu7 OR L1_SingleMu5,50 | 40, L1_SingleMu5 OR L1_SingleMu7 , 40 | 50,1,1,1.39,+/-,0.02,1.76,+/-,0.03,1.54,+/-,0.06,0.22,+/-,0.07,0.15,+/-,0.00
HLT_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,L1_ETM70,1, L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50 , 1 | 1 | 1 | 1,1,1,1.39,+/-,0.02,1.76,+/-,0.03,1.90,+/-,0.08,-0.14,+/-,0.09,-0.07,+/-,0.00
HLT_MonoCentralPFJet80_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,L1_ETM70,1, L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50 , 1 | 1 | 1 | 1,1,1,1.35,+/-,0.02,1.71,+/-,0.03,1.85,+/-,0.08,-0.14,+/-,0.09,-0.07,+/-,0.00
HLT_Dimuon0_Jpsi_Muon,L1_TripleMu0,1, L1_TripleMu0 , 1,1,1,1.33,+/-,0.02,1.69,+/-,0.03,1.48,+/-,0.06,0.21,+/-,0.07,0.14,+/-,0.00
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq460,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1,1,1,1.33,+/-,0.02,1.69,+/-,0.03,1.72,+/-,0.07,-0.03,+/-,0.08,-0.02,+/-,0.00
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL,L1_Mu5_EG20,1, L1_Mu5_EG20 , 1,1,1,1.33,+/-,0.02,1.69,+/-,0.03,1.66,+/-,0.07,0.03,+/-,0.08,0.02,+/-,0.00
HLT_Mu17_Photon30_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1, L1_Mu5_IsoEG18 , 1,1,1,1.27,+/-,0.02,1.61,+/-,0.03,1.45,+/-,0.06,0.16,+/-,0.07,0.11,+/-,0.00
HLT_PFHT400_SixJet30_BTagCSV0p55_2PFBTagCSV0p72,L1_HTT175,1, L1_HTT175 , 1,1,1,1.27,+/-,0.02,1.61,+/-,0.03,1.46,+/-,0.06,0.15,+/-,0.07,0.10,+/-,0.00
HLT_PFMET170_JetIdCleaned,L1_ETM60 OR L1_ETM70,1 | 1, L1_ETM60 OR L1_ETM70 , 1 | 1,1,1,1.25,+/-,0.02,1.59,+/-,0.03,1.85,+/-,0.08,-0.26,+/-,0.08,-0.14,+/-,0.00
HLT_PFHT650_WideJetMJJ950DEtaJJ1p5,L1_HTT175 OR L1_HTT150,1 | 1, L1_HTT150 OR L1_HTT175 , 1 | 1,1,1,1.24,+/-,0.02,1.57,+/-,0.03,1.45,+/-,0.06,0.12,+/-,0.07,0.08,+/-,0.00
HLT_Mu7p5_Track3p5_Jpsi,L1_SingleMu7 OR L1_SingleMu5,50 | 40, L1_SingleMu5 OR L1_SingleMu7 , 40 | 50,1,1,1.22,+/-,0.02,1.55,+/-,0.03,1.38,+/-,0.06,0.17,+/-,0.07,0.12,+/-,0.00
HLT_PFMET170_NoiseCleaned,L1_ETM60 OR L1_ETM70,1 | 1, L1_ETM60 OR L1_ETM70 , 1 | 1,1,1,1.22,+/-,0.02,1.55,+/-,0.03,1.81,+/-,0.08,-0.26,+/-,0.08,-0.14,+/-,0.00
HLT_DiPFJetAve220_HFJEC,L1_SingleJet176,1, L1_SingleJet176 , 1,1,1,1.21,+/-,0.02,1.54,+/-,0.03,1.38,+/-,0.06,0.16,+/-,0.07,0.11,+/-,0.00
HLT_L1SingleMu16,L1_SingleMu16,1, L1_SingleMu16 , 1,2000,2000,1.21,+/-,0.02,1.54,+/-,0.03,1.44,+/-,0.06,0.10,+/-,0.07,0.07,+/-,0.00
HLT_PFHT450_SixJet40_PFBTagCSV0p72,L1_HTT175,1, L1_HTT175 , 1,1,1,1.18,+/-,0.02,1.50,+/-,0.03,1.35,+/-,0.06,0.15,+/-,0.07,0.11,+/-,0.00
HLT_IsoMu20_eta2p1_LooseIsoPFTau20,L1_SingleMu16 OR L1_SingleMu16er,1 | 1, L1_SingleMu16er , 1,1,1,1.17,+/-,0.02,1.48,+/-,0.03,0.00,+/-,0.00,1.48,+/-,0.03,999.00,+/-,0.00
HLT_TkMu20,L1_SingleMu16,1, L1_SingleMu16 , 1,100,100,1.17,+/-,0.02,1.48,+/-,0.03,1.22,+/-,0.06,0.26,+/-,0.07,0.22,+/-,0.00
HLT_Ele23_WPLoose_Gsf_TriCentralPFJet50_40_30,L1_SingleEG20,1, L1_SingleEG20 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20 OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG25 , 4 | 1 | 1 | 1 | 1 | 1,1,1,1.13,+/-,0.02,1.43,+/-,0.03,1.44,+/-,0.06,-0.01,+/-,0.07,-0.00,+/-,0.00
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1, L1_SingleEG40 , 1,1,1,1.12,+/-,0.02,1.42,+/-,0.03,1.33,+/-,0.06,0.09,+/-,0.07,0.07,+/-,0.00
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW,L1_SingleEG35 OR L1_SingleEG40,1 | 1, L1_SingleEG40 OR L1_SingleEG35 OR L1_SingleEG30 OR L1_SingleEG25 OR L1_SingleEG20 OR L1_DoubleEG_22_10 OR L1_SingleJet200 , 1 | 1 | 1 | 1 | 1 | 1 | 1,1,1,1.11,+/-,0.02,1.41,+/-,0.03,1.33,+/-,0.06,0.08,+/-,0.07,0.06,+/-,0.00
HLT_DoubleJet90_Double30_TripleBTagCSV0p67,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 OR L1_TripleJet_84_68_48_VBF OR L1_DoubleJetC84 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1,1,1,1.07,+/-,0.02,1.36,+/-,0.03,1.22,+/-,0.06,0.14,+/-,0.07,0.11,+/-,0.00
HLT_PFMET120_PFMHT120_IDTight,L1_ETM70,1, L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50 , 1 | 1 | 1 | 1,1,1,1.07,+/-,0.02,1.36,+/-,0.03,1.54,+/-,0.06,-0.18,+/-,0.07,-0.12,+/-,0.00
HLT_Ele23_CaloIdL_TrackIdL_IsoVL,L1_SingleEG20,1, L1_SingleEG20 , 1,400,400,1.07,+/-,0.02,1.36,+/-,0.03,1.38,+/-,0.06,-0.02,+/-,0.07,-0.02,+/-,0.00
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2000 | 1 | 1,1,1,1.07,+/-,0.02,1.36,+/-,0.03,1.25,+/-,0.06,0.11,+/-,0.07,0.09,+/-,0.00
HLT_Mu17_Mu8_SameSign_DZ,L1_DoubleMu_10_3p5,1, L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 | 1,1,1,1.06,+/-,0.02,1.34,+/-,0.03,1.19,+/-,0.06,0.15,+/-,0.07,0.13,+/-,0.00
HLT_PFJet500,L1_SingleJet128 OR L1_SingleJet200,1 | 1, L1_SingleJet128 OR L1_SingleJet200 , 1 | 1,1,1,1.06,+/-,0.02,1.34,+/-,0.03,1.33,+/-,0.06,0.01,+/-,0.07,0.01,+/-,0.00
HLT_Photon90_CaloIdL_PFHT600,L1_SingleEG40,1, L1_SingleEG40 , 1,1,1,1.05,+/-,0.02,1.33,+/-,0.03,1.09,+/-,0.06,0.24,+/-,0.07,0.22,+/-,0.01
HLT_PFHT350,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1 | 1,180,180,1.04,+/-,0.02,1.32,+/-,0.03,1.18,+/-,0.06,0.14,+/-,0.07,0.12,+/-,0.00
HLT_DoubleJet90_Double30_DoubleBTagCSV0p67,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 OR L1_TripleJet_84_68_48_VBF OR L1_DoubleJetC84 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1,7,7,1.04,+/-,0.02,1.32,+/-,0.03,1.22,+/-,0.06,0.10,+/-,0.07,0.08,+/-,0.00
HLT_JetE50_NoBPTX3BX_NoHalo,L1_SingleJetC32_NotBptxOR,1, L1_SingleJetC32_NotBptxOR , 1,1,1,1.04,+/-,0.02,1.32,+/-,0.03,1.30,+/-,0.06,0.02,+/-,0.07,0.01,+/-,0.00
HLT_Mu17_Photon35_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1, L1_Mu5_IsoEG18 , 1,1,1,1.04,+/-,0.02,1.32,+/-,0.03,1.20,+/-,0.06,0.12,+/-,0.07,0.10,+/-,0.00
HLT_Photon120_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG25 OR L1_SingleEG40 , 1 | 1,1,1,1.04,+/-,0.02,1.32,+/-,0.03,1.28,+/-,0.06,0.04,+/-,0.07,0.03,+/-,0.00
HLT_DoubleJetsC112_DoubleBTagCSV0p9_DoublePFJetsC112MaxDeta1p6,L1_DoubleJetC112,1, L1_DoubleJetC112 , 1,1,1,1.03,+/-,0.02,1.31,+/-,0.03,1.19,+/-,0.06,0.12,+/-,0.07,0.10,+/-,0.00
HLT_IsoMu22_CentralPFJet30_BTagCSV07,L1_SingleMu20,1, L1_SingleMu20 , 1,1,1,1.00,+/-,0.02,1.27,+/-,0.03,1.65,+/-,0.06,-0.38,+/-,0.07,-0.23,+/-,0.00
HLT_IsoMu17_eta2p1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1, L1_SingleMu16er , 1,30,30,0.98,+/-,0.02,1.24,+/-,0.02,0.00,+/-,0.00,1.24,+/-,0.02,999.00,+/-,0.00
HLT_QuadJet45_TripleBTagCSV0p67,L1_QuadJetC60 OR L1_HTT175,1 | 1, L1_HTT175 OR L1_QuadJetC60 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_QuadJetC40 , 1 | 1 | 1 | 1 | 1 | 1,1,1,0.98,+/-,0.02,1.24,+/-,0.02,1.06,+/-,0.06,0.18,+/-,0.06,0.17,+/-,0.00
HLT_Mu16_TkMu0_dEta18_Phi,L1_SingleMu16 OR L1_SingleMu14er,1 | 1, L1_SingleMu14er OR L1_SingleMu16 , 75 | 1,1,1,0.96,+/-,0.02,1.22,+/-,0.02,1.14,+/-,0.06,0.08,+/-,0.06,0.07,+/-,0.00
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p51,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2000 | 1 | 1,1,1,0.95,+/-,0.02,1.21,+/-,0.02,1.14,+/-,0.06,0.07,+/-,0.06,0.06,+/-,0.00
HLT_Ele27_WPLoose_Gsf_TriCentralPFJet50_40_30,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 1, L1_SingleIsoEG20er OR L1_SingleEG20 OR L1_SingleEG25 , 4 | 1 | 1,1,1,0.94,+/-,0.02,1.19,+/-,0.02,1.19,+/-,0.06,0.00,+/-,0.06,0.00,+/-,0.00
HLT_Ele15_IsoVVVL_BTagCSV0p72_PFHT400,L1_SingleEG5,262139, L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1,1,1,0.94,+/-,0.02,1.19,+/-,0.02,1.06,+/-,0.06,0.13,+/-,0.06,0.13,+/-,0.00
HLT_Dimuon13_PsiPrime,L1_DoubleMu_10_0_WdEta18,1, L1_DoubleMu_10_0_WdEta18 , 1,1,1,0.94,+/-,0.02,1.19,+/-,0.02,1.15,+/-,0.06,0.04,+/-,0.06,0.04,+/-,0.00
HLT_IsoMu17_eta2p1_LooseIsoPFTau20,L1_Mu16er_TauJet20er,1, L1_Mu16er_TauJet20er , 1,1,1,0.93,+/-,0.02,1.18,+/-,0.02,1.39,+/-,0.06,-0.21,+/-,0.06,-0.15,+/-,0.00
HLT_Photon250_NoHE,L1_SingleEG40 OR L1_SingleJet200,1 | 1, L1_SingleEG40 OR L1_SingleJet200 , 1 | 1,1,1,0.92,+/-,0.02,1.17,+/-,0.02,1.13,+/-,0.06,0.04,+/-,0.06,0.03,+/-,0.00
